patent,prim,class,subclass
08343429,12,422110,,
08343430,13,422177,,
08343431,12,422180,,
08343432,12,42218601,,
08343433,12,422201,,
08343434,13,422292,,
08343435,12,422301,,
08343436,12,422421,,
08343437,12,422424,,
08343438,13,422501,,
08343439,12,422502,,
08343440,12,422502,,
08343441,12,422502,,
08343442,12,422502,,
08343443,12,422503,,
08343444,11,422536,,
08343445,12,422611,,
08343446,13,"423  1",,
08343447,12,423140,,
08343448,12,423212,,
08343449,13,423409,,
08343450,12,4234471,,
08343451,12,4234471,,
08343452,11,4234472,,
08343453,12,423599,,
08343454,12,423604,,
08343455,11,423608,,
08343456,12,423651,,
08343457,13,"424  111",,
08343458,12,"424  169",,
08343459,12,"424  189",,
08343460,13,"424  189",,
08343461,12,"424  91",,
08343462,12,"424  93",,
08343463,12,"424  96",,
08343464,13,"424 48",,
08343465,12,"424 59",,
08343466,13,"424 59",,
08343467,11,"424 65",,
08343468,12,"424 701",,
08343469,12,"424 7016",,
08343470,12,"424 7019",,
08343471,13,"424 7804",,
08343472,10,"424 7808",,
08343473,12,"424 783",,
08343474,12,"424 7837",,
08343475,12,"424 851",,
08343476,13,"424 852",,
08343477,11,"424 854",,
08343478,11,"424 931",,
08343479,11,"424 931",,
08343480,12,"424 932",,
08343481,12,"424 9321",,
08343482,12,"424 933",,
08343483,12,"424 9345",,
08343484,12,"424 9346",,
08343485,13,"424 937",,
08343486,12,"424 941",,
08343487,13,"424 9462",,
08343488,12,4241301,,
08343489,12,4241331,,
08343490,13,4241331,,
08343491,12,4241391,,
08343492,13,4241391,,
08343493,12,4241411,,
08343494,12,4241461,,
08343495,12,4241641,,
08343496,12,4241781,,
08343497,12,4241841,,
08343498,12,4241841,,
08343499,13,4241841,,
08343500,11,4241851,,
08343501,12,4241851,,
08343502,12,4241851,,
08343503,12,4241851,,
08343504,12,4241911,,
08343505,12,4241921,,
08343506,12,4241991,,
08343507,13,4242341,,
08343508,12,4242391,,
08343509,13,4242411,,
08343510,12,4242441,,
08343511,12,4242481,,
08343512,13,4242751,,
08343513,10,424400,,
08343514,12,424400,,
08343515,12,424400,,
08343516,12,424400,,
08343517,13,424400,,
08343518,13,424400,,
08343519,10,424401,,
08343520,11,424401,,
08343521,11,424401,,
08343522,13,424402,,
08343523,12,424405,,
08343524,12,424408,,
08343525,12,424409,,
08343526,13,424417,,
08343527,11,424423,,
08343528,12,424423,,
08343529,13,424423,,
08343530,11,424426,,
08343531,12,424439,,
08343532,10,424440,,
08343533,12,424440,,
08343534,11,424443,,
08343535,12,424443,,
08343536,12,424445,,
08343537,13,424445,,
08343538,11,424448,,
08343539,12,424450,,
08343540,11,424455,,
08343541,12,424456,,
08343542,10,424464,,
08343543,13,424466,,
08343544,12,424468,,
08343545,10,424489,,
08343546,11,424489,,
08343547,11,424489,,
08343548,11,424489,,
08343549,12,424489,,
08343550,13,424490,,
08343551,12,424493,,
08343552,12,424725,,
08343553,13,424725,,
08343554,10,424729,,
08343555,12,424740,,
08343556,11,424750,,
08343557,12,424766,,
08343558,11,"426 45",,
08343559,12,"426 51",,
08343560,11,426106,,
08343561,12,426107,,
08343562,12,426238,,
08343563,13,426552,,
08343564,12,426637,,
08343565,13,426648,,
08343566,12,426656,,
08343567,13,"427  213",,
08343568,12,"427  225",,
08343569,13,"427  7",,
08343570,12,"427 11",,
08343571,12,"427 64",,
08343572,12,"427 78",,
08343573,12,427142,,
08343574,13,427146,,
08343575,12,427214,,
08343576,13,427215,,
08343577,12,427216,,
08343578,11,427226,,
08343579,12,427238,,
08343580,12,4272481,,
08343581,11,4272491,,
08343582,12,4272491,,
08343583,12,427252,,
08343584,12,427343,,
08343585,12,427384,,
08343586,12,427404,,
08343587,12,4274193,,
08343588,12,427420,,
08343589,12,427454,,
08343591,12,427567,,
08343592,12,427569,,
08343593,12,427569,,
08343594,12,427579,,
08343595,12,"428  11",,
08343596,13,"428  11",,
08343597,13,"428  12",,
08343598,13,"428 3221",,
08343599,12,"428 341",,
08343600,12,"428 341",,
08343601,13,"428 347",,
08343602,12,"428 358",,
08343603,12,"428 365",,
08343604,12,"428 366",,
08343605,12,"428 401",,
08343606,13,"428 401",,
08343607,12,"428 43",,
08343608,12,"428 644",,
08343609,13,"428 70",,
08343610,12,"428 76",,
08343611,12,428138,,
08343612,12,428172,,
08343613,12,428178,,
08343614,13,428178,,
08343615,11,4281951,,
08343616,12,4281951,,
08343617,12,428210,,
08343618,12,428212,,
08343619,12,428213,,
08343620,12,428216,,
08343621,13,428271,,
08343622,12,428323,,
08343623,12,428323,,
08343624,13,428323,,
08343625,13,428364,,
08343626,13,428402,,
08343627,12,428403,,
08343628,12,4284111,,
08343629,12,428421,,
08343630,13,428422,,
08343631,12,4284231,,
08343632,12,428447,,
08343633,13,428447,,
08343634,12,4284841,,
08343635,12,428654,,
08343636,12,428690,,
08343637,12,428690,,
08343638,12,428690,,
08343639,12,428690,,
08343640,12,428690,,
08343641,12,"429 61",,
08343642,12,"429 66",,
08343643,12,"429 71",,
08343644,12,"429 90",,
08343645,12,"429 97",,
08343646,13,429105,,
08343647,12,429120,,
08343648,12,429120,,
08343649,12,429120,,
08343650,12,429120,,
08343651,13,429151,,
08343652,11,429163,,
08343653,12,429175,,
08343654,12,429178,,
08343655,12,429209,,
08343656,13,429211,,
08343657,11,4292181,,
08343658,12,4292181,,
08343659,12,4292182,,
08343660,12,4292182,,
08343661,12,429229,,
08343662,10,4292311,,
08343663,12,4292311,,
08343664,13,4292311,,
08343665,13,4292315,,
08343666,10,42923195,,
08343667,12,42923195,,
08343668,12,42923195,,
08343669,12,429246,,
08343670,12,429407,,
08343671,12,429412,,
08343672,11,429416,,
08343673,11,429428,,
08343674,12,429430,,
08343675,13,429430,,
08343676,12,429432,,
08343677,11,429437,,
08343678,12,429443,,
08343679,12,429444,,
08343680,12,429446,,
08343681,12,429454,,
08343682,11,429463,,
08343683,12,429470,,
08343684,12,429481,,
08343685,12,429489,,
08343686,12,429497,,
08343687,11,429498,,
08343688,12,429511,,
08343689,11,429517,,
08343690,11,429523,,
08343691,11,"430  1",,
08343692,12,"430  5",,
08343693,12,"430  5",,
08343694,13,"430  5",,
08343695,13,"430  5",,
08343696,12,"430  7",,
08343697,12,"430 571",,
08343698,12,"430 5805",,
08343699,12,"430 60",,
08343700,12,"430 66",,
08343701,12,430105,,
08343702,12,4301091,,
08343703,12,4301094,,
08343704,11,43013715,,
08343705,12,4301372,,
08343706,12,4302701,,
08343707,13,4302701,,
08343708,13,4302701,,
08343709,12,43027015,,
08343710,11,4302811,,
08343711,12,430315,,
08343712,13,430320,,
08343713,12,430323,,
08343714,12,430331,,
08343715,12,430345,,
08343716,12,430394,,
08343717,13,"435  11",,
08343718,12,"435  5",,
08343719,12,"435  6",,
08343720,12,"435  61",,
08343721,13,"435  61",,
08343722,10,"435  612",,
08343723,12,"435  612",,
08343724,13,"435  612",,
08343725,13,"435  614",,
08343726,11,"435  71",,
08343727,12,"435  71",,
08343728,12,"435  71",,
08343729,13,"435  8",,
08343730,12,"435 13",,
08343731,12,"435 25",,
08343732,12,"435 34",,
08343733,12,"435 405",,
08343734,13,"435 41",,
08343735,12,"435 691",,
08343736,13,"435 691",,
08343737,13,"435 697",,
08343738,12,"435 912",,
08343739,12,435156,,
08343740,12,435174,,
08343741,12,435174,,
08343742,12,435182,,
08343743,12,435183,,
08343744,12,435189,,
08343745,12,435193,,
08343746,11,435194,,
08343747,12,435205,,
08343748,12,435212,,
08343749,13,435243,,
08343750,12,4352521,,
08343751,13,4352528,,
08343752,13,43525422,,
08343753,12,4352571,,
08343754,13,4352831,,
08343755,11,4352872,,
08343756,12,4352872,,
08343757,13,4353201,,
08343758,12,435325,,
08343759,12,435325,,
08343760,12,435325,,
08343761,13,435326,,
08343762,12,435373,,
08343763,13,435375,,
08343764,12,435419,,
08343765,12,435455,,
08343766,13,435459,,
08343767,13,435477,,
08343768,11,"436  2",,
08343769,13,"436 18",,
08343770,12,"436 48",,
08343771,13,"436 84",,
08343772,13,"436 86",,
08343773,12,"436 94",,
08343774,12,436180,,
08343775,12,436518,,
08343776,13,436518,,
08343777,13,436526,,
08343778,11,436809,,
08343779,12,"438  9",,
08343780,11,"438 14",,
08343781,12,"438 18",,
08343782,12,"438 22",,
08343783,12,"438 28",,
08343784,11,"438 29",,
08343785,12,"438 29",,
08343786,13,"438 34",,
08343787,13,"438 34",,
08343788,13,"438 39",,
08343789,12,"438 50",,
08343790,12,"438 51",,
08343791,12,"438 51",,
08343792,12,"438 57",,
08343793,13,"438 57",,
08343794,12,"438 63",,
08343795,12,"438 67",,
08343796,13,"438 82",,
08343797,12,"438 86",,
08343798,13,438102,,
08343799,12,438104,,
08343800,12,438104,,
08343801,13,438104,,
08343802,12,438106,,
08343803,12,438106,,
08343804,13,438107,,
08343805,13,438113,,
08343806,12,438115,,
08343807,12,438118,,
08343808,13,438118,,
08343809,12,438121,,
08343810,12,438122,,
08343811,12,438124,,
08343812,13,438129,,
08343813,12,438133,,
08343814,12,438142,,
08343815,12,438149,,
08343816,12,438149,,
08343817,12,438151,,
08343818,12,438151,,
08343819,12,438155,,
08343820,12,438156,,
08343821,13,438158,,
08343822,12,438161,,
08343823,13,438172,,
08343824,12,438189,,
08343825,13,438197,,
08343826,13,438217,,
08343827,13,438231,,
08343828,13,438237,,
08343829,13,438243,,
08343830,12,438250,,
08343831,13,438253,,
08343832,12,438268,,
08343833,12,438268,,
08343834,13,438268,,
08343835,13,438268,,
08343836,13,438270,,
08343837,12,438275,,
08343838,12,438276,,
08343839,12,438283,,
08343840,12,438287,,
08343841,12,438309,,
08343842,13,438311,,
08343843,12,438329,,
08343844,13,438381,,
08343845,12,438397,,
08343846,12,438400,,
08343847,12,438406,,
08343848,12,438458,,
08343849,12,438458,,
08343850,12,438458,,
08343851,12,438458,,
08343852,13,438462,,
08343853,12,438471,,
08343854,12,438478,,
08343855,12,438479,,
08343856,13,438479,,
08343857,13,438485,,
08343858,13,438488,,
08343859,12,438515,,
08343860,13,438515,,
08343861,12,438527,,
08343862,13,438527,,
08343863,13,438529,,
08343864,13,438583,,
08343865,12,438591,,
08343866,13,438597,,
08343867,13,438630,,
08343868,13,438643,,
08343869,13,438674,,
08343870,12,438682,,
08343871,12,438689,,
08343872,12,438691,,
08343873,13,438692,,
08343874,12,438694,,
08343875,13,438696,,
08343876,13,438706,,
08343877,12,438708,,
08343878,12,438710,,
08343879,12,438770,,
08343880,12,438778,,
08343881,12,438787,,
08343882,12,442101,,
08343883,12,501138,,
08343884,12,501152,,
08343885,12,"502 73",,
08343886,13,502132,,
08343887,12,502152,,
08343888,12,502303,,
08343889,12,503227,,
08343890,12,503227,,
08343891,10,504125,,
08343892,10,504130,,
08343893,12,504244,,
08343894,12,507102,,
08343895,12,507119,,
08343896,12,507211,,
08343897,12,507222,,
08343898,12,508459,,
08343899,13,508463,,
08343900,12,508471,,
08343901,12,508516,,
08343902,12,510130,,
08343903,12,510161,,
08343904,12,510223,,
08343905,12,510237,,
08343906,12,510237,,
08343907,12,510374,,
08343908,11,510438,,
08343909,13,"512  5",,
08343910,12,"514  13",,
08343911,12,"514  25",,
08343912,12,"514  28",,
08343913,11,"514  33",,
08343914,12,"514  62",,
08343915,12,"514  74",,
08343916,12,"514  74",,
08343917,12,"514  77",,
08343918,12,"514  86",,
08343919,12,"514 124",,
08343920,13,"514 164",,
08343921,13,"514 164",,
08343922,10,"514 167",,
08343923,12,"514 167",,
08343924,12,"514 175",,
08343925,12,"514 175",,
08343926,10,"514 178",,
08343927,12,"514 181",,
08343928,11,"514 193",,
08343929,12,"514 193",,
08343930,12,"514 193",,
08343931,12,"514 208",,
08343932,12,"514 212",,
08343933,12,"514 212",,
08343934,12,"514 219",,
08343935,11,"514 25",,
08343936,13,"514 29",,
08343937,11,"514 43",,
08343938,12,"514 44A",,
08343939,12,"514 44",,
08343940,12,"514 44A",,
08343941,13,"514 44A",,
08343942,13,"514 54",,
08343943,12,"514 62",,
08343944,12,"514 64",,
08343945,12,514152,,
08343946,12,514171,,
08343947,12,514175,,
08343948,11,514177,,
08343949,11,514183,,
08343950,11,514183,,
08343951,12,514183,,
08343952,12,51421018,,
08343953,11,5142102,,
08343954,13,51421021,,
08343955,13,5142111,,
08343956,13,51421402,,
08343957,12,514218,,
08343958,13,514218,,
08343959,13,514218,,
08343960,12,514221,,
08343961,12,514221,,
08343962,12,5142265,,
08343963,12,5142275,,
08343964,12,5142302,,
08343965,11,5142305,,
08343966,12,5142305,,
08343967,13,5142312,,
08343968,12,5142355,,
08343969,13,5142358,,
08343970,13,5142368,,
08343971,12,5142378,,
08343972,11,5142395,,
08343973,12,514248,,
08343974,12,51425214,,
08343975,12,51425216,,
08343976,12,51425405,,
08343977,12,5142591,,
08343978,12,51425941,,
08343979,13,5142621,,
08343980,12,5142661,,
08343981,10,51426621,,
08343982,12,5142664,,
08343983,12,514267,,
08343984,11,514269,,
08343985,12,514269,,
08343986,12,514274,,
08343987,12,514274,,
08343988,12,514275,,
08343989,12,514275,,
08343990,12,514275,,
08343991,12,514281,,
08343992,12,514282,,
08343993,11,514290,,
08343994,12,514290,,
08343995,12,514299,,
08343996,12,514300,,
08343997,13,514301,,
08343998,13,514314,,
08343999,12,514318,,
08344000,12,514321,,
08344001,12,514334,,
08344002,12,514340,,
08344003,12,514342,,
08344004,12,514342,,
08344005,12,514343,,
08344006,13,514359,,
08344007,12,514367,,
08344008,13,514367,,
08344009,12,514369,,
08344010,13,514394,,
08344011,12,514396,,
08344012,12,514398,,
08344013,13,514398,,
08344014,13,514400,,
08344015,11,514406,,
08344016,12,514407,,
08344017,12,514410,,
08344018,12,514418,,
08344019,13,514422,,
08344020,12,514456,,
08344021,11,514457,,
08344022,12,514458,,
08344023,12,514461,,
08344024,12,514513,,
08344025,12,514529,,
08344026,12,514557,,
08344027,12,514563,,
08344028,12,514568,,
08344029,11,514617,,
08344030,13,514647,,
08344031,12,514669,,
08344032,12,514675,,
08344033,12,"516 55",,
08344034,13,"521 25",,
08344035,12,"521 41",,
08344036,12,"521 475",,
08344037,13,521134,,
08344038,12,"522 28",,
08344039,12,"522 83",,
08344040,13,522161,,
08344041,12,522174,,
08344042,12,523115,,
08344043,12,523122,,
08344044,13,523122,,
08344045,12,523160,,
08344046,12,523160,,
08344047,12,523160,,
08344048,12,523440,,
08344049,12,"524 68",,
08344050,12,524100,,
08344051,12,524127,,
08344052,12,524313,,
08344053,12,524403,,
08344054,11,524413,,
08344055,12,524416,,
08344056,12,524425,,
08344057,13,524442,,
08344058,11,524445,,
08344059,12,524451,,
08344060,12,524496,,
08344061,12,524539,,
08344062,12,524548,,
08344063,12,524571,,
08344064,12,"525 57",,
08344065,12,525100,,
08344066,13,525102,,
08344067,12,525105,,
08344068,12,525191,,
08344069,12,525191,,
08344070,11,525211,,
08344071,12,5253263,,
08344072,11,5253301,,
08344073,12,5253337,,
08344074,12,525422,,
08344075,13,525477,,
08344076,11,525531,,
08344077,12,"526 59",,
08344078,12,"526 64",,
08344079,11,5261243,,
08344080,13,5261243,,
08344081,12,526160,,
08344082,12,5262381,,
08344083,12,526280,,
08344084,12,526287,,
08344085,12,5263171,,
08344086,12,5263486,,
08344087,13,"528 12",,
08344088,10,"528 31",,
08344089,12,"528 31",,
08344090,13,528100,,
08344091,12,528125,,
08344092,13,528196,,
08344093,12,528302,,
08344094,12,528373,,
08344095,12,528377,,
08344096,12,528398,,
08344097,12,528417,,
08344098,12,528425,,
08344099,13,528500,,
08344100,11,530300,,
08344101,12,530327,,
08344102,12,530329,,
08344103,11,530333,,
08344104,13,530350,,
08344105,13,530350,,
08344106,13,530356,,
08344107,12,530376,,
08344108,12,530376,,
08344109,12,5303871,,
08344110,13,5303871,,
08344111,12,5303879,,
08344112,12,5303881,,
08344113,12,53038822,,
08344114,13,53038826,,
08344115,12,5303898,,
08344116,12,"536 231",,
08344117,13,"536 231",,
08344118,13,"536 231",,
08344119,12,"536 232",,
08344120,13,"536 234",,
08344121,11,"536 2431",,
08344122,12,"536 2433",,
08344123,12,"536 2433",,
08344124,13,"536 2433",,
08344125,12,"536 245",,
08344126,12,"536 245",,
08344127,13,"536 245",,
08344128,13,"536 245",,
08344129,13,"536 245",,
08344130,13,"536 245",,
08344131,13,"536 245",,
08344132,11,"536 253",,
08344133,12,"536 291",,
08344134,12,"536 64",,
08344135,12,"540  1",,
08344136,12,"544 48",,
08344137,13,544128,,
08344138,12,544182,,
08344139,12,544258,,
08344140,12,544259,,
08344141,13,544352,,
08344142,11,"546 37",,
08344143,12,"546 91",,
08344144,12,546113,,
08344145,12,546152,,
08344146,12,546155,,
08344147,12,546156,,
08344148,12,546199,,
08344149,12,546202,,
08344150,12,5462761,,
08344151,12,5462844,,
08344152,11,546339,,
08344153,12,548195,,
08344154,12,548203,,
08344155,12,5483007,,
08344156,12,5483741,,
08344157,13,5483741,,
08344158,12,548427,,
08344159,12,548444,,
08344160,13,548453,,
08344161,12,548531,,
08344162,13,548544,,
08344163,12,"549 39",,
08344164,12,"549 59",,
08344165,12,"549 75",,
08344166,13,549446,,
08344167,12,549533,,
08344168,12,552610,,
08344169,13,"556 12",,
08344170,10,556451,,
08344171,12,558114,,
08344172,13,"560  8",,
08344173,12,"560 24",,
08344174,12,"560 98",,
08344175,13,"560 98",,
08344176,12,560250,,
08344177,12,562450,,
08344178,12,562508,,
08344179,12,562607,,
08344180,12,"564 81",,
08344181,11,564162,,
08344182,12,564503,,
08344183,12,568594,,
08344184,12,568840,,
08344185,11,568841,,
08344186,12,568881,,
08344187,12,568885,,
08344188,12,568897,,
08344189,12,568913,,
08344190,13,570136,,
08344191,13,570165,,
08344192,12,570177,,
08344193,12,"585  1",,
08344194,12,585240,,
08344195,12,585241,,
08344196,13,585327,,
08344197,12,585467,,
08344198,10,585512,,
08344199,12,585800,,
08344200,12,585804,,
08344201,12,"602 57",,
08344202,12,604367,,
08344203,13,604378,,
08344204,12,800275,,
08344205,12,800278,,
08344206,12,800278,,
08344207,13,800279,,
08344208,12,800280,,
08344209,12,800295,,
08344210,12,800298,,
08344211,12,800298,,
08344212,12,800312,,
08344213,12,800312,,
08344214,12,800312,,
08344215,12,800312,,
08344216,12,8003201,,
08344217,12,8003201,,
08344218,12,8003201,,
08344219,12,8003201,,
08344220,12,8003201,,
08344221,12,8003201,,
08344222,12,8003201,,
08344223,12,8003201,,
08344224,12,8003201,,
08344225,12,8003201,,
08344226,13,8003201,,
08344227,13,8003201,,
08344228,13,8003201,,
08344229,13,800323,,
08344230,12," 84192",,
08344231,12," 84298",,
08344232,13," 84304",,
08344233,12," 84602",,
08344234,12," 84612",,
08344235,12," 84615",,
08344236,12," 84726",,
08344237,12,136205,,
08344238,11,136243,,
08344239,10,136251,,
08344240,12,136251,,
08344241,11,136252,,
08344242,12,136255,,
08344243,12,136256,,
08344244,13,136256,,
08344245,13,136256,,
08344246,12,"174 27",,
08344247,12,"174 50",,
08344248,12,"174 50",,
08344249,12,"174 50",,
08344250,13,"174 53",,
08344251,13,"174 66",,
08344252,12,"174 84R",,
08344253,13,174102R,,
08344254,12,174112,,
08344255,12,174113R,,
08344256,11,174174,,
08344257,12,174250,,
08344258,12,174254,,
08344259,12,174255,,
08344260,12,174255,,
08344261,12,174257,,
08344262,12,174258,,
08344263,11,174260,,
08344264,12,174261,,
08344265,12,174261,,
08344266,11,174262,,
08344267,12,174262,,
08344268,12,174262,,
08344269,13,174538,,
08344270,12,174544,,
08344271,12,177126,,
08344272,12,177126,,
08344273,12,"200  5A",,
08344274,12,"200 5025",,
08344275,13,"200 51R",,
08344276,12,200252,,
08344277,13,2003022,,
08344278,12,200339,,
08344279,13,200512,,
08344280,12,"219 98",,
08344281,12,21912113,,
08344282,12,2191216,,
08344283,12,21912163,,
08344284,12,21912167,,
08344285,11,21912168,,
08344286,11,21912169,,
08344287,12,21913001,,
08344288,12,219219,,
08344289,12,219394,,
08344290,12,219433,,
08344291,12,2194431,,
08344292,12,219480,,
08344293,12,219482,,
08344294,12,219492,,
08344295,12,219548,,
08344296,11,219620,,
08344297,12,219620,,
08344298,12,219636,,
08344299,12,219674,,
08344300,12,219678,,
08344301,11,219690,,
08344302,12,"244  316",,
08344303,12,"244  321",,
08344304,12,"244  322",,
08344305,12,2502034,,
08344306,12,2502081,,
08344307,12,2502081,,
08344308,12,2502081,,
08344309,12,250214R,,
08344310,13,250216,,
08344311,12,250221,,
08344312,12,250226,,
08344313,12,25022722,,
08344314,12,25023119,,
08344315,12,250282,,
08344316,12,250282,,
08344317,13,250287,,
08344318,12,250288,,
08344319,13,250288,,
08344320,12,250305,,
08344321,13,250332,,
08344322,13,2503361,,
08344323,13,250340,,
08344324,12,2503411,,
08344325,12,250349,,
08344326,13,25036303,,
08344327,12,25036307,,
08344328,13,250367,,
08344329,12,25037008,,
08344330,12,25037009,,
08344331,12,25037012,,
08344332,12,25045511,,
08344333,13,2504581,,
08344334,12,2504591,,
08344335,13,2504845,,
08344336,13,2504922,,
08344337,12,2504923,,
08344338,11,2504931,,
08344339,12,250504R,,
08344340,12,2505051,,
08344341,12,250548,,
08344342,11,25055929,,
08344343,12,"257  2",,
08344344,12,"257  2",,
08344345,12,"257  2",,
08344346,13,"257  2",,
08344347,11,"257  4",,
08344348,12,"257  4",,
08344349,12,"257  4",,
08344350,13,"257  4",,
08344351,13,"257  5",,
08344352,13,"257  9",,
08344353,13,"257 13",,
08344354,12,"257 18",,
08344355,13,"257 19",,
08344356,12,"257 22",,
08344357,12,"257 24",,
08344358,12,"257 24",,
08344359,12,"257 27",,
08344360,09,"257 40",,
08344361,11,"257 40",,
08344362,12,"257 40",,
08344363,12,"257 40",,
08344364,12,"257 40",,
08344365,12,"257 40",,
08344366,12,"257 40",,
08344367,12,"257 40",,
08344368,12,"257 40",,
08344369,12,"257 40",,
08344370,13,"257 40",,
08344371,12,"257 43",,
08344372,12,"257 43",,
08344373,12,"257 43",,
08344374,12,"257 43",,
08344375,13,"257 43",,
08344376,12,"257 48",,
08344377,12,"257 57",,
08344378,12,"257 57",,
08344379,12,"257 59",,
08344380,12,"257 59",,
08344381,12,"257 59",,
08344382,13,"257 59",,
08344383,13,"257 59",,
08344384,13,"257 60",,
08344385,12,"257 67",,
08344386,12,"257 68",,
08344387,12,"257 72",,
08344388,12,"257 72",,
08344389,12,"257 72",,
08344390,12,"257 72",,
08344391,12,"257 79",,
08344392,13,"257 79",,
08344393,12,"257 84",,
08344394,12,"257 88",,
08344395,12,"257 88",,
08344396,13,"257 88",,
08344397,13,"257 88",,
08344398,12,"257 94",,
08344399,12,"257 98",,
08344400,12,"257 98",,
08344401,12,"257 98",,
08344402,12,"257 98",,
08344403,12,"257 98",,
08344404,12,"257 98",,
08344406,12,"257 98",,
08344407,12,"257 98",,
08344408,13,"257 98",,
08344409,13,"257 98",,
08344410,11,"257 99",,
08344411,12,"257 99",,
08344412,12,"257 99",,
08344413,12,"257 99",,
08344414,12,257103,,
08344415,11,257139,,
08344416,12,257170,,
08344417,13,257183,,
08344418,12,257189,,
08344419,12,257192,,
08344420,12,257192,,
08344421,12,257192,,
08344422,12,257192,,
08344423,13,257192,,
08344424,13,257194,,
08344425,12,257200,,
08344426,12,257206,,
08344427,13,257206,,
08344428,12,257208,,
08344429,12,257211,,
08344430,12,257275,,
08344431,13,257292,,
08344432,12,257294,,
08344433,12,257295,,
08344434,13,257295,,
08344435,12,257296,,
08344436,13,257296,,
08344437,13,257302,,
08344438,12,257306,,
08344439,13,257310,,
08344440,13,257315,,
08344441,12,257316,,
08344442,13,257316,,
08344443,12,257318,,
08344444,12,257324,,
08344445,13,257324,,
08344446,12,257326,,
08344447,11,257327,,
08344448,10,257328,,
08344449,12,257328,,
08344450,13,257328,,
08344451,11,257330,,
08344452,12,257344,,
08344453,12,257347,,
08344454,13,257347,,
08344455,13,257350,,
08344456,12,257355,,
08344457,12,257355,,
08344458,13,257355,,
08344459,13,257368,,
08344460,13,257369,,
08344461,12,257382,,
08344462,11,257398,,
08344463,12,257401,,
08344464,13,257401,,
08344465,13,257412,,
08344466,12,257417,,
08344467,13,257421,,
08344468,13,257431,,
08344469,13,257432,,
08344470,13,257432,,
08344471,12,257459,,
08344472,12,257492,,
08344473,12,257506,,
08344474,12,257522,,
08344475,12,257528,,
08344476,12,257529,,
08344477,12,257530,,
08344478,12,257531,,
08344479,13,257531,,
08344480,12,257565,,
08344481,13,257565,,
08344482,12,257618,,
08344483,12,257621,,
08344484,12,257622,,
08344485,12,257659,,
08344486,12,257668,,
08344487,11,257669,,
08344489,12,257678,,
08344490,12,257686,,
08344491,12,257686,,
08344492,12,257686,,
08344493,12,257686,,
08344494,13,257686,,
08344495,12,257690,,
08344496,12,257691,,
08344497,12,257692,,
08344498,12,257692,,
08344499,13,257692,,
08344500,12,257699,,
08344501,12,257700,,
08344502,12,257712,,
08344503,12,257728,,
08344504,13,257730,,
08344505,11,257737,,
08344506,12,257737,,
08344508,12,257751,,
08344509,12,257751,,
08344510,13,257751,,
08344511,13,257751,,
08344512,12,257773,,
08344513,12,257773,,
08344514,13,257773,,
08344515,12,257774,,
08344516,12,257774,,
08344517,13,257774,,
08344518,12,257777,,
08344519,13,257777,,
08344520,13,257777,,
08344521,12,257778,,
08344522,12,257780,,
08344523,12,257783,,
08344524,11,257784,,
08344525,11,"290  1R",,
08344526,12,"290  1R",,
08344527,12,"290  1R",,
08344528,12,"290  1R",,
08344529,13,"290  1R",,
08344530,12,"290 38R",,
08344531,12,"290 43",,
08344532,12,"290 44",,
08344533,13,"290 44",,
08344534,13,"290 44",,
08344535,12,"290 54",,
08344536,12,"290 54",,
08344537,12,"290 54",,
08344538,12,"290 55",,
08344539,12,"290 55",,
08344540,13,"290 55",,
08344541,11,"307 101",,
08344542,12,"307 26",,
08344543,12,"307 38",,
08344544,12,"307 44",,
08344545,12,"307 64",,
08344546,12,"307 64",,
08344547,13,"307 75",,
08344548,12,"307 77",,
08344549,12,"307 82",,
08344550,12,"307 82",,
08344551,13,"307 82",,
08344552,12,307104,,
08344553,12,307106,,
08344554,13,307110,,
08344555,12,307115,,
08344556,12,307131,,
08344557,12,307140,,
08344558,13,307140,,
08344559,12,307157,,
08344560,12,"310 23",,
08344561,12,"310 4915",,
08344562,12,"310 51",,
08344563,12,"310 58",,
08344564,12,"310 71",,
08344565,12,"310 80",,
08344566,12,"310 89",,
08344567,12,310112,,
08344568,12,31015612,,
08344569,12,31015638,,
08344570,12,31015653,,
08344571,12,310178,,
08344572,12,310179,,
08344573,13,310180,,
08344574,13,310180,,
08344575,12,310195,,
08344576,12,310211,,
08344577,12,310211,,
08344578,13,310211,,
08344579,12,310216053,,
08344580,12,310216069,,
08344581,13,310216069,,
08344582,11,310216103,,
08344583,12,310239,,
08344584,12,3102541,,
08344585,13,310306,,
08344586,13,310307,,
08344587,12,310309,,
08344588,12,310311,,
08344589,13,310313B,,
08344590,13,310321,,
08344591,12,31032301,,
08344592,12,31032302,,
08344593,13,31032302,,
08344594,12,31032313,,
08344595,13,310324,,
08344596,12,310334,,
08344597,12,310339,,
08344598,13,310339,,
08344599,13,310344,,
08344600,12,"313 11",,
08344601,12,"313 46",,
08344602,12,"313 46",,
08344603,13,313110,,
08344604,12,313141,,
08344605,13,313141,,
08344606,12,313311,,
08344607,12,313311,,
08344608,12,313491,,
08344609,12,313495,,
08344610,13,313498,,
08344611,12,313501,,
08344612,12,313504,,
08344613,12,313504,,
08344614,12,313504,,
08344615,12,313504,,
08344616,12,313505,,
08344618,11,313506,,
08344619,12,313506,,
08344620,12,313506,,
08344621,13,313506,,
08344622,13,313512,,
08344623,12,313547,,
08344624,12,"315 39",,
08344625,12,"315 39",,
08344626,12,"315 393",,
