patent,prim,class,subclass
08342255,12,172278,,
08342256,12,172311,,
08342257,12,172383,,
08342258,12,172395,,
08342259,13,173104,,
08342260,11,1731621,,
08342261,12,"175  2",,
08342262,13,"175 26",,
08342263,12,"175 56",,
08342264,12,"175 57",,
08342265,12,"175 67",,
08342266,13,"175 76",,
08342267,12,"175 86",,
08342268,12,175374,,
08342269,13,175434,,
08342270,12,"180  71",,
08342271,11,"180  932",,
08342272,10,"180 65265",,
08342273,12,"180 6528",,
08342274,13,"180 65285",,
08342275,12,"180 6531",,
08342276,12,"180 6531",,
08342277,12,"180 684",,
08342278,12,"180 685",,
08342279,12,"180 685",,
08342280,13,"180 8912",,
08342281,12,180164,,
08342282,12,180219,,
08342283,12,180302,,
08342284,13,180307,,
08342285,13,180312,,
08342286,12,180336,,
08342287,12,180444,,
08342288,13,181121,,
08342289,11,181207,,
08342290,12,"184  612",,
08342291,12,"186 59",,
08342292,12,187247,,
08342293,12,187292,,
08342294,11,187373,,
08342295,13,"188 2412",,
08342296,12,"188 728",,
08342297,13,"188 7337",,
08342298,12,188218XL,,
08342299,10,188250B,,
08342300,12,188275,,
08342301,11,188312,,
08342302,12,188314,,
08342303,11,18832214,,
08342304,12,18832218,,
08342305,12,188344,,
08342306,13,"192  33",,
08342307,11,"192 5334",,
08342308,12,"192 7023",,
08342309,12,1922234,,
08342310,12,198324,,
08342311,13,1983451,,
08342312,13,19837008,,
08342313,12,1984191,,
08342314,13,1984685,,
08342315,12,1984701,,
08342316,13,1984801,,
08342317,13,198617,,
08342318,12,198683,,
08342319,12,1987505,,
08342320,12,198853,,
08342321,12,"206 153",,
08342322,13,206204,,
08342323,12,206305,,
08342324,12,206317,,
08342325,13,206320,,
08342326,13,206349,,
08342327,13,206454,,
08342328,12,206480,,
08342329,12,206509,,
08342330,12,206531,,
08342331,13,206532,,
08342332,13,206579,,
08342333,13,206581,,
08342334,12,206586,,
08342335,12,206746,,
08342336,12,"209  8",,
08342337,12,210348,,
08342338,12,210519,,
08342339,12,"211 22",,
08342340,13,"211 593",,
08342341,12,"211 70",,
08342342,12,"211 8524",,
08342343,11,211163,,
08342344,12,215349,,
08342345,12,"220  403",,
08342346,12,"220  426",,
08342347,12,"220  428",,
08342348,12,"220  94",,
08342349,12,"220 2386",,
08342350,12,"220 2389",,
08342351,11,2202125,,
08342352,12,220218,,
08342353,11,2202545,,
08342354,11,2202547,,
08342355,12,220287,,
08342356,12,22049508,,
08342357,12,220529,,
08342358,12,220563,,
08342359,12,220780,,
08342360,11,"221 48",,
08342361,12,221105,,
08342362,13,"222 36",,
08342363,13,"222 52",,
08342364,12,"222 57",,
08342365,12,"222 63",,
08342366,13,"222 77",,
08342367,12,222105,,
08342368,12,2221813,,
08342369,12,222309,,
08342370,12,222320,,
08342371,12,222327,,
08342372,12,222608,,
08342373,12,222630,,
08342374,12,225100,,
08342375,12,227131,,
08342376,11,2271751,,
08342377,13,2271752,,
08342378,12,2271761,,
08342379,13,2271781,,
08342380,13,2271781,,
08342381,13,228102,,
08342382,13,228103,,
08342383,11,228107,,
08342384,13,2281221,,
08342385,13,228220,,
08342386,12,2282481,,
08342387,13,228256,,
08342388,11,"229 8701",,
08342389,12,"229 8705",,
08342390,12,229305,,
08342391,12,235375,,
08342392,12,235375,,
08342393,13,235375,,
08342394,13,235375,,
08342395,13,235379,,
08342396,13,235379,,
08342397,13,235379,,
08342398,13,235379,,
08342399,13,235380,,
08342400,12,235385,,
08342401,13,235437,,
08342402,12,235449,,
08342403,12,235454,,
08342404,13,235455,,
08342405,13,235455,,
08342406,12,23546201,,
08342407,12,23546213,,
08342408,13,23546225,,
08342409,12,23546231,,
08342410,12,23546243,,
08342411,12,23546245,,
08342412,12,235487,,
08342413,12,235488,,
08342414,13,235488,,
08342415,12,235492,,
08342416,13,235492,,
08342417,12,235494,,
08342418,13,"236 99K",,
08342419,12,"237 69",,
08342420,12,"238 84",,
08342421,13,"239 11",,
08342422,12,"239 33",,
08342423,11,"239 90",,
08342424,12,2391022,,
08342425,12,239135,,
08342426,12,239281,,
08342427,12,239310,,
08342428,12,239337,,
08342429,12,2394285,,
08342430,12,23953312,,
08342431,12,239600,,
08342432,11,239690,,
08342433,12,"241 23",,
08342434,12,"241 46017",,
08342435,13,241195,,
08342436,13,2412601,,
08342437,12,2412613,,
08342438,12,242321,,
08342439,12,242528,,
08342440,12,"244  2",,
08342441,12,"244 124",,
08342442,12,"244 30",,
08342443,12,"244 53R",,
08342444,12,"244 54",,
08342445,12,"244 87",,
08342446,12,"244 87",,
08342447,12,"244 90R",,
08342448,12,2441181,,
08342449,12,2441185,,
08342450,12,2441186,,
08342451,12,24412311,,
08342452,12,244130,,
08342453,12,244136,,
08342454,12,2441717,,
08342455,12,244194,,
08342456,13,2441994,,
08342457,13,244218,,
08342458,12,"248 52",,
08342459,12,"248 681",,
08342460,12,"248 71",,
08342461,13,"248 97",,
08342462,13,2481241,,
08342463,13,2481632,,
08342464,12,2481781,,
08342465,12,2481885,,
08342466,12,24822021,,
08342467,11,24828011,,
08342468,11,2483112,,
08342469,12,248323,,
08342470,12,248329,,
08342471,13,24834604,,
08342472,12,248476,,
08342473,12,248554,,
08342474,12,248558,,
08342475,12,248611,,
08342476,13,248626,,
08342477,12,248674,,
08342478,12,25112903,,
08342479,12,25112915,,
08342480,12,251149,,
08342481,12,2511499,,
08342482,12,"254 25",,
08342483,12,2541343R,,
08342484,12,254383,,
08342485,11,"256 6514",,
08342486,12,"261 76",,
08342487,12,"267 371",,
08342488,12,"267 6415",,
08342489,12,26714011,,
08342491,12,"269 17",,
08342492,11,"269 46",,
08342493,12,"269 55",,
08342494,11,"269 86",,
08342495,12,269101,,
08342496,12,"270 37",,
08342497,13,"270 45",,
08342498,13,"270 45",,
08342499,12,"270 5808",,
08342500,12,"271  401",,
08342501,12,"271  902",,
08342502,13,"271  907",,
08342503,13,"271  908",,
08342504,12,"271  909",,
08342505,11,"271  913",,
08342506,12,"271  913",,
08342507,12,"271 181",,
08342508,12,271103,,
08342509,13,271119,,
08342510,12,271124,,
08342511,13,271124,,
08342512,12,271152,,
08342513,13,271160,,
08342514,12,271162,,
08342515,13,271171,,
08342516,12,271220,,
08342517,12,271228,,
08342518,13,271240,,
08342519,12,271243,,
08342520,11,271249,,
08342521,13,271262,,
08342522,13,271272,,
08342523,13,271272,,
08342524,13,273146,,
08342525,11,273149R,,
08342526,13,273149R,,
08342527,13,273153S,,
08342528,12,273292,,
08342529,12,273292,,
08342530,12,273292,,
08342531,12,273292,,
08342532,13,273308,,
08342533,11,273309,,
08342534,13,277399,,
08342535,12,277412,,
08342536,12,277562,,
08342537,12,277594,,
08342538,12,277630,,
08342539,12,279101,,
08342540,13,"280  5513",,
08342541,12,"280  5515",,
08342542,12,"280  5524",,
08342543,12,"280 4724",,
08342544,13,"280 7911",,
08342545,12,"280 797",,
08342546,11,"280 87041",,
08342547,13,280124128,,
08342548,12,280124164,,
08342549,12,280163,,
08342550,12,280166,,
08342551,12,280166,,
08342552,12,280220,,
08342553,12,280260,,
08342554,12,280276,,
08342555,12,280278,,
08342556,13,2804251,,
08342557,13,2804381,,
08342558,13,2804381,,
08342559,13,280507,,
08342560,13,280511,,
08342561,12,280617,,
08342562,12,280642,,
08342563,13,280642,,
08342564,12,280647,,
08342565,13,280680,,
08342566,13,280681,,
08342567,13,2807282,,
08342568,12,2807283,,
08342570,13,280739,,
08342571,12,280740,,
08342572,12,2807431,,
08342573,12,2807432,,
08342574,13,280775,,
08342575,13,280818,,
08342576,12,283102,,
08342577,11,"285  91",,
08342578,12,"285 23",,
08342579,12,285319,,
08342580,11,"292 32",,
08342581,12,292216,,
08342582,12,292216,,
08342583,12,2923363,,
08342584,12,"294 74",,
08342585,12,294101,,
08342586,12,294106,,
08342587,12,294152,,
08342588,11,"296 2435",,
08342589,13,"296 40",,
08342590,12,"296 50",,
08342591,12,"296 9721",,
08342592,12,2961461,,
08342593,12,296152,,
08342594,13,2961801,,
08342595,12,2961804,,
08342596,12,29618709,,
08342597,13,29619009,,
08342598,12,296191,,
08342599,13,29619302,,
08342600,12,29619307,,
08342601,13,296210,,
08342602,12,29721613,,
08342603,13,297229,,
08342604,12,2972561,,
08342605,13,29737813,,
08342606,12,297408,,
08342607,12,29745241,,
08342608,12,297485,,
08342609,12,"299 13",,
08342610,12,"299 393",,
08342611,12,299107,,
08342612,13,"301  65",,
08342613,12,"301 37372",,
08342614,12,"301 95107",,
08342615,12,"303 20",,
08342616,12,3031132,,
08342617,12,3031161,,
08342618,11,303151,,
08342619,12,3124051,,
08342620,12,"347  5",,
08342621,12,"347  8",,
08342622,13,"347  9",,
08342623,12,"347 10",,
08342624,12,"347 11",,
08342625,10,"347 14",,
08342626,11,"347 14",,
08342627,12,"347 14",,
08342628,12,"347 14",,
08342629,12,"347 14",,
08342630,12,"347 14",,
08342631,12,"347 14",,
08342632,13,"347 14",,
08342633,12,"347 15",,
08342634,12,"347 16",,
08342635,12,"347 16",,
08342636,11,"347 19",,
08342637,12,"347 30",,
08342638,12,"347 33",,
08342639,12,"347 33",,
08342640,12,"347 33",,
08342641,12,"347 36",,
08342642,12,"347 37",,
08342643,12,"347 40",,
08342644,13,"347 40",,
08342645,12,"347 41",,
08342646,12,"347 43",,
08342647,12,"347 43",,
08342648,12,"347 43",,
08342649,13,"347 43",,
08342650,12,"347 45",,
08342651,12,"347 47",,
08342652,12,"347 47",,
08342653,12,"347 49",,
08342654,12,"347 50",,
08342655,13,"347 50",,
08342656,13,"347 56",,
08342657,12,"347 61",,
08342658,12,"347 65",,
08342659,12,"347 67",,
08342660,12,"347 68",,
08342661,12,"347 85",,
08342663,13,"347 85",,
08342664,12,"347 86",,
08342665,12,"347 86",,
08342666,12,"347 89",,
08342667,12,"347 92",,
08342668,12,"347 93",,
08342669,12,"347 96",,
08342670,12,347100,,
08342671,13,347100,,
08342672,12,347102,,
08342673,12,347102,,
08342674,12,347102,,
08342675,12,347104,,
08342676,12,347104,,
08342677,13,347104,,
08342678,12,347105,,
08342679,12,"351 41",,
08342680,12,"351 45",,
08342681,13,35115965,,
08342682,12,35115973,,
08342683,12,35115974,,
08342684,12,35115979,,
08342685,13,351203,,
08342686,13,351205,,
08342687,12,351210,,
08342688,12,351221,,
08342689,12,"353 34",,
08342690,12,"353 34",,
08342691,12,"353 39",,
08342692,13,"353 57",,
08342693,12,"353 84",,
08342694,12,"353 85",,
08342695,12,"353 85",,
08342696,12,"353 94",,
08342697,12,"353 94",,
08342698,12,353101,,
08342699,12,353119,,
08342700,12,359540,,
08342701,12,359845,,
08342702,12,359871,,
08342703,13,"362 84",,
08342704,12,"362 972",,
08342705,12,362109,,
08342706,12,362184,,
08342707,12,362231,,
08342708,12,362231,,
08342709,12,362240,,
08342710,12,36224902,,
08342711,12,36224902,,
08342712,12,36224902,,
08342713,13,36224905,,
08342714,12,362264,,
08342715,13,362285,,
08342716,12,362294,,
08342717,13,362310,,
08342718,13,36231101,,
08342719,12,36231102,,
08342720,12,36231106,,
08342721,12,362365,,
08342722,12,362432,,
08342723,12,362464,,
08342724,12,362473,,
08342725,12,362493,,
08342726,11,362521,,
08342727,12,362546,,
08342728,12,362547,,
08342729,12,362609,,
08342730,13,362612,,
08342731,13,362616,,
08342732,12,362640,,
08342733,12,362646,,
08342734,12,362657,,
08342735,12,"366 78",,
08342736,11,366110,,
08342737,12,3661691,,
08342738,12,366314,,
08342739,12,368129,,
08342740,13,368208,,
08342741,11,"374  1",,
08342742,12,"374  1",,
08342743,12,"374  5",,
08342744,12,"374 11",,
08342745,12,374106,,
08342746,13,374121,,
08342747,12,374170,,
08342748,13,374208,,
08342749,12,378184,,
08342750,12,"383  2",,
08342751,12,"384 15",,
08342752,12,"384 36",,
08342753,12,384135,,
08342754,12,384564,,
08342755,12,"385 78",,
08342756,12,"385 94",,
08342757,13,396419,,
08342758,12,396420,,
08342759,12,396448,,
08342760,13,396529,,
08342761,12,396611,,
08342762,11,"400 76",,
08342763,12,400693,,
08342764,12,"401 82",,
08342765,12,401186,,
08342766,11,401195,,
08342767,12,401277,,
08342768,12,401289,,
08342769,12,403147,,
08342770,12,403150,,
08342771,13,403292,,
08342772,12,"404 91",,
08342773,13,"404 92",,
08342774,12,"404 95",,
08342775,11,"405 37",,
08342776,12,405147,,
08342777,12,405224,,
08342778,12,405232,,
08342779,12,407113,,
08342780,12,407118,,
08342781,12,"408 59",,
08342782,12,"408 67",,
08342783,12,"409 81",,
08342784,13,"410 46",,
08342785,13,"410 77",,
08342786,12,"410 84",,
08342787,12,411383,,
08342788,11,411386,,
08342789,12,414686,,
08342790,12,4147943,,
08342791,13,4147959,,
08342792,12,414807,,
08342793,12,"415  1",,
08342794,12,"415 17",,
08342795,12,"415 551",,
08342796,12,415113,,
08342797,12,415115,,
08342798,12,415116,,
08342799,11,415185,,
08342800,12,415200,,
08342801,12,"416  1",,
08342802,12,"416 96A",,
08342803,12,"416 97A",,
08342804,12,416144,,
08342805,12,416146R,,
08342806,12,416146R,,
08342807,12,416147,,
08342808,12,416169A,,
08342809,12,416186R,,
08342810,12,"417 32",,
08342811,10,"417 4411",,
08342812,12,"417 4411",,
08342813,12,"417 49",,
08342814,12,"417 53",,
08342815,12,417213,,
08342816,12,417269,,
08342817,12,417310,,
08342818,13,417331,,
08342819,12,4174101,,
08342820,12,417420,,
08342821,12,41742312,,
08342822,12,4174237,,
08342823,12,417458,,
08342824,12,417571,,
08342825,12,"418  7",,
08342826,12,"418 26",,
08342827,12,"418 556",,
08342828,12,418133,,
08342829,12,4182011,,
08342830,12,"425 281",,
08342831,12,"425 66",,
08342832,13,425112,,
08342833,12,425375,,
08342834,11,425377,,
08342835,13,425384,,
08342836,12,425392,,
08342837,12,425544,,
08342838,12,425556,,
08342839,12,431289,,
08342840,13,"433 18",,
08342841,12,"433 77",,
08342842,12,433173,,
08342843,12,433213,,
08342844,12,"434 98",,
08342845,13,434107,,
08342846,11,434115,,
08342847,12,434127,,
08342848,12,434156,,
08342849,11,434169,,
08342850,13,434178,,
08342851,12,434267,,
08342852,13,434268,,
08342853,12,434275,,
08342854,10,434323,,
08342855,11,"439 32",,
08342856,13,"439 34",,
08342857,12,"439 38",,
08342858,12,"439 49",,
08342859,13,"439 66",,
08342860,13,"439 74",,
08342861,13,"439 761",,
08342862,12,439103,,
08342863,13,439108,,
08342864,13,439131,,
08342865,13,439191,,
08342866,12,439197,,
08342867,12,439248,,
08342868,10,439260,,
08342869,13,439260,,
08342870,13,439331,,
08342871,13,439331,,
08342872,13,439331,,
08342873,13,439342,,
08342874,13,439357,,
08342875,13,439374,,
08342876,13,439377,,
08342877,12,439460,,
08342879,13,439584,,
08342880,12,439595,,
08342881,13,43960701,,
08342882,13,43960735,,
08342883,12,43962001,,
08342884,12,43962006,,
08342885,13,43962026,,
08342886,13,439660,,
08342887,13,439668,,
08342888,13,439676,,
08342889,13,439676,,
08342890,12,439682,,
08342891,13,439752,,
08342892,13,439822,,
08342893,13,439840,,
08342894,13,439882,,
08342895,12,439886,,
08342896,12,"440 27",,
08342897,12,"440 28",,
08342898,12,"445 25",,
08342899,13,"445 26",,
08342900,12,"446 75",,
08342901,11,446175,,
08342902,12,446208,,
08342903,12,446444,,
08342904,12,446448,,
08342905,12,"451  2",,
08342906,12,"451  5",,
08342907,12,"451  5",,
08342908,12,"451  7",,
08342909,12,"451 11",,
08342910,12,"451 56",,
08342911,12,"451 72",,
08342912,13,"451 89",,
08342913,12,451303,,
08342914,12,451353,,
08342915,12,451552,,
08342916,12,"452 31",,
08342917,12,452105,,
08342918,13,452137,,
08342919,13,452169,,
08342920,12,"454 71",,
08342921,12,"454 76",,
08342922,11,454156,,
08342923,12,454275,,
08342924,12,"463  1",,
08342925,12,"463  2",,
08342926,12,"463  5",,
08342927,12,"463  6",,
08342928,12,"463  9",,
08342929,12,"463  9",,
08342930,13,"463  9",,
08342931,13,"463 11",,
08342932,11,"463 12",,
08342933,13,"463 13",,
08342934,12,"463 16",,
08342935,09,"463 20",,
08342936,11,"463 20",,
08342937,11,"463 20",,
08342938,12,"463 20",,
08342939,12,"463 20",,
08342940,13,"463 20",,
08342941,13,"463 20",,
08342942,11,"463 25",,
08342943,11,"463 25",,
08342944,12,"463 25",,
08342945,12,"463 25",,
08342946,12,"463 25",,
08342947,12,"463 25",,
08342948,12,"463 25",,
08342949,13,"463 25",,
08342950,13,"463 25",,
08342951,13,"463 25",,
08342952,13,"463 25",,
08342953,13,"463 25",,
08342954,13,"463 25",,
08342955,12,"463 26",,
08342956,11,"463 27",,
08342957,13,"463 27",,
08342958,13,"463 27",,
08342959,11,"463 28",,
08342960,11,"463 29",,
08342961,12,"463 31",,
08342962,12,"463 34",,
08342963,12,"463 36",,
08342964,12,"463 37",,
08342965,11,"463 42",,
08342966,12,"463 42",,
08342967,13,"463 42",,
08342968,12,"463 49",,
08342969,13,464111,,
08342970,13,464120,,
08342971,12,464145,,
08342972,12,464145,,
08342973,13,464145,,
08342974,12,464168,,
08342975,12,"472 21",,
08342976,12,"472 47",,
08342977,12,472119,,
08342978,12,473212,,
08342979,12,473224,,
08342980,12,473291,,
08342981,13,473328,,
08342982,12,473329,,
08342983,12,473340,,
08342984,12,473345,,
08342985,12,473350,,
08342986,12,473408,,
08342987,12,473419,,
08342988,12,473437,,
08342989,12,473536,,
08342990,12,473586,,
08342991,12,473603,,
08342992,12,"474 73",,
08342993,12,474141,,
08342994,12,474164,,
08342995,12,"475  1",,
08342996,12,"475  5",,
08342997,12,"475 65",,
08342998,12,475116,,
08342999,13,475149,,
08343000,12,475150,,
08343001,12,475150,,
08343002,13,475159,,
08343003,12,475168,,
08343004,12,475275,,
08343005,13,475276,,
08343006,12,475285,,
08343007,13,475288,,
08343008,13,475323,,
08343009,12,475337,,
08343010,12,477118,,
08343011,12,477206,,
08343012,13,"482  8",,
08343013,13,"482  8",,
08343014,12,"482 47",,
08343015,11,"482 48",,
08343016,12,"482 54",,
08343017,12,"482 83",,
08343018,11,"482 91",,
08343019,13,482105,,
08343020,13,482121,,
08343021,13,482141,,
08343022,13,482146,,
08343023,12,"493 89",,
08343024,13,493128,,
08343025,12,"494 29",,
08343026,13,"600  9",,
08343027,13,"600 13",,
08343028,11,"600 16",,
08343029,12,"600 16",,
08343030,11,"600 28",,
08343031,12,"600 37",,
08343032,12,"600 37",,
08343033,13,"600 40",,
08343034,12,600102,,
08343035,12,600109,,
08343036,12,600115,,
08343037,12,600117,,
08343038,11,600118,,
08343039,12,600130,,
08343040,12,600137,,
08343041,12,600154,,
08343042,11,600167,,
08343043,13,600176,,
08343044,12,600182,,
08343045,12,600184,,
08343046,13,600202,,
08343047,12,600206,,
08343048,11,600233,,
08343049,11,600301,,
08343050,12,600437,,
08343051,12,600439,,
08343052,12,600443,,
08343053,12,600443,,
08343054,13,600447,,
08343055,12,600457,,
08343056,12,600459,,
08343057,12,600483,,
08343058,11,600484,,
08343059,11,600484,,
08343060,12,600485,,
08343061,12,600485,,
08343062,12,600485,,
08343063,11,600490,,
08343064,13,600508,,
08343065,12,600554,,
08343066,12,600558,,
08343067,13,600558,,
08343068,12,600561,,
08343069,12,600562,,
08343070,12,600564,,
08343071,11,600566,,
08343072,12,600567,,
08343073,12,600567,,
08343074,10,600583,,
08343075,11,600583,,
08343076,12,600585,,
08343077,12,600590,,
08343078,12,600591,,
08343079,12,600595,,
08343080,12,"601  5",,
08343081,11,"601 41",,
08343082,11,"602  8",,
08343083,12,"602 23",,
08343084,12,"604  401",,
08343085,12,"604  606",,
08343086,12,"604  8",,
08343087,12,"604  8",,
08343088,12,"604  9",,
08343089,12,"604  9",,
08343090,13,"604 23",,
08343091,13,"604 28",,
08343092,12,"604 65",,
08343093,12,"604 67",,
08343094,12,"604 68",,
08343095,12,"604 82",,
08343096,12,"604 9504",,
08343097,12,604113,,
08343098,12,604123,,
08343099,11,604131,,
08343100,11,604131,,
08343101,12,604131,,
08343102,12,604131,,
08343103,12,604135,,
08343104,12,60416402,,
08343105,12,60416405,,
08343106,12,60416701,,
08343107,13,60416704,,
08343108,12,604174,,
08343109,10,604198,,
08343110,11,604218,,
08343111,12,604250,,
08343112,12,604256,,
08343113,13,604256,,
08343114,12,604275,,
08343115,12,60428803,,
08343116,12,604289,,
08343117,12,604295,,
08343118,11,604317,,
08343119,12,604337,,
08343120,13,604342,,
08343121,12,604344,,
08343122,12,604349,,
08343123,12,60438501,,
08343124,12,60438503,,
08343125,12,604385101,,
08343126,11,60438527,,
08343127,09,604387,,
08343128,10,604410,,
08343129,12,604410,,
08343130,13,604500,,
08343131,12,604505,,
08343132,12,604506,,
08343133,12,604506,,
08343134,12,604515,,
08343135,12,604523,,
08343136,12,604526,,
08343137,12,604534,,
08343138,13,604540,,
08343139,11,604541,,
08343140,12,6048921,,
08343141,12,"606  1",,
08343142,12,"606  3",,
08343143,12,"606 23",,
08343144,12,"606 33",,
08343145,12,"606 33",,
08343146,12,"606 34",,
08343147,12,"606 43",,
08343148,12,"606 48",,
08343149,12,"606 50",,
08343150,12,"606 51",,
08343151,12,"606 51",,
08343152,13,"606 62",,
08343153,10,"606 70",,
08343154,11,"606 71",,
08343155,12,"606 74",,
08343156,13,"606 79",,
08343157,11,"606 80",,
08343158,12,"606 80",,
08343159,12,"606 82",,
08343160,12,"606 86A",,
08343161,12,"606 89",,
08343162,11,"606 90",,
08343163,12,"606 99",,
08343164,12,"606 99",,
08343165,12,606104,,
08343166,11,606105,,
08343167,12,606108,,
08343168,12,606110,,
08343169,12,606118,,
08343170,11,606127,,
08343171,12,606130,,
08343172,12,606144,,
08343173,12,606151,,
08343174,12,606151,,
08343175,12,606151,,
08343176,12,606151,,
08343177,12,606166,,
08343178,11,606169,,
08343179,13,606170,,
08343180,12,606182,,
08343181,11,606194,,
08343182,12,606203,,
08343183,12,606214,,
08343184,13,606219,,
08343185,13,606219,,
08343186,11,606232,,
08343187,11,606232,,
08343188,13,606246,,
08343189,12,606247,,
08343190,12,606248,,
08343191,11,606264,,
08343192,12,606279,,
08343193,13,606279,,
08343194,12,606280,,
08343195,12,606281,,
08343196,11,606286,,
08343197,12,606286,,
08343198,12,606291,,
08343199,12,606301,,
08343200,11,606304,,
08343201,12,606318,,
08343202,12,607106,,
08343203,12,607114,,
08343204,12,"623  111",,
08343205,12,"623  111",,
08343206,13,"623  111",,
08343207,12,"623  113",,
08343208,12,"623  115",,
08343209,13,"623  115",,
08343210,11,"623  116",,
08343211,11,"623  135",,
08343212,12,"623  21",,
08343213,10,"623  211",,
08343214,12,"623  41",,
08343215,12,"623  511",,
08343216,12,"623  637",,
08343217,12,"623  646",,
08343218,12,"623 1611",,
08343219,12,"623 1711",,
08343220,12,"623 1711",,
08343221,12,"623 1711",,
08343222,11,"623 1714",,
08343223,12,"623 1716",,
08343224,13,"623 1716",,
08343225,12,"623 1719",,
08343226,12,"623 1913",,
08343227,12,"623 2031",,
08343228,12,"623 2115",,
08343229,12,"623 235",,
08343230,11,"623 2358",,
08343231,11,"623 2372",,
08343232,13,"623 2372",,
08343233,12,"623 34",,
08343234,12,"623 64",,
08343235,10,"726 35",,
08343236,12,"726 35",,
08343237,12,"  8405",,
08343238,13,"  8405",,
08343239,12," 29 2501",,
08343240,12," 29 2503",,
08343241,12," 481273",,
08343242,12," 48197R",,
08343243,12," 48197R",,
08343244,12," 55283",,
08343245,13," 55357",,
08343246,12," 55440",,
08343247,12," 55482",,
08343248,12," 55483",,
08343249,13," 55484",,
08343250,11," 55486",,
08343251,12," 55486",,
08343252,13," 55522",,
08343253,12," 75336",,
08343254,12," 75365",,
08343255,12," 75507",,
08343256,12," 95 16",,
08343257,12," 95 45",,
08343258,12," 95 89",,
08343259,12," 95 96",,
08343260,12," 95116",,
08343261,12," 95141",,
08343262,13," 96109",,
08343263,12," 96131",,
08343264,13," 96154",,
08343265,12," 96420",,
08343266,12," 96421",,
08343267,13,"106 3113",,
08343268,11,"106 3137",,
08343269,12,"106 3143",,
08343270,10,10628735,,
08343271,12,106640,,
08343272,12,106644,,
08343273,13,106778,,
08343274,12,106801,,
08343275,12,"117 14",,
08343276,12,117200,,
08343277,12,118715,,
08343278,12,118720,,
08343279,11,118724,,
08343280,11,118724,,
08343281,12,118726,,
08343282,12,"134  1",,
08343283,12,"134  3",,
08343284,13,"134 21",,
08343285,12,"134 252",,
08343286,13,"134 252",,
08343287,13,"134 33",,
08343288,12,148335,,
08343289,12,"156 60",,
08343290,12,"156 622",,
08343291,12,"156 64",,
08343292,13,"156 71",,
08343293,12,"156 86",,
08343294,13,"156 98",,
08343295,13,156195,,
08343296,12,156209,,
08343297,12,156229,,
08343298,11,1562724,,
08343299,13,1562728,,
08343300,12,156281,,
08343301,12,1563086,,
08343302,12,156312,,
08343303,12,156325,,
08343304,13,156325,,
08343305,11,15634524,,
08343306,12,15634528,,
08343307,12,15634534,,
08343308,12,15634541,,
08343309,11,15634548,,
08343310,11,"159 473",,
08343311,12,1621683,,
08343312,11,162169,,
08343313,12,162247,,
08343314,11,162336,,
08343315,12,"203 10",,
08343316,12,"203 12",,
08343317,12,2041573,,
08343318,12,20419212,,
08343319,12,20419234,,
08343320,11,204224R,,
08343321,13,204252,,
08343322,12,204424,,
08343323,12,204450,,
08343324,12,204518,,
08343325,11,204543,,
08343326,12,"205 94",,
08343327,12,205123,,
08343328,12,205536,,
08343329,11,205637,,
08343330,11,205742,,
08343331,12,2057775,,
08343332,13,2057775,,
08343333,11,205792,,
08343334,12,"208 59",,
08343335,12,208113,,
08343336,11,208237,,
08343337,12,208390,,
08343338,12,210134,,
08343339,12,21016716,,
08343340,12,21017003,,
08343341,13,210192,,
08343342,13,2101981,,
08343343,12,210232,,
08343344,13,210232,,
08343345,12,210248,,
08343346,13,2103216,,
08343347,12,2103219,,
08343348,13,210651,,
08343349,13,210656,,
08343350,10,210660,,
08343351,11,210660,,
08343352,12,210660,,
08343353,12,210680,,
08343354,13,210688,,
08343355,13,210703,,
08343356,13,210741,,
08343357,12,2107473,,
08343358,12,2107476,,
08343359,10,210759,,
08343360,12,210788,,
08343361,12,"216  6",,
08343362,12,"216 13",,
08343363,12,"216 22",,
08343364,12,"216 22",,
08343365,11,"216 24",,
08343366,12,"216 41",,
08343367,12,"216 41",,
08343368,12,"216 41",,
08343369,13,"216 52",,
08343370,12,"216 57",,
08343371,12,"216 59",,
08343372,12,"216 67",,
08343373,12,"216 75",,
08343374,11,"252 622",,
08343375,12,"252 626",,
08343376,12,"252 629PZ",,
08343377,12,2521821,,
08343378,12,25218228,,
08343379,12,2523014R,,
08343380,13,25238961,,
08343381,12,252500,,
08343382,12,252500,,
08343383,12,252512,,
08343384,13,252512,,
08343385,13,252513,,
08343386,12,2525181,,
08343387,12,2525181,,
08343388,12,25251933,,
08343389,12,2525212,,
08343390,13,2525212,,
08343391,12,252586,,
08343392,12,252587,,
08343393,12,"264  22",,
08343394,13,"264 15",,
08343395,13,"264 15",,
08343396,11,"264 41",,
08343397,11,"264 464",,
08343398,12,"264 465",,
08343399,13,264115,,
08343400,13,264115,,
08343401,13,264115,,
08343402,12,264125,,
08343403,12,264135,,
08343404,12,264156,,
08343405,12,264248,,
08343406,13,264254,,
08343407,12,264275,,
08343408,11,264285,,
08343409,12,2643281,,
08343410,12,264427,,
08343411,12,264448,,
08343412,13,264482,,
08343413,12,264547,,
08343414,13,264557,,
08343415,13,264681,,
08343416,13,"266 45",,
08343417,12,"266 50",,
08343418,12,266273,,
08343419,13,420447,,
08343420,12,"422 20",,
08343421,12,"422 26",,
08343422,13,"422 28",,
08343423,12,"422 67",,
08343424,12,"422 681",,
08343425,12,"422 681",,
08343426,13,"422 72",,
08343427,12,"422 8201",,
08343428,12,"422 8205",,
