"Application ID",Country,Classification,Info
29425255,US,D26142,
29425255,US,D26141,
29425255,US,D26143,
29425255,US,D26144,
29425255,US,D26152,
29425255,US,D26153,
29425255,US,D26151,
29425255,US,D26150,
29425255,US,D26148,
29425255,US,D26149,
29425255,US,"D26 76",
29425255,US,"D26 77",
29425255,US,"D26 78",
29425255,US,"D26 79",
29425255,US,"D26 62",
29425255,US,"D26 64",
29425255,US,"D26 63",
29425255,US,"D26 65",
29425255,US,"D26 66",
29425255,US,"D26 67",
29425255,US,"D26 71",
29425255,US,"D26 72",
29425255,US,"D26  2",
29425255,US,D26113,
29425255,US,D26119,
29425255,US,D26120,
29425255,US,D26121,
29425255,US,D26103,
29425255,US,D26110,
29425255,US,"D26 20",
29425255,US,"D26  9",
29425255,US,"D26 10",
29425255,US,"D26 93",
29425255,US,"D26 87",
29425255,US,"D26 11",
29425255,US,362362,
29425255,US,362326,
29425255,US,362147,
29425255,US,362294,
29425255,US,"D 9500",
29425255,US,"D 9543",
29425255,US,D11146,
29425255,US,D11155,
29425255,US,D11154,
29425255,US,D11153,
29425255,US,D11152,
29425255,US,D11121,
29425255,US,D11125,
29425255,US,D11131,
29425255,US,"D 8378",
29425255,US,"D 8312",
29425255,US,D23238,
29425255,US,D23241,
29425255,US,D23252,
29402105,US,"D27 12",
29402105,US,D27137,
29402105,US,D27100,
29402105,US,D27186,
29402105,US,D27189,
29402105,US,D27191,
29402105,US,D27190,
29402105,US,D27187,
29402105,US,D27188,
29402105,US,D27138,
29402105,US,D27139,
29402105,US,D27140,
29402105,US,D27101,
29402105,US,D27102,
29402105,US,D27105,
29402105,US,D27141,
29402105,US,D27142,
29402105,US,D27143,
29402105,US,D27144,
29402105,US,D27163,
29402105,US,D27164,
29402105,US,D27167,
29402105,US,D27168,
29402105,US,D27169,
29402105,US,D27172,
29402105,US,D27175,
29402105,US,D27193,
29402105,US,D27194,
29402105,US,131173,
29402105,US,131270,
29402105,US,131187,
29402105,US,131280,
29402105,US,131360,
29402105,US,131361,
29402105,US,131364,
29402105,US,131365,
29402105,US,131349,
29402105,US,131273,
29402105,US,131282,
29402105,US,131283,
29402105,US,131330,
29402105,US,131329,
29402105,US,131174,
29402105,US,131175,
29402105,US,131231,
29402105,US,131234,
29402105,US,131358,
29402105,US,131359,
29402105,US,131362,
29402105,US,131363,
29402105,US,"D 8 14",
29402105,US,"D 8 15",
29402105,US,"D 9500",
29402105,US,"D 9558",
29402105,US,"D 9565",
29402105,US,"D 9545",
29402105,US,"D 9423",
29402105,US,"D 3295",
29402105,US,"206 87",
29402105,US,206268,
29402105,US,"206 85",
29402105,US,"206 86",
29402105,US,431273,
29432389,US,"D28 44",
29432389,US,"D28 441- 48",unstructured
29432389,US," 30 32",
29432389,US," 30 3405",
29432389,US," 30 341",
29432389,US," 30 342",
29432389,US," 30 43",
29432389,US," 30 42",
29432389,US," 30 44- 61",unstructured
29432389,US," 30 77- 84",unstructured
29432389,US," 30526-538",unstructured
29397517,US,"D28 44- 54",unstructured
29397517,US," 30 341- 342",unstructured
29397517,US," 30 3405",
29397517,US," 30 32",
29397517,US," 30 419",
29397517,US," 30 43- 4392",unstructured
29397517,US," 30 47- 52",unstructured
29397517,US," 30 42- 46",unstructured
29397517,US," 30 53- 55",unstructured
29397517,US," 30 57- 73",unstructured
29397517,US," 30526-541",unstructured
29397517,US," 30 74- 84",unstructured
29397517,US," 30195-223",unstructured
29397517,US," 30341",
29397517,US," 302721",
29397517,US," 30226-227",unstructured
29397517,US," 30231",
29397517,US," 30233-2335",unstructured
29384054,US,"D28 55",
29384054,US,D24143,
29384054,US,606210-211,unstructured
29384054,US,"294 994",
29395412,US,"D28 60",
29395412,US,"D28 62",
29395412,US,"132 73",
29395412,US,"132 75",
29395412,US,"132 754",
29395412,US,"132 755",
29395412,US,"132 765",
29395412,US," 30 26- 29",unstructured
29404755,US,D29102-107,unstructured
29404755,US,D29122,
29404755,US,"  2421",
29404755,US,"  2423-425",unstructured
29404755,US,"  2  63",
29404755,US,"  2  65-  67",unstructured
29404755,US,"  2411",
29404755,US,"  2413",
29404755,US,"  2414",
29404755,US,"  2  5",
29404755,US,"  2427",
29404755,US,"  2428",
29404755,US,"  2  9",
29404755,US,"  2173",
29404755,US,"  2206",
29404755,US,"  220913",
29404755,US,"  2205",
29404755,US,"  2909",
29404755,US,"  2417",
29404755,US,"  21951",
29404755,US,"  21956",
29404755,US,"446 27",
29404755,US,"D 2872",
29404755,US,"D 2873",
29404755,US,"D 2869",
29404755,US,"D 2882",
29400677,US,"D 2610",
29400677,US,"D 2614",
29400677,US,"D 2615",
29400677,US,"D 2616",
29400677,US,"D 2617",
29400677,US,"D 2618",
29400677,US,"D 2619",
29400677,US,"D 2620",
29400677,US,"D 2621",
29400677,US,"D 2622",
29400677,US,"D 2623",
29400677,US,D21400,
29400677,US,D21807,
29400677,US,"D28 63",
29400677,US,D29113,
29400677,US,D29114,
29400677,US,D291162,
29400677,US,D291171,
29400677,US,D291172,
29400677,US,D291201,
29400677,US,D29122,
29400677,US,D29123,
29400677,US,"D32 40",
29400677,US,"D32 41",
29400677,US,"D32 42",
29400677,US,"D32 43",
29400677,US,"  2 16",
29400677,US,"  2 20",
29400677,US,"  2 21",
29400677,US,"  2158",
29400677,US,"  2159",
29400677,US,"  2160",
29400677,US,"  2162",
29400677,US,"  21611",
29400677,US,"  21612",
29400677,US,"  21613",
29400677,US,"  21614",
29400677,US,"  21615",
29400677,US,"  21616",
29400677,US,"  21617",
29400677,US,"  21618",
29400677,US,"  2167",
29400677,US,"  2168",
29400677,US,"  2169",
29400677,US,"  2170",
29400677,US," 1510494",
29400677,US," 15227",
29410050,US,D29100,
29410050,US,D291011,
29410050,US,D29102,
29410050,US,D29103,
29410050,US,D29105,
29410050,US,D29106,
29410050,US,D29108,
29410050,US,D29109,
29410050,US,D29122,
29410050,US,D11200,
29410050,US,D11201,
29410050,US,D11202,
29410050,US,D11203,
29410050,US,D11204,
29410050,US,D11205,
29410050,US,D11206,
29410050,US,D11208,
29410050,US,D11209,
29410050,US,D11210,
29410050,US,D11211,
29410050,US,D11212,
29410050,US,D11220,
29410050,US,D11222,
29410050,US,D11223,
29410050,US,D11224,
29410050,US,D11238,
29410050,US,D11239,
29410050,US,D11240,
29410050,US,"D11 40",
29410050,US,"D11 48",
29410050,US,"D11 49",
29410050,US,"D11 53",
29410050,US,"D11 86",
29410050,US,"D11 87",
29410050,US,"  2455",
29410050,US,"  2410",
29410050,US,"  2424",
29410050,US,"  2  9",
29410050,US,"  2100",
29410050,US,"  2206",
29410050,US,"  2207",
29410050,US,"  2265",
29410050,US,"  2266",
29410050,US,"  2912",
29410050,US,"  2913",
29410050,US,"  2914",
29410050,US,"  2915",
29410050,US,"  2 91",
29410050,US,"  2  6",
29410050,US,"  2917",
29410050,US,"  2918",
29410050,US,"  2919",
29410050,US,"  2920",
29410050,US," 24 491",
29410050,US," 24 56",
29410050,US," 24 6611",
29410050,US," 24369",
29410050,US," 24370",
29410050,US," 243781",
29410050,US," 243791",
29410050,US," 24 901",
29410050,US," 241149",
29402485,US,D30108-109,unstructured
29402485,US,D30112-118,unstructured
29402485,US,D30158,
29402485,US,D30160,
29402485,US,"119 285",
29402485,US,119416,
29402485,US,119421,
29402485,US,119452,
29402485,US,119474-475,unstructured
29402485,US,119497-498,unstructured
29402485,US,119428,
29402485,US,119462-463,unstructured
29402485,US,119482,
29402485,US,119702-703,unstructured
29402485,US,119706-707,unstructured
29366630,US,D30145,
29366630,US,D30144,
29366630,US,D30151-154,unstructured
29366630,US,119678,
29366630,US,119850,
29366630,US,119673,
29366630,US,119702,
29366630,US,119712,
29366630,US,119792-798,unstructured
29366630,US,119758,
29366630,US,119760,
29366630,US,119769,
29366630,US,119770,
29366630,US,119784,
29366630,US,119815,
29366630,US,119818,
29366630,US,119856,
29366630,US,119863,
29366630,US,119864,
29366630,US,119905,
29366630,US,119907,
29366630,US,119802,
29366630,US,119857,
29366630,US,119865,
29366630,US,119725,
29366630,US,119771,
29366630,US," 52  3",
29366630,US," 54 794",
29366630,US," 54 791",
29366630,US," 54 801",
29366630,US," 54 792",
29366630,US,"D 32712",
29366630,US,"D 3217",
29366630,US,"D 3327",
29366630,US,150154,
29366630,US," 36111",
29366630,US,604293,
29366630,US,"602 79",
29366630,US,"602 61",
29370718,US,D30152,
29370718,US,D30144,
29370718,US,D30145,
29370718,US,D30151,
29370718,US,D30199,
29370718,US,119815,
29370718,US,119855,
29370718,US,119856,
29370718,US,119850,
29370718,US,119729,
29370718,US,119908,
29370718,US,119821,
29370718,US,119863,
29370718,US,119865,
29370718,US,119870-879,unstructured
29370718,US," 54 79",
29370718,US,128878,
29370718,US,128880,
29370718,US,128882,
29370718,US,"128DIG 15",
29370718,US,"  2 46",
29370718,US,"  2 47",
29370718,US,"  2 48",
29370718,US,"  2 98",
29370718,US,"  2116",
29370718,US,"  2127",
29370718,US,"  2129",
29370718,US,"  2131",
29370718,US,"  2132",
29370718,US,"  2133",
29370718,US,"  2 491",
29370718,US,"  2 60",
29370718,US,"  2207",
29370718,US,"  2468",
29370718,US,"  2  9",
29370718,US,"  2 16",
29370718,US,"  2 50",
29370718,US,"  2174",
29370718,US," 47 324",
29370718,US," 47 30",
29370718,US," 47 32",
29370718,US,D24197,
29370718,US,D24193,
29370718,US,D24189,
29370718,US,D24192,
29370718,US,D24190,
29370718,US,"D 2603",
29370718,US,"D 2602",
29370718,US,"D 2600",
29370718,US,"D 2500",
29370718,US,"D 2508",
29370718,US,"D 2604",
29370718,US,"D 2605",
29370718,US,"D 2608",
29370718,US,"602 17",
29370718,US,"602 18",
29370718,US,"D 6511",
29370718,US,"D 6339",
29370718,US,"D 6491",
29370718,US,"D 6583",
29370718,US,"D 6592",
29370718,US,"D19 41",
29370718,US,"D19 35",
29370718,US,"D19 52",
29370718,US,"D19 37",
29370718,US,"D19 39",
29370718,US,"D19 42",
29370718,US,"D10 64",
29370718,US,132212,
29370718,US,"D28 18",
29370718,US,"D28  9",
29370718,US,"D28 10",
29370718,US," 33471",
29401641,US,D21707-714,unstructured
29401641,US,D30160,
29401641,US,"428 11",
29401641,US,119707-711,unstructured
29401641,US,"473 52",
29401641,US,"473 53",
29401641,US,473569-577,unstructured
29401641,US,473593-615,unstructured
29401641,US,"473FOR 134-FOR 167",unstructured
29401641,US,446400,
29401641,US,446409,
29401641,US,446431,
29401641,US,446437,
29401641,US,446438,
29401641,US,446439,
29419675,US,D30161,
29419675,US,119161-163,unstructured
29419675,US,119165-170,unstructured
29425993,US,"D32  1",
29425993,US,"D32  2",
29425993,US,"D32  3",
29425993,US,"D32 25",
29425993,US,"D32 28",
29425993,US,"312 31",
29425993,US,312109,
29425993,US,312228,
29425993,US,"134 56 D",
29425993,US,"134 57 D",
29425993,US,"134 58 D",
29425993,US,"134 58 DL",
29425993,US,134201,
29425993,US,"D 7340",
29425993,US,"D 7348-350",unstructured
29425993,US,"D 7405",
29388242,US,"D32 21",
29388242,US,"D32 23- 24",unstructured
29388242,US,"D32 30- 31",unstructured
29388242,US," 153271-3277",unstructured
29388242,US," 15328",
29388242,US," 153401",
29388242,US," 153402",
29388242,US," 15353",
29388242,US," 15347",
29388242,US," 15301",
29388242,US," 15336",
29388242,US," 15320",
29388242,US," 15314",
29388242,US," 15352",
29388242,US," 15412",
29388242,US," 55447",
29388242,US," 55337",
29388242,US," 55345",
29388242,US," 55DIG 3",
29405814,US,"D32 40- 45",unstructured
29405814,US,"D32 50",
29405814,US," 15208",
29405814,US," 152091",
29405814,US," 15228",
29405814,US," 152441-2444",unstructured
29424686,US,"D32 40- 46",unstructured
29424686,US," 15208",
29424686,US," 152091",
29424686,US," 152441-2444",unstructured
29425072,US,"D32 40- 46",unstructured
29425072,US," 15208",
29425072,US," 152091",
29425072,US," 152441-2444",unstructured
29420841,US,"D32 40- 45",unstructured
29420841,US," 15228",
29420841,US," 152291",
29420841,US," 152293",
29420841,US," 15231",
29420841,US,401138-140,unstructured
29387050,US,"D32 50- 52",unstructured
29387050,US,"D32 40",
29387050,US,"D32 44",
29387050,US,"D32 45",
29387050,US,473301,
29387050,US,473302,
29387050,US," 151431",
29387050,US," 151192",
29387050,US," 151201",
29387050,US," 151202",
29387050,US," 151161",
29387050,US," 151162",
29387050,US," 15150",
29387050,US," 152091-2101",unstructured
29387050,US,401137-140,unstructured
29400545,US,"D32 53- 54",unstructured
29400545,US,220755,
29400545,US,220760,
29400545,US,220764,
29400545,US,220773,
29400545,US,220904,
29400545,US," 16425",
29400545,US," 16444",
29400545,US," 15264",
29404914,US,"D34  1- 11",unstructured
29404914,US,220908,
29404914,US,2209081,
29404914,US,220911,
29404914,US,220262,
29404914,US,220263,
29406820,US,"D34 12- 27",unstructured
29406820,US,"280 7911",
29406820,US,"280 792",
29406820,US,"280 793",
29406820,US,"280 33991",
29406820,US,"280 4735",
29406820,US,"280 4737",
29406820,US,"280 33998",
29411417,US,"D34 12- 27",unstructured
29411417,US,"280 4718",
29411417,US,"280 4719",
29411417,US,"280 4724",
29411417,US,"280 4727",
29411417,US,"280 4728",
29411417,US,"280 4734",
29411417,US,280654,
29411417,US,280655,
29411417,US,"280 4729",
29411417,US,2806551,
29391313,US,"D34 34",
29391313,US,"D34 35",
29391313,US,"180 8912",
29391313,US,"180 8913",
29391313,US,"180 8917",
29391313,US,187222,
29391313,US,187237,
29391313,US,29619008,
29391313,US,29619306,
29398898,US,"D34 38",
29398898,US,"108 5111",
29398898,US,"108 561",
29398898,US,"108 563",
29398898,US,"108 531",
29398898,US,"108 521",
29398898,US,"108 53",
29398898,US,"108  1",
29398898,US,"108 533",
29398898,US,108901,
29398898,US,108902,
29339901,US,"D99 28",
29339901,US,"D99 34",
29339901,US,"D99 35",
29339901,US,"D99 36",
29339901,US,"D99 37",
29339901,US,"D99 38",
29339901,US,"D99 39",
29339901,US,"D99 99",
29339901,US,"206  08",
29339901,US,"206  081",
29339901,US,"206  0815",
29339901,US,"206  082",
29339901,US,"206  083",
29339901,US,"206  084",
29339901,US,"232  1 R",
29339901,US,"232  1 D",
29339901,US,"232  4 R",
29339901,US,"232 55",
29339901,US,"232 64",
29339901,US,"232 65",
29339901,US,"232 66",
29339901,US,"446  8",
29339901,US,"446  9",
29339901,US,"446 10- 13",unstructured
29339901,US,"109  1 R",
29339901,US,"109  1 V",
29339901,US,"109  2",
29339901,US,"109 58",
29339901,US,"109 64",
29339901,US,"109 78",
29339901,US,"109 79",
12799312,US,PLT108,
13317757,US,PLT142,
13137805,US,PLT208,
13137804,US,PLT209,
12930893,US,PLT228,
13134170,US,PLT232,
13199168,US,PLT251,
13200414,US,PLT2631,
13136895,US,PLT302,
13136895,US,PLT304,
13065247,US,PLT308,
12932394,US,PLT321,
12932409,US,PLT321,
12932395,US,PLT321,
13200527,US,PLT339,
13134380,US,PLT343,
13134381,US,PLT3561,
13134381,US,PLT35623,
13135471,US,PLT360,
13136893,US,PLT361,
13374133,US,PLT378,
13199515,US,PLT384,
13066124,US,PLT440,
13066144,US,PLT440,
13136134,US,PLT475,
13200893,US,PLT479,
13200673,US,PLT479,
13200871,US,PLT479,
13175369,US," 76 81",
13175369,US," 76 84",
13175369,US,451359,
13175369,US,451367,
13175369,US,451369,
13175369,US,451370,
13175369,US,451371,
13081071,US," 84411 P",
13081071,US," 84411 A",
13081071,US," 84411 R",
13081071,US," 84414",
12931599,US,12820418,
12931599,US,12820524,
12931599,US,12820629,
12931599,US,12820712-20729,unstructured
12931599,US,137102,
12931599,US,137112,
12931599,US,137908,
12931599,US,604509,
12931599,US,"604 9801-10203",unstructured
13303458,US,198832,
13303458,US,198794,
13303458,US,1988321,
13303458,US,1985021,
13303458,US,198804,
13303458,US,1984653,
13303458,US,198833,
13303458,US,198834,
13303458,US,198321,
13303458,US,198831,
13194653,US,235379,
13194653,US,235375,
13194653,US,235381,
13194653,US,235380,
13194653,US,"705 43",
13194653,US,"705 45",
11635819,US,257440,
11635819,US,"257 17",
11635819,US,"257 21",
11635819,US,"257 25",
11635819,US,2503381,
11635819,US,2503384,
13267737,US,362800-812,unstructured
13267737,US,"315185 S",
13267737,US,315312-322,unstructured
13267737,US,"315209 R",
13267737,US,315247,
13267737,US,315291,
13267737,US,"315200 A",
13065837,US,3404255,
13065837,US,34042611-42619,unstructured
13065837,US,34042625,
13065837,US,340521,
13065837,US,340522,
13065837,US,3405391,
13065837,US,34053911,
13065837,US,34053913,
13065837,US,34053922,
13065837,US,34053926,
13065837,US,340540,
13065837,US,3405453,
13065837,US,340600,
13065837,US,"701 29",
13065837,US,"701 32",
13065837,US,"701 36",
13065837,US,"701  2",
13065837,US,"701 291",
13065837,US,"701 315",
13065837,US,"701 322",
13065837,US,"701 324",
13065837,US,"701 329",
13065837,US,"702 22",
13065837,US,"307 102",
13065837,US,"307 103",
13212823,US,358505,
13212823,US,358512,
13212823,US,358514,
13212823,US,358516,
13212823,US,358520,
13212823,US,358515,
13212823,US,358446,
13212823,US,358445,
13212823,US,358483,
13212823,US,358482,
13212823,US,358486,
13212823,US,358497,
13212823,US,358474,
13212823,US,250234-236,unstructured
13212823,US,2502081,
13212823,US,382312,
13212823,US,382318,
13212823,US,382319,
13212823,US,382274,
12859225,US,"348 1401",
12859225,US,"348 1406",
12859225,US,"348 1411",
12859225,US,34820799,
12859225,US,"348 1412",
12859225,US,"379 8809",
12859225,US,"379 9323",
12859225,US,37914201,
12859225,US,37914207,
12859225,US,"379 8813",
12859225,US,"379 8819",
12859225,US,"379 8822",
12859225,US,37914204,
12859225,US,37914208,
12859225,US,37914215,
12859225,US,37914217,
12859225,US,379219,
12859225,US,4554122,
12859225,US,4554141,
12859225,US,4555561,
12859225,US,455415,
12859225,US,455566,
12859225,US,711115,
12859225,US,235380,
13314021,US,382128,
13314021,US,382129,
13314021,US,382130,
13314021,US,382131,
13314021,US,382132,
13314021,US,382133,
13314021,US,382134,
13314021,US,382164,
13314021,US,382171,
13314021,US,382173,
13314021,US,382177,
13314021,US,382179,
13314021,US,"378 37",
13314021,US,"378 62",
13314021,US,"378 90",
13314021,US,"378 92",
13314021,US,"378 984",
13314021,US,"378 986",
13314021,US,"378 989",
13314021,US,600300,
13314021,US,600407,
13314021,US,600410,
13314021,US,600516,
13314021,US,128916,
13314021,US,128920,
13314021,US,128922,
12647319,US,382153,
12647319,US,382154,
12647319,US,382312,
12647319,US,356600,
12647319,US,356614,
12152827,US,382157,
12152827,US,382218,
12152827,US,382224,
12152827,US,382232,
12152827,US,382233,
12152827,US,382240,
12152827,US,382305,
12152827,US,382125,
12152827,US,"707  6",
12152827,US,"707  9",
12152827,US,"707 10",
12152827,US,707101,
12152827,US,707999006,
12152827,US,707999101,
12152827,US,715716,
12152827,US,715722,
12588121,US,386201,
12588121,US,386214,
12588121,US,386217,
12588121,US,386220,
12588121,US,386326,
12588121,US,386353,
12588121,US,348138,
12588121,US,348194,
12588121,US,3484254,
12588121,US,348464,
12588121,US,348495,
12588121,US,375145,
12588121,US,375149,
12588121,US,37524028,
12588121,US,375293,
12588121,US,375354,
12588121,US,375369,
11493016,US,4241331,
11493016,US,5303871,
13349078,US,None,
10223941,US,600437,
10223941,US,600455,
10223941,US,600443,
10223941,US,600447,
10223941,US,600458,
10223941,US,600459,
10223941,US,600441,
11223907,US,"607 27",
11223907,US,"607 89",
11223907,US,"607 96",
11223907,US,607115,
11223907,US,"607  2",
11223907,US,"607 88",
11223907,US,"607 98",
11223907,US,"607 99",
11223907,US,607100,
11223907,US,607101,
11223907,US,607113,
11223907,US,600407,
11223907,US,600437,
11223907,US,600439,
11223907,US,600459,
11223907,US,"604 19",
11223907,US,"604 20",
11223907,US,"604 21",
11223907,US,"604 22",
11223907,US,"601  2",
11223907,US,"601  3",
11223907,US,128898,
11223907,US,"606 27",
13162794,US,606108,
13162794,US,606110,
13162794,US,606113,
13162794,US,606114,
13162794,US,606127,
13162794,US,606159,
13162794,US,606194,
13162794,US,606200,
11186013,US,"702  3",
11186013,US,"702  4",
11186013,US,"702 57",
11186013,US,"702 58",
11186013,US,"702 61",
11186013,US,"702 65",
11186013,US,"702 68",
11186013,US,"702 75",
11186013,US,"702 99",
11186013,US,702104,
11186013,US,702122,
11186013,US,702130,
11186013,US,702138,
11186013,US,702177,
11186013,US,702179,
11186013,US,702188,
11186013,US,702189,
11186013,US,702193,
11186013,US,"702  2",
11186013,US,4554122,
11186013,US,4555531,
11186013,US,455555,
11186013,US,4555561,
11186013,US,455557,
11186013,US,370310,
11186013,US,370338,
11186013,US,"342 26 A",
11186013,US,"342 26 B",
11186013,US,"342 26 C",
11186013,US,"342 26 D",
11186013,US,"342 26 R",
13358620,US,"705  2",
11947714,US,"705 39",
12331083,US,380281,
12331083,US,380283-284,unstructured
12778678,US,714712,
12778678,US,714746,
12778678,US,714752,
12778678,US,714751,
12778678,US,"714 52",
12778678,US,714758,
12778678,US,714776,
12778678,US,370312,
12778678,US,370347,
12778678,US,370441,
12778678,US,370471,
12778678,US,370478,
12778678,US,370321,
12778678,US,370330,
12778678,US,370389,
12778678,US,370442,
12778678,US,370294,
12778678,US,375295,
12077841,US,"  2102",
12077841,US,"  2  211",
12077841,US,"  2  214",
12077841,US,"  2272",
12077841,US,"  2900",
12077841,US,"  2905",
12077841,US,"  2  25",
11657400,US,"  2 16",
11657400,US,"  2 20",
11657400,US,"  2 21",
11657400,US,"  2159",
11657400,US,"  2160",
11657400,US,"  21611",
11657400,US,"  21615",
11657400,US,"  21616",
11657400,US,"  2163",
11657400,US,"  2164",
11657400,US,"  2166",
11657400,US,128880,
11657400,US,128892,
11657400,US,"482 44",
11657400,US,"482 47",
11657400,US,"602 22",
11657400,US,"602 30",
12781786,US,"  2 16",
12781786,US,"  2 22",
12781786,US,"  2 24",
12781786,US,"  2 62",
12781786,US,"  2338",
12781786,US,128878,
12781786,US,128881,
12781786,US,128892,
12781786,US,"602 20",
12781786,US,"602 26",
12781786,US,"602 61",
12781786,US,"602 62",
12609340,US,"  2 67",
12609340,US,"  2238",
12609340,US,"  2247",
12609340,US,"  2 69",
12609340,US,"  2242",
12609340,US,"  2170",
12609340,US,"  2DIG 5",
12609340,US,434254,
12609340,US,"482 55",
12099614,US,"  2 85",
12099614,US,"  2 86",
12099614,US,"  2 92",
12099614,US,"  2 93",
12099614,US,"  2 94",
12099614,US,"  2 95",
12099614,US,"  2 97",
12099614,US,"  2 98",
12099614,US,"  2101",
12099614,US,"  2108",
12099614,US,"  2129",
12099614,US,"  2269",
12099614,US,"  2115",
12099614,US,"  2125",
13399681,US,"  2 16",
13399681,US,"  2 20",
13399681,US,"  21611",
13399681,US,"  21616",
13399681,US,"  2162",
13399681,US,"  2170",
12745001,US,"  2457",
12745001,US,"  2 16",
12745001,US,"  2 17",
12745001,US,"  2 82",
12745001,US,"  2123",
12745001,US,"  2128",
12745001,US,"  2160",
12745001,US,"  21616",
12745001,US,"  21617",
12745001,US,"  2162",
12745001,US,"  2170",
12484167,US,"  2 84",
12484167,US,"  2 85",
12484167,US,"  2 86",
12484167,US,"  2 93",
12484167,US,"  2108",
12484167,US,"  2125",
12484167,US,"  2126",
12484167,US,"  2269",
12879321,US,"  2455",
12879321,US,"  2459",
12879321,US,"  2461",
12879321,US,"  2410",
12879321,US,"  2  68",
12879321,US,"  2411-416",unstructured
12879321,US,"  2468",
12879321,US,"  2 44",
12879321,US,"  2 45",
12879321,US,"  2421",
12880687,US,"  2 15",
12880687,US,"  2410",
12880687,US,"  2  67",
12880687,US,"  2  83",
12880687,US,"  2424",
12880687,US,"  2  5",
12880687,US,"  2  61-  66",unstructured
12880687,US,"  2422",
12880687,US,"  2 10",
12880687,US,"  2  9",
12880687,US,"  2 12",
12880687,US,"  2 13",
12880687,US,"  2425",
12880687,US,"  2417",
12880687,US,"  2420",
12880687,US,"  2421",
12656257,US,"  2460",
12656257,US,"  2461",
12656257,US,"  2462",
12656257,US,"  2112",
12656257,US,"  2117",
12656257,US,"  2309",
12656257,US,"  2310",
12656257,US,"  2311",
12656257,US,"  2312",
12656257,US,"  2313",
12656257,US,"  2115",
12656257,US,"  2 69",
12656257,US,128874,
12656257,US,128875,
12656257,US,128878,
12656257,US,"450  2",
12656257,US,"602 20",
12656257,US,"602  5",
12656257,US,"602 19",
12656257,US,473207,
12656257,US,473212,
12656257,US,"473 59",
12656257,US,473450,
12656257,US,473458,
12656257,US,473464,
12084943,US,"  4231",
12084943,US,"  42421",
13292952,US,"  4608",
13292952,US,"  4607",
13292952,US,"  4557",
12157376,US,"  4655",
12157376,US,"  4610",
12157376,US,"  4558",
12157376,US,"  4608",
12157376,US,248644,
12157376,US,2482001,
12157376,US,248254-272,unstructured
12157376,US,"160 39",
12157376,US,"160 21",
12157376,US,160334-335,unstructured
12157376,US,2111053,
12157376,US,2111052,
12157376,US,2111055,
12157376,US,211123,
12157376,US,211182,
12460207,US,"  4622",
12460207,US,29742338,
12460207,US,2974233,
13362780,US,"  5600",
13362780,US,"  5 861",
13362780,US,"  5424",
13362780,US,"  5510",
13362780,US," 16 18 R",
13362780,US," 16 35 R",
13355775,US,"  5424-430",unstructured
13355775,US,"  5661",
13355775,US,"  5663",
13355775,US,"  5 531",
12960960,US,"  5600",
12960960,US,"  5611",
12960960,US,"  5618",
12960960,US,"  5 861",
11928105,US,"  5630",
11928105,US,"  5646",
11928105,US,"  5633",
11928105,US,"  5652",
11928105,US,"  5636",
12231895,US,"  5655",
12231895,US,"  5 931",
12231895,US,"  5 97",
12231895,US,"  5 991",
13054531,US,"  5101",
13054531,US,"  5655",
13054531,US,"  5632",
13054531,US,"  5731-735",unstructured
13054531,US,"  5630",
13054531,US,"  5633",
13054531,US,2972501,
13054531,US,29745211,
13054531,US,29745212,
13054531,US,29745216,
13054531,US,29745217,
13186841,US,"  5655",
13186841,US,"  5 932",
13186841,US,"  5484",
13186841,US,"  5485",
13186841,US,"  5417",
13186841,US,"  5420",
12867684,US,"  56553",
12867684,US,"  5644",
12867684,US,"  5636",
12867684,US,"  5632",
12867684,US,"  5713",
12867684,US,"  5709",
12867684,US,"  5706",
12867684,US,"  5640",
12867684,US,"  5645",
12867684,US,700301,
12867684,US,700108,
12765201,US,"  5663",
12765201,US,"  5658",
12765201,US,"  5 931",
12765201,US,"  5100",
12765201,US,"  5424",
12765201,US,"  5425",
12765201,US,"  5946",
12867690,US,700301,
12867690,US,"  5713",
12867690,US,"  56553",
12232819,US,None,
12900572,US," 14 771",
12900572,US," 14 735",
12900572,US," 14 745",
12900572,US," 14 75",
12900572,US," 14 773",
12900572,US," 14 78",
12900572,US," 522235",
12482129,US," 15  17",
12482129,US,21016716,
12482129,US,21016717,
11722335,US," 15 221",
12990308,US," 15 221",
12990308,US," 15 28",
11826442,US," 15 221",
11826442,US," 15 28",
11826442,US," 151671",
11826442,US," 15DIG 5",
12629688,US," 15 491",
12629688,US," 15 501",
12629688,US," 15 502",
12629688,US," 15 522",
12629688,US," 15 98",
12629688,US,451350,
12629688,US,451351,
12629688,US,451353,
11897830,US," 15106",
11897830,US," 15111",
11897830,US," 15112",
11897830,US," 15113",
11897830,US," 15118",
11897830,US," 1522913",
11897830,US," 1522911",
11897830,US," 1522912",
11897830,US," 152101",
11897830,US," 15211",
11897830,US," 151591",
11897830,US," 1510405",
11897830,US," 15160",
11897830,US," 15164",
11897830,US," 15206",
11897830,US,451523,
11897830,US,451524,
11897830,US,451525,
11897830,US,451557,
11897830,US,451558,
11897830,US,"451 61",
11897830,US,"132 753",
11897830,US,"132 764",
11897830,US,"132 756",
11897830,US,"132 765",
11897830,US,"134  8",
11897830,US,280504,
13339579,US," 152441",
13339579,US," 152444",
13339579,US," 151192",
13339579,US," 15228",
13339579,US," 151763",
