patent,asgseq,asgtype,assignee,City,State,Country,zip,generated_sort
08345270,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-Shi, Aichi-Ken",,JP,,1
08345271,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345272,,02,"Sharp Laboratories of America, Inc.",Camas,WA,US,,1
08345273,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345274,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08345275,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345276,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345277,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08345278,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345279,,02,"Tijemiksho Data, LLC",Dover,DE,US,,1
08345280,,03,"SAMSUNG Electronics Co., Ltd.",Suwon-si,,KR,,1
08345281,,03,"Canon Kabushiki Kaisha",,,JP,,1
08345282,,03,"Kyocera Document Solutions Inc.",,,JP,,1
08345283,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345284,,03,"Brother Kogyo Kabushiki Kaisha",Aichi,,JP,,1
08345285,,03,"Konica Minolta Business Technologies, Inc.",,,JP,,1
08345286,,03,"Oki Data Corporation",Tokyo,,JP,,1
08345287,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345288,,03,"Kyocera Document Solutions Inc.",Osaka,,JP,,1
08345289,,02,"Ricoh Americas Corporation","West Caldwell",NJ,US,,1
08345290,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345291,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345292,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345293,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08345294,,03,"Konica Minolta Business Technologies, Inc.","Chiyoda-Ku, Tokyo",,JP,,1
08345295,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08345296,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345297,,03,"Konica Minolta Business Technologies, Inc.","Chiyoda-Ku, Tokyo",,JP,,1
08345298,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345299,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345300,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08345301,,02,"Eastman Kodak Company",Rochester,NY,US,,1
08345302,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345303,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345304,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345305,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08345306,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345307,,02,"Zink Imaging, Inc.",Waltham,MA,US,,1
08345308,,03,"SAMSUNG Electronics Co., Ltd.",Suwon-si,,KR,,1
08345309,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345310,,03,"Sharp Kabushiki Kaisha",Osaka,,JP,,1
08345311,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08345312,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345313,,03,"Konica Minolta Business Technologies, Inc.","Chiyoda-Ku, Tokyo",,JP,,1
08345314,,02,"Xerox Corporation",Norwalk,CT,US,,1
08345315,,03,"Advanced Track and Trace",Rueil-Malmaison,,FR,,1
08345316,,02,"Digimarc Corporation",Beaverton,OR,US,,1
08345317,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345318,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345319,,03,"Ricoh Company, Limited",Tokyo,,JP,,1
08345320,,03,"Samsung Electronic Co., Ltd.",Suwon-si,,KR,,1
08345321,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345322,,03,"Genesys Logic, Inc.",Shindian,,TW,,1
08345323,,03,"FUJIFILM Corporation",Tokyo,,JP,,1
08345324,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345325,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08345326,,03,"Laurel Machinery Co., Ltd.",Osaka,,JP,,1
08345327,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345328,,03,"Primax Electronics Ltd.",Neihu,,TW,,1
08345329,,02,"Xerox Corporation",Norwalk,CT,US,,1
08345330,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345331,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345332,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345333,,02,"Smart Structures LLC",Rantoul,IL,US,,1
08345334,,02,"General Electric Company",Schenectady,NY,US,,1
08345335,,03,"Technion Research and Development Foundation Ltd.",Haifa,,IL,,1
08345336,,03,"Innoluce B.V.",Eindhoven,,NL,,1
08345337,,03,"Asia Optical International Ltd.",Tortola,,VG,,1
08345338,,03,"Samsung Electronics Co., Ltd.","Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do",,KR,,1
08345339,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345340,,03,"National Institute of Advanced Industrial Science and Technology",Tokyo,,JP,,1
08345342,,03,Thales,"Neuilly sur Seine",,FR,,1
08345342,,03,"Essilor International (Compagnie Generale d'Optique)",Charenton-le-Pont,,FR,,2
08345343,,03,"Samsung Electronics Co., Lid.",Gyeonggi-do,,KR,,1
08345344,,03,"Industrial Technology Research Institute",Hsinchu,,TW,,1
08345345,,02,"Gentex Corporation",Zeeland,MI,US,,1
08345346,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08345347,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08345348,,02,"Lockheed Martin Corporation",Bethesda,MD,US,,1
08345349,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08345350,,03,"Carl Zeiss SMT GmbH",Oberkochen,,DE,,1
08345351,,03,"Nikon Corporation",Tokyo,,JP,,1
08345352,,03,"Everfine Photo-E-Info Co., Ltd.",Zhejiang,,CN,,1
08345353,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345354,,03,"Fujifilm Corporation",Tokyo,,JP,,1
08345355,,03,"Brother Kogyo Kabushiki Kaisha","Nagoya-shi, Aichi-ken",,JP,,1
08345356,,03,"Fujinon Corporation",Saitama,,JP,,1
08345357,,03,"Konica Minolta Opto, Inc.",Tokyo,,JP,,1
08345358,,03,"Largen Precision Co., Ltd.",Taichung,,TW,,1
08345359,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,1
08345360,,03,"Visera Technologies Company Limited",Hsinchu,,TW,,1
08345360,,02,"Omnivision Technologies, Inc.","Santa Clara",CA,US,,2
08345361,,03,"Qisda Corporation","Taoyuan County",,TW,,1
08345362,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,1
08345363,,03,"Hitachi Maxell, Ltd.",Osaka,,JP,,1
08345364,,02,"Massachusetts Institute of Technology",Cambridge,MA,US,,1
08345365,,03,"Sony Corporation",Tokyo,,JP,,1
08345366,,02,"LSI Corporation",Milpitas,CA,US,,1
08345367,,02,"Western Digital Technologies, Inc.",Irvine,CA,US,,1
08345368,,02,"Seagate Technology LLC",Cupertino,CA,US,,1
08345369,,02,"LSI Corporation",Milpitas,CA,US,,1
08345370,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345371,,03,"Hitachi Global Storage Technologies Japan, Ltd.",Odawara-Shi,,JP,,1
08345372,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08345373,,02,"LSI Corporation",Milpitas,CA,US,,1
08345374,,02,"Seagate Technology, LLC",Cupertino,CA,US,,1
08345375,,03,"NEC Corporation",Tokyo,,JP,,1
08345376,,03,"Fuji Electric Co., Ltd.",Kawasaki-shi,,JP,,1
08345377,,03,"HGST, Netherlands B.V.",Amsterdam,,NL,,1
08345378,,03,"Hitachi Global Storage Technologies, Netherlands B.V.",Amsterdam,,NL,,1
08345379,,03,"Alphana Technology Co., Ltd.",Shizuoka,,JP,,1
08345380,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08345381,,02,"Headway Technologies, Inc.",Milpitas,CA,US,,1
08345381,,03,"SAE Magnetics (H.K.) Ltd.","Hong Kong",,CN,,2
08345382,,02,"Headway Technologies, Inc.",Milpitas,CA,US,,1
08345382,,03,"SAE Magnetics (H.K.) Ltd.","Hong Kong",,CN,,2
08345383,,02,"Headway Technologies, Inc.",Milpitas,CA,US,,1
08345384,,02,"Headway Technologies, Inc.",Milpitas,CA,US,,1
08345384,,03,"SAE Magnetics (H.K.) Ltd.","Hong Kong",,CN,,2
08345385,,02,"Seagate Technology LLC","Scotts Vallely",CA,US,,1
08345386,,03,"Seiko Instruments (Thailand)  Ltd.",,,JP,,1
08345387,,02,"Western Digital Technologies, Inc.",Irvine,CA,US,,1
08345388,,02,"Headway Technologies, Inc.",Milpitas,CA,US,,1
08345389,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345390,,03,"TDK Corporation",Tokyo,,JP,,1
08345391,,02,"Linear Technology Corporation",Milpitas,CA,US,,1
08345392,,03,"Siemens Plc","Frimley, Camberly",,GB,,1
08345394,,02,"Analog Devices, Inc.",Norwood,MA,US,,1
08345395,,03,"Hynix Semiconductor Inc.",Kyoungki-do,,KR,,1
08345396,,03,"Macronix International Co., Ltd.",Hsinchu,,TW,,1
08345397,,03,"NGK Spark Plug Co., Ltd.",Aichi,,JP,,1
08345398,,02,"Telefonix, Incorporated",Waukegan,IL,US,,1
08345399,,03,"The Trustees for the Time Being of the Philip Edward Lawrence Risi Trust","North West Province",,ZA,,1
08345400,,02,"Lutron Electronics Co., Inc.",Coopersburg,PA,US,,1
08345401,,03,"Semiconductor Energy Laboratory Co., Ltd.",,,JP,,1
08345402,,02,"Data Security, Inc.",Lincoln,NE,US,,1
08345404,,03,"Panasonic Corporation",Osaka,,JP,,1
08345405,,03,"Samsung Electronics Co., Ltd.",Seoul,,KR,,1
08345406,,02,"AVX Corporation","Myrtle Beach",SC,US,,1
08345407,,02,"Invista North America S.A R.L.",Wilmington,DE,US,,1
08345408,,03,"Showa Denko K.K.",Tokyo,,JP,,1
08345409,,03,"Nippon Chemi-Con Corporation",,,JP,,1
08345410,,02,"Apple Inc.",Cupertino,CA,US,,1
08345411,,02,"Dell Products L.P.","Round Rock",TX,US,,1
08345412,,02,"Hex Holdings, LLC",Oxnard,CA,US,,1
08345413,,03,"Samsung Display Co., Ltd.","Giheung-Gu, Yongin, Gyeonggi-Do",,KR,,1
08345414,,02,"WIMM Labs, Inc.","Los Altos",CA,US,,1
08345415,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345416,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08345416,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08345418,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345419,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,1
08345420,,02,"Apple Inc.",Cupertino,CA,US,,1
08345421,,03,"Getac Technology Corporation",Hsinchu,,TW,,1
08345422,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08345422,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08345423,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345424,,03,"NEC Corporation",Tokyo,,JP,,1
08345425,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08345426,,02,"Tyco Electronics Corporation",Berwyn,PA,US,,1
08345427,,02,"Netlist, Inc.",Irvine,CA,US,,1
08345428,,03,"Brüel & Kjær Sound & Vibration Measurement A/S",Nærum,,DK,,1
08345429,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08345430,,03,"J.S.T. Mfg. Co., Ltd.",Osaka,,JP,,1
08345431,,02,"Microelectronics Assembly Technologies, Inc.","Research Triangle Park",NC,US,,1
08345432,,03,"Hong Fu Jin Precision Industry (ShenZhen) Co., Ltd.",Shenzhen,,CN,,1
08345432,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,2
08345433,,02,"AVX Corporation","Fountain Inn,",SC,US,,1
08345434,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345435,,03,"Semiconductor Energy Laboratory Co., Ltd.",Kanagawa-ken,,JP,,1
08345436,,03,"Fujikura Ltd.",Tokyo,,JP,,1
08345437,,03,"Brother Kogyo Kabushiki Kaisha",Aichi-ken,,JP,,1
08345438,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08345438,,03,"Taiyo Yuden Co., Ltd.",Tokyo,,JP,,2
08345439,,02,"Force10 Networks, Inc.","San Jose",CA,US,,1
08345440,,03,"Industrial Technology Research Institute",Hsinchu,,TW,,1
08345441,,02,"Invensas Corporation","San Jose",CA,US,,1
08345442,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08345442,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08345443,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,1
08345444,,03,"Panasonic Corporation",Osaka,,JP,,1
08345445,,02,"Tyco Electronics Corporation",Berwyn,PA,US,,1
08345446,,03,"Shenzhen Futaihong Precision Industry Co., Ltd.",Shenzhen,,CN,,1
08345446,,03,"FIH (Hong Kong) Limited",Kowloon,,HK,,2
08345447,,03,"Hong Fu Jin Precision Inudstry (ShenZhen) Co., Ltd.",Shenzhen,,CN,,1
08345447,,03,"Hon Hai Precision Industry Co., Ltd.","New Taipei",,TW,,2
08345448,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08345449,,02,"Peerless Industries, Inc.",Aurora,IL,US,,1
08345450,,03,"Delta Electronics, Inc.",Taoyuan,,TW,,1
08345452,,02,"Ideal Power Converters, Inc.",Spicewood,TX,US,,1
08345453,,03,"Mitsubishi Electric Corporation","Chiyoda-Ku, Tokyo",,JP,,1
08345454,,02,"The Boeing Company",Chicago,IL,US,,1
08345455,,03,"LS Industrial Systems Co., Ltd.",Anyang-si,,KR,,1
08345456,,03,"Fuji Electric Co., Ltd.",Kawasaki-Shi,,JP,,1
08345457,,03,"ABB Technology AG",Zürich,,CH,,1
08345458,,03,"Renesas Electronics Corporation",Kanagawa,,JP,,1
08345459,,03,"ATI Technologies ULC","Markham, Ontario",,CA,,1
08345460,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345461,,03,"Seiko Epson Corporation",,,JP,,1
08345462,,03,"Macronix International Co., Ltd.",Hsinchu,,TW,,1
08345463,,03,"Hynix Semiconductor Inc.",Gyeonggi-do,,KR,,1
08345464,,03,"Samsung Electronics Co., Ltd.",,,KR,,1
08345465,,03,"Panasonic Corporation",Osaka,,JP,,1
08345466,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345467,,03,"Samsung Electronics Co., Ltd.",,,KR,,1
08345468,,03,"Southeast University",Jiangsu,,CN,,1
08345469,,02,"Freescale Semiconductor, Inc.",Austin,TX,US,,1
08345470,,03,"Panasonic Corporation",Osaka,,JP,,1
08345471,,03,"Hynix Semiconductor Inc.",Gyeonggi-do,,KR,,1
08345472,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345473,,03,"Kyoto University",Kyoto,,JP,,1
08345473,,03,"University of Electro-Communications",Tokyo,,JP,,2
08345474,,03,"Samsung Electronics Co., Ltd.",,,KR,,1
08345474,,03,"Korea University Research and Business Foundation",,,KR,,2
08345475,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345476,,03,"Macronix International Co., Ltd.",Hsinchu,,TW,,1
08345477,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345478,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08345479,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08345480,,03,"Renesas Electronics Corporation",Kawasaki-shi,,JP,,1
08345481,,02,"Aplus Flash Technology, Inc.","San Jose",CA,US,,1
08345482,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08345483,,02,"Spansion LLC",Sunnyvale,CA,US,,1
08345484,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08345485,,02,"Freescale Semiconductor, Inc.",Austin,TX,US,,1
08345486,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08345487,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08345488,,02,"Intersil Americas Inc.",Milpitas,CA,US,,1
08345489,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345490,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345491,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345492,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08345493,,03,"Hynix Semiconductor Inc.",Gyeonggi-do,,KR,,1
08345494,,03,"Hynix Semiconductor Inc.",Gyeonggi-do,,KR,,1
08345495,,03,"SK Hynix Inc.",Gyeonggi-do,,KR,,1
08345496,,03,"Advantest Corporation",Tokyo,,JP,,1
08345497,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345498,,03,"Taiwan Semiconductor Manufacturing Company, Ltd.",,,TW,,1
08345499,,03,"Samsung Electronics Co., Ltd.",Gyeonggi-do,,KR,,1
08345500,,03,"Etron Technology, Inc.",Hsinchu,,TW,,1
08345501,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08345502,,03,"Hynix Semiconductor, Inc.",Gyeonggi-do,,KR,,1
08345503,,03,"Fujitsu Semiconductor Limited",Yokohama,,JP,,1
08345504,,03,"Faraday Technology Corp.","Science-Based Industrial Park, Hsin-Chu",,TW,,1
08345504,,03,"National Chiao Tung University",Hsinchu,,TW,,2
08345505,,03,"Macronix International Co., Ltd.",Hsinchu,,TW,,1
08345506,,03,"Panasonic Corporation",Osaka,,JP,,1
08345507,,03,"Seiko Epson Corporation",Tokyo,,JP,,1
08345508,,02,"General Electric Company",Niskayuna,NY,US,,1
08345509,,02,"Chevron U.S.A., Inc.","San Ramon",CA,US,,1
08345509,,02,"Los Alamos National Security","Los Alamos",NM,US,,2
08345510,,03,"PGS Geophysical AS",Lysaker,,NO,,1
08345511,,06,"The United States of America as represented by the Secretary of the Navy",Washington,DC,US,,1
08345512,,03,"Olympus Medical Systems Corp.",Tokyo,,JP,,1
08345512,,03,"Olympus Corporation",Tokyo,,JP,,2
08345513,,02,"Kolo Technologies, Inc.","San Jose",CA,US,,1
08345514,,03,"Citizen Holdings Co., Ltd.",Tokyo,,JP,,1
08345515,,03,"Konica Minolta Opto, Inc.",Tokyo,,JP,,1
08345516,,03,"Stichting Katholieke Universiteit",Nijmegan,,NL,,1
08345517,,02,"Seagate Technology LLC",Cupertino,CA,US,,1
08345518,,02,"The Regents of the University of California",Oakland,CA,US,,1
08345519,,02,"Western Digital (Fremont), LLC",Fremont,CA,US,,1
08345520,,03,"Mediatek, Inc.",Hsin-Chu,,TW,,1
08345521,,03,"Sony Corporation",Tokyo,,JP,,1
08345522,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345523,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345524,,03,"NEC Corporation",Tokyo,,JP,,1
08345525,,03,"Sony Corporation",Tokyo,,JP,,1
08345526,,02,"General Electric Company",Schenectady,NY,US,,1
08345527,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345528,,03,"Sanyo Electric Co., Ltd.",Osaka,,JP,,1
08345529,,03,"Sanyo Electric Co., Ltd.",Osaka,,JP,,1
08345529,,03,"Sanyo Optec Design Co., Ltd.",Tokyo,,JP,,2
08345530,,03,"SANYO Electric Co., Ltd.",Moriguchi-shi,,JP,,1
08345530,,03,"SANYO Optec Design Co., Ltd.",Tokyo,,JP,,2
08345531,,03,"Vodafone Group PLC","Newbury, Berkshire",,GB,,1
08345532,,03,"Sony Deutschland GmbH",Berlin,,DE,,1
08345533,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345534,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08345535,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345536,,02,"Force10 Networks, Inc.","San Jose",CA,US,,1
08345537,,02,"AT&T Intellectual Property I, L.P.",Atlanta,GA,US,,1
08345538,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08345539,,03,"Siemens Aktiengesellschaft",München,,DE,,1
08345540,,02,"Calix, Inc.",Petaluma,CA,US,,1
08345541,,03,"Nokia Siemens Networks Oy",Espoo,,FI,,1
08345542,,02,"Futurewei Technologies, Inc.",Plano,TX,US,,1
08345543,,02,"AT&T Intellectual Property I, L.P.",Atlanta,GA,US,,1
08345544,,03,"Sony Corporation",Tokyo,,JP,,1
08345545,,02,"NEC Laboratories America, Inc.",Princeton,NJ,US,,1
08345546,,02,"Verizon Patent and Licensing Inc.","Basking Ridge",NJ,US,,1
08345547,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345548,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08345549,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345550,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345551,,03,"Sony Corporation",Tokyo,,JP,,1
08345552,,03,"Alcatel Lucent",Paris,,FR,,1
08345553,,02,"Broadcom Corporation",Irvine,CA,US,,1
08345555,,03,"Olsonet Communications Corporation",Ottawa,,CA,,1
08345556,,03,"NEC Corporation",Tokyo,,JP,,1
08345557,,02,"General Instrument Corporation",Horsham,PA,US,,1
08345558,,02,"Juniper Networks, Inc.",Sunnyvale,CA,US,,1
08345559,,03,"Alcatel Lucent",Paris,,FR,,1
08345560,,02,"AT&T Intellectual Property I, LP",Atlanta,GA,US,,1
08345561,,02,"Rueters America Inc.","New York",NY,US,,1
08345562,,03,"Panasonic Corporation",Osaka,,JP,,1
08345563,,03,"NEC Corporation",Tokyo,,JP,,1
08345564,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345565,,03,"NXP B.V.",Eindhoven,,NL,,1
08345566,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345567,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08345568,,02,"Verizon Patent and Licensing Inc.","Basking Ridge",NJ,US,,1
08345569,,03,"Dialogic Corporation","Montreal, Quebec",,CA,,1
08345570,,03,"Alcatel Lucent",Paris,,FR,,1
08345571,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345572,,03,"Funai Electric Co., Ltd.",Daito-shi,,JP,,1
08345573,,03,"NEC Corporation",Tokyo,,JP,,1
08345575,,03,"ALAXALA Networks Corporation",Kanagawa,,JP,,1
08345576,,02,"Red Hat, Inc.",Raleigh,NC,US,,1
08345577,,02,"NCR Corporation",Duluth,GA,US,,1
08345578,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08345579,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08345580,,03,"Telefonaktiebolaget L M Ericsson (Publ)",Stockholm,,SE,,1
08345581,,03,Skype,Dublin,,IE,,1
08345582,,03,"NTT DoCoMo, Inc.",Tokyo,,JP,,1
08345583,,03,"Ralink Technology Corporation",Hsinchu,,TW,,1
08345584,,03,"Lantiq Deutschland GmbH",Neubiberg,,DE,,1
08345585,,03,"CELL & SAT",Paris,,FR,,1
08345586,,03,"NXP B.V.",Eindhoven,,NL,,1
08345587,,03,"Alcatel Lucent",Paris,,FR,,1
08345588,,03,"Kabushiki Kaisha Toshiba","Minato-ku, Tokyo",,JP,,1
08345589,,03,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08345590,,03,"Casio Computer Co., Ltd.",Tokyo,,JP,,1
08345591,,02,"Broadcom Corporation",Irvine,CA,US,,1
08345592,,03,"Telefonaktiebolaget LM Ericsson (Publ)",Stockholm,,SE,,1
08345593,,03,"Panasonic Corporation",Osaka,,JP,,1
08345594,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345595,,02,"Sprint Communications Company L.P.","Overland Park",KS,US,,1
08345596,,03,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08345597,,02,"Raytheon Company",Waltham,MA,US,,1
08345598,,03,"NTT DoCoMo, Inc.",Tokyo,,JP,,1
08345599,,02,"Telcordia Technologies, Inc.",Piscataway,NJ,US,,1
08345599,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,2
08345600,,03,Skype,Dublin,,IE,,1
08345601,,03,"Research In Motion Limited",Waterloo,,CA,,1
08345602,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08345603,,03,"Alcatel Lucent",Paris,,FR,,1
08345604,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08345605,,02,"Texas Instruments Incorporated",Dallas,TX,US,,1
08345606,,03,"Orange SA",Paris,,FR,,1
08345607,,03,"Marvell World Trade Ltd.","St. Michael",,BB,,1
08345608,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345609,,03,"Sony Corporation",Tokyo,,JP,,1
08345609,,02,"Sony Electronics Inc.","Park Ridge",NJ,US,,2
08345610,,03,"Alcatel Lucent",Paris,,FR,,1
08345611,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345612,,03,"Samsung Electronics Co., Ltd",,,KR,,1
08345613,,03,"Telefonaktiebolaget LM Ericsson (Publ)",Stockholm,,SE,,1
08345614,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08345615,,03,"Nokia Siemens Networks Oy",Espoo,,FI,,1
08345616,,02,"Microsoft Corporation",Redmond,WA,US,,1
08345617,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08345618,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345619,,03,"Panasonic Corporation",Osaka,,JP,,1
08345620,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08345621,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345622,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08345623,,03,"Mediatek Inc.",,,TW,,1
08345624,,02,"AT&T Intellectual Property I, LP",Atlanta,GA,US,,1
08345625,,03,"Samsung Electronics Co., Ltd.",Suwon-Si,,KR,,1
08345626,,03,"Samsung Electronics Co., Ltd",,,KR,,1
08345627,,03,"Nokia Siemens Networks GmbH & Co. KG",Munich,,DE,,1
08345628,,03,"Huawei Technologies Co., Ltd.",Shenzhen,,CN,,1
08345629,,03,"NTT DoCoMo, Inc.",Tokyo,,JP,,1
08345630,,03,"Alcatel Lucent",Paris,,FR,,1
08345631,,03,"NEC Corporation",Tokyo,,JP,,1
08345632,,03,"Telefonaktiebolaget LM Ericsson (Publ)",Stockholm,,SE,,1
08345633,,03,"Alcatel Lucent",Paris,,FR,,1
08345634,,03,"LG Electronics Inc.",Seoul,,KR,,1
08345635,,03,"Huawei Technologies Co., Ltd.",Shenzhen,,CN,,1
08345636,,03,"NTT DoCoMo, Inc.",Tokyo,,JP,,1
08345637,,02,"Intel Corporation","Santa Clara",CA,US,,1
08345638,,03,"Telefonaktiebolaget L M Ericsson (publ)",Stockholm,,SE,,1
