patent,Country,Classification,Info
D0673456,US,"D 9559",
D0673456,US,"D 9560",
D0673456,US,"D 9563",
D0673456,US,"D 9564",
D0673456,US,"D 9571",
D0673456,US,"D 9572",
D0673456,US,"D 9575",
D0673456,US,215381-385,unstructured
D0673456,US,215396-398,unstructured
D0673457,US,"D 9682",
D0673457,US,"D 9686-687",unstructured
D0673457,US,"D 9694",
D0673457,US,"D 9516",
D0673457,US,"D 9529-530",unstructured
D0673457,US,"D 9541-544",unstructured
D0673457,US,"D 9546",
D0673457,US,"D 9560",
D0673457,US,"D 9566",
D0673457,US,"D 9568",
D0673457,US,"D 9572-575",unstructured
D0673457,US,215379,
D0673457,US,215381-384,unstructured
D0673457,US,D24117,
D0673457,US,D24224,
D0673458,US,"D 9600-601",unstructured
D0673458,US,"D 9607-609",unstructured
D0673458,US,"D 9414-418",unstructured
D0673458,US,"D 9430-434",unstructured
D0673458,US,"D 9456-457",unstructured
D0673458,US,206494,
D0673458,US,206457,
D0673458,US,206527,
D0673458,US,215400,
D0673458,US,220890,
D0673458,US,2291161,
D0673458,US,"D20 11",
D0673458,US,"D20 22- 25",unstructured
D0673458,US,"D20 27- 28",unstructured
D0673458,US,"D20 30",
D0673458,US,"D20 40",
D0673459,US,"D 7509",
D0673459,US,"D 7510",
D0673459,US,"D 7511",
D0673459,US,"D 7512",
D0673459,US,"D 7523",
D0673459,US,"D 7300",
D0673459,US,"D 73001",
D0673459,US,"D 7601",
D0673459,US,"D 7602",
D0673459,US,"D 7605",
D0673459,US,"D 7608",
D0673459,US,"D 76191",
D0673459,US,"D 7629",
D0673459,US,"D 7630",
D0673459,US,"D 73962",
D0673459,US,"D 9715",
D0673459,US,"D 9716",
D0673459,US,"D 9529",
D0673459,US,"D 3201",
D0673459,US,"D 3202",
D0673459,US,215386,
D0673459,US,215398,
D0673459,US,215396,
D0673459,US,22059216,
D0673459,US,22059217,
D0673459,US,2205922,
D0673459,US,22059221,
D0673459,US,22049503,
D0673460,US,"D 9600",
D0673460,US,"D 9616-617",unstructured
D0673460,US,"D 9643",
D0673460,US,"D 9652",
D0673460,US,"D 9669",
D0673460,US,"D 9702-703",unstructured
D0673460,US,"D 9707-713",unstructured
D0673460,US,"D 9414",
D0673460,US,"D 9430-433",unstructured
D0673460,US,206494,
D0673460,US,206457,
D0673460,US,206527,
D0673460,US,206540,
D0673460,US,215400,
D0673460,US,220890,
D0673460,US,2291161,
D0673461,US,"D 9600",
D0673461,US,"D 9616-617",unstructured
D0673461,US,"D 9 63",
D0673461,US,"D 9414",
D0673461,US,206494,
D0673461,US,206457,
D0673461,US,206527,
D0673461,US,206540,
D0673461,US,215400,
D0673461,US,220890,
D0673461,US,2291161,
D0673462,US,"D 9430-431",unstructured
D0673462,US,"D 9433",
D0673462,US,"D 9424",
D0673462,US,"D 9499",
D0673462,US,"D 9454",
D0673462,US,"D 9425",
D0673462,US,"D 9432",
D0673462,US,"D 9702-703",unstructured
D0673462,US,D11143,
D0673462,US,D11152-154,unstructured
D0673462,US,"D 7601-603",unstructured
D0673462,US,"D 7608",
D0673462,US,2291223,
D0673462,US,"383 12",
D0673462,US,"383 21",
D0673462,US,"D34  1",
D0673462,US,"D34  5-  6",unstructured
D0673462,US,22049511,
D0673462,US,22049506,
D0673462,US,22049503,
D0673462,US,22049501,
D0673462,US,220625,
D0673462,US,220628-630,unstructured
D0673462,US,220636,
D0673462,US,220729,
D0673462,US,220908,
D0673462,US,2209081,
D0673462,US,2209082,
D0673462,US,2209083,
D0673463,US,"D10 30- 39",unstructured
D0673463,US,D10122-132,unstructured
D0673463,US,368276,
D0673463,US,368281,
D0673463,US,368282,
D0673464,US,"D10 30- 39",unstructured
D0673464,US,368276,
D0673464,US,368281,
D0673464,US,368282,
D0673464,US,368285,
D0673465,US,"D10 462",
D0673465,US,"D10 463",
D0673465,US,"D 7691",
D0673465,US,"D 7692",
D0673465,US,"D 7653-664",unstructured
D0673465,US,D24116,
D0673465,US," 73426-429",unstructured
D0673465,US," 30324-328",unstructured
D0673466,US,"D10 49- 50",unstructured
D0673466,US,D101065,
D0673466,US,D13162,
D0673466,US," 55270",
D0673466,US," 55274",
D0673466,US," 55279",
D0673466,US," 55DIG 7",
D0673466,US," 55 34",
D0673466,US," 621766",
D0673466,US," 62125-130",unstructured
D0673466,US," 62 78",
D0673466,US," 62180",
D0673466,US," 62186",
D0673466,US," 73 232",
D0673466,US," 73 2334",
D0673466,US," 73 3101",
D0673466,US," 73 3102",
D0673466,US," 73431",
D0673466,US," 7317016-17019",unstructured
D0673466,US," 7317021-17025",unstructured
D0673466,US," 7386312",
D0673466,US," 73 29",
D0673466,US," 73 2902",
D0673466,US," 7333501-33514",unstructured
D0673466,US,"236 46 R",
D0673466,US,"236 47",
D0673466,US,"236 94",
D0673466,US,"236 44 C",
D0673466,US,"236 44 R",
D0673466,US,"236 493",
D0673466,US,"236 44 A",
D0673466,US,"236 96",
D0673466,US,"236  3",
D0673466,US,337112,
D0673466,US,337327,
D0673466,US,337360,
D0673466,US,340602,
D0673466,US,340627,
D0673466,US,340632,
D0673466,US,340634,
D0673466,US,361346,
D0673466,US,364141,
D0673466,US,364146,
D0673466,US,364147,
D0673466,US,364188,
D0673466,US,364420,
D0673466,US,364557,
D0673466,US,454229,
D0673466,US,454239,
D0673466,US,454256,
D0673466,US,454257,
D0673466,US,454258,
D0673466,US,"700 18",
D0673466,US,700159,
D0673466,US,700181,
D0673466,US,219400,
D0673466,US,219413,
D0673466,US,219534,
D0673466,US,"374 E3005",
D0673466,US,374E17015,
D0673466,US,392382,
D0673466,US,"600 22",
D0673467,US,"D10 46",
D0673467,US,"D10 49",
D0673467,US,"D10 50",
D0673467,US,"236  5",
D0673467,US,"236 46 R- 46 F",unstructured
D0673467,US,"236 47",
D0673467,US,"236 493",
D0673467,US,"236 51",
D0673467,US,"236 84",
D0673467,US,"236 94",
D0673467,US,"340  721-  724",unstructured
D0673467,US,"340  732",
D0673467,US,3408256,
D0673467,US,34082572,
D0673467,US,3405391,
D0673467,US,34053911,
D0673467,US,34053914,
D0673467,US,34053921,
D0673467,US,34053926,
D0673467,US,34042621,
D0673467,US,340584,
D0673467,US,340589,
D0673467,US,34087017,
D0673467,US,374167,
D0673467,US,400485,
D0673467,US,455420,
D0673467,US,4552261,
D0673467,US,D13123,
D0673467,US,D13184,
D0673467,US,D13162,
D0673467,US,D14125,
D0673467,US,D14126,
D0673468,US,"D 9500",
D0673468,US,"D 9502-505",unstructured
D0673468,US,"D 9516",
D0673468,US,"D 9529",
D0673468,US,"D 9547",
D0673468,US,"D 9549-558",unstructured
D0673468,US,"D 9571",
D0673468,US,"D 9574",
D0673468,US,"D 9575",
D0673468,US,"D10 57",
D0673468,US,"D10 60",
D0673468,US," 73 75",
D0673468,US,"123 4105",
D0673468,US,215379,
D0673468,US,215381,
D0673468,US,215382,
D0673468,US,"215 112",
D0673468,US,"215 115",
D0673468,US,219719,
D0673468,US,219721,
D0673468,US,219506,
D0673468,US,220660,
D0673468,US,220662,
D0673468,US,220669,
D0673468,US,220675,
D0673468,US,374150,
D0673468,US,374208,
D0673468,US,"374 E1018",
D0673468,US,"374 45",
D0673468,US,374155,
D0673468,US,"338 22 R",
D0673468,US,"338 28",
D0673468,US,340606,
D0673468,US,340622,
D0673468,US,604916,
D0673468,US,"606 13",
D0673468,US,"606 27",
D0673468,US,"606 99",
D0673468,US,606105,
D0673469,US,"D10 65",
D0673469,US," 33391-402",unstructured
D0673469,US," 33413",
D0673469,US," 33414",
D0673469,US," 33313",
D0673469,US," 33761",
D0673469,US," 33767",
D0673469,US," 33768",
D0673469,US," 33769",
D0673469,US,2423854,
D0673469,US,2423781,
D0673469,US,2423813,
D0673470,US,"D10 65",
D0673470,US," 33391-402",unstructured
D0673470,US," 33413",
D0673470,US," 33414",
D0673470,US," 33313",
D0673470,US," 33761",
D0673470,US," 33767",
D0673470,US," 33768",
D0673470,US," 33769",
D0673470,US,2423854,
D0673470,US,2423781,
D0673470,US,2423813,
D0673471,US,"D10 65",
D0673471,US,"D10 70",
D0673471,US,"D10 75",
D0673471,US,"D10 76",
D0673471,US,D14347,
D0673471,US,D14136,
D0673471,US,D14167,
D0673471,US,D14168,
D0673471,US,D14496,
D0673471,US,D14498,
D0673471,US,D14499,
D0673471,US,D14500,
D0673471,US,D14125-134,unstructured
D0673471,US,D14239,
D0673471,US,D14371,
D0673471,US,D14374-377,unstructured
D0673471,US,D14440,
D0673471,US,D14450,
D0673471,US,D14448,
D0673471,US,D14336,
D0673471,US,D14342,
D0673471,US,342351,
D0673471,US,342419,
D0673471,US,342457,
D0673471,US,34235706-35716,unstructured
D0673471,US,343702,
D0673471,US,"345 87",
D0673471,US,345104,
D0673471,US,345133,
D0673471,US,345156,
D0673471,US,345168,
D0673471,US,345173,
D0673471,US,345901-905,unstructured
D0673471,US,348180,
D0673471,US,348184,
D0673471,US,348315,
D0673471,US,348739,
D0673471,US,348836,
D0673471,US,348838,
D0673471,US,348325,
D0673471,US,364444,
D0673471,US,364499,
D0673471,US,"701 23- 28",unstructured
D0673471,US,701400,
D0673471,US,701408,
D0673471,US,701409,
D0673471,US,701468-491,unstructured
D0673471,US,701526,
D0673471,US,"312  72",
D0673471,US,"341 12",
D0673471,US,720605,
D0673471,US,720669,
D0673471,US,720600,
D0673471,US,720655,
D0673471,US,"369 99",
D0673471,US,369197,
D0673471,US,455344,
D0673471,US,455347,
D0673472,US,"D10 65",
D0673472,US,"D10 70",
D0673472,US,"D10 75",
D0673472,US,"D10 76",
D0673472,US,D14347,
D0673472,US,D14136,
D0673472,US,D14167,
D0673472,US,D14168,
D0673472,US,D14496,
D0673472,US,D14498,
D0673472,US,D14499,
D0673472,US,D14500,
D0673472,US,D14125-134,unstructured
D0673472,US,D14239,
D0673472,US,D14371,
D0673472,US,D14374-377,unstructured
D0673472,US,D14440,
D0673472,US,D14450,
D0673472,US,D14448,
D0673472,US,D14336,
D0673472,US,D14342,
D0673472,US,342351,
D0673472,US,342419,
D0673472,US,342457,
D0673472,US,34235706-35716,unstructured
D0673472,US,343702,
D0673472,US,"345 87",
D0673472,US,345104,
D0673472,US,345133,
D0673472,US,345156,
D0673472,US,345168,
D0673472,US,345173,
D0673472,US,345901-905,unstructured
D0673472,US,348180,
D0673472,US,348184,
D0673472,US,348315,
D0673472,US,348739,
D0673472,US,348836,
D0673472,US,348838,
D0673472,US,348325,
D0673472,US,364444,
D0673472,US,364499,
D0673472,US,"701 23- 28",unstructured
D0673472,US,701400,
D0673472,US,701408,
D0673472,US,701409,
D0673472,US,701468-491,unstructured
D0673472,US,701526,
D0673472,US,"312  72",
D0673472,US,"341 12",
D0673472,US,720605,
D0673472,US,720669,
D0673472,US,720600,
D0673472,US,720655,
D0673472,US,"369 99",
D0673472,US,369197,
D0673472,US,455344,
D0673472,US,455347,
D0673473,US,D101041,
D0673473,US,D101061,
D0673473,US,D101149,
D0673473,US," 43107",
D0673473,US," 43114",
D0673473,US," 43123",
D0673473,US,"  5691",
D0673473,US,3405731,
D0673473,US,340321,
D0673473,US,"D26 85",
D0673474,US,D101141-1144,unstructured
D0673474,US,D101146,
D0673474,US,D101149,
D0673474,US,D101131,
D0673474,US,"D26 67",
D0673474,US,362184,
D0673475,US,D101141-1144,unstructured
D0673475,US,D101146,
D0673475,US,D101149,
D0673475,US,D101131,
D0673475,US,D10111,
D0673475,US,"D26 67",
D0673475,US,"D26 76",
D0673475,US,362184,
D0673475,US,3408154,
D0673476,US,D101141-1144,unstructured
D0673476,US,D101146,
D0673476,US,D101149,
D0673476,US,D101131,
D0673476,US,D10111,
D0673476,US,"D26 67",
D0673476,US,"D26 76",
D0673476,US,362184,
D0673476,US,3408154,
D0673477,US,"D10 46",
D0673477,US,"D10 30- 32",unstructured
D0673477,US,"D10 38",
D0673477,US,"D10 70",
D0673477,US,D10122-132,unstructured
D0673477,US,D24140,
D0673477,US,D24164,
D0673477,US,368276,
D0673477,US,368281,
D0673477,US,368282,
D0673477,US,368285,
D0673477,US,368239-242,unstructured
D0673477,US,"368 28- 30",unstructured
D0673477,US,"368 82- 84",unstructured
D0673477,US,600301,
D0673477,US,600485,
D0673477,US,600503,
D0673477,US,604290,
D0673477,US,6048901,
D0673477,US,"D11  1",
D0673477,US,"D11  4-  6",unstructured
D0673477,US,"D11 11",
D0673477,US,"D11 12",
D0673477,US,"D11 15",
D0673477,US,"D11 17",
D0673477,US,"D11 21",
D0673477,US,"D11 22",
D0673477,US,"D11 25",
D0673477,US,"D11 93",
D0673477,US,"D11 94",
D0673477,US,D11192,
D0673477,US,"D11  3",
D0673477,US,"D11 86",
D0673477,US,"D 3207",
D0673477,US," 63 11",
D0673477,US," 63  7",
D0673477,US," 63  31",
D0673477,US," 63  32",
D0673477,US," 63  4",
D0673477,US," 63  51",
D0673477,US," 63  52",
D0673478,US,"D11  1- 39",unstructured
D0673478,US," 63 26- 28",unstructured
D0673478,US," 63 12- 14",unstructured
D0673478,US," 63  3",
D0673478,US," 63  31",
D0673478,US," 63  32",
D0673478,US," 63 15",
D0673478,US," 63 151- 154",unstructured
D0673478,US," 63 1545",
D0673478,US," 63 155",
D0673478,US," 63 156",
D0673478,US," 63 1565",
D0673479,US,"D11  1",
D0673479,US,"D11  7",
D0673479,US,"D11  8",
D0673479,US,"D11 43",
D0673479,US,"D11 47",
D0673479,US,"D11 57",
D0673479,US,"D11 48",
D0673479,US,"D11 79- 85",unstructured
D0673479,US,D11137,
D0673479,US,D11162,
D0673479,US," 63 18",
D0673479,US," 63  111",
D0673479,US," 63 20",
D0673479,US,D21650,
D0673479,US,"D 32033",
D0673479,US,206528,
D0673480,US,D11200,
D0673480,US,D11201,
D0673480,US,D11221,
D0673480,US," 24381-383",unstructured
D0673480,US," 24385-387",unstructured
D0673480,US," 24414-417",unstructured
D0673480,US," 24421-422",unstructured
D0673480,US," 24427-431",unstructured
D0673480,US," 24433",
D0673480,US," 24403",
D0673480,US," 24410",
D0673480,US,"  2265",
D0673481,US,D11200-206,unstructured
D0673481,US,D11212-214,unstructured
D0673481,US,D11222-231,unstructured
D0673481,US,D11238-241,unstructured
D0673481,US,D11220,
D0673481,US,D11218,
D0673481,US," 24 411",
D0673481,US," 24 665",
D0673481,US," 24 40- 48",unstructured
D0673481,US," 24305",
D0673481,US," 24356",
D0673481,US," 24705",
D0673481,US," 24101 R",
D0673481,US," 24 94- 95",unstructured
D0673481,US," 24103",
D0673481,US," 24104",
D0673481,US," 245981",
D0673481,US," 24106",
D0673481,US," 63 12",
D0673481,US," 63 15",
D0673481,US," 63 18",
D0673481,US," 63 20- 21",unstructured
D0673481,US," 63 35",
D0673481,US," 63 37- 38",unstructured
D0673481,US,"D 8356",
D0673481,US,"D 8362",
D0673481,US,362103,
D0673481,US,"D 2640",
D0673481,US,"D 2999",
D0673481,US,"D 2853",
D0673481,US,"D 2728",
D0673481,US,"  2265",
D0673481,US,"  2912",
D0673481,US,"  2 46",
D0673481,US,"  22431",
D0673481,US,"D20 28",
D0673481,US," 40315",
D0673481,US,"D19 39- 40",unstructured
D0673481,US,"D 6407",
D0673481,US,"D 6632",
D0673481,US,"D 9434",
D0673481,US,D24145,
D0673482,US,"D12  1-  5",unstructured
D0673482,US,"D12 161",
D0673482,US,D21533,
D0673482,US,D21539,
D0673482,US,180164,
D0673482,US,180167,
D0673482,US,"180  65",
D0673482,US,"180  662",
D0673482,US,"180  82",
D0673482,US,"180  932",
D0673482,US,250253,
D0673482,US,2505151,
D0673482,US,324245,
D0673482,US,324326,
D0673483,US,"D12 86",
D0673483,US,"D12 90- 92",unstructured
D0673483,US,D21424,
D0673483,US,D21433,
D0673483,US,D21434,
D0673483,US,2961811,
D0673483,US,2961815,
D0673484,US,"D12 86",
D0673484,US,"D12 90- 92",unstructured
D0673484,US,"D12 88",
D0673484,US,D21424,
D0673484,US,D21433,
D0673484,US,D21434,
D0673484,US,2961811,
D0673484,US,2961815,
D0673485,US,"D12 86",
D0673485,US,"D12 90- 92",unstructured
D0673485,US,D12164,
D0673485,US,D12196,
D0673485,US,D21424,
D0673485,US,D21433,
D0673485,US,D21434,
D0673485,US,2961811,
D0673485,US,2961815,
D0673486,US,D12169,
D0673486,US,D12196,
D0673486,US,D12171,
D0673486,US,D12216,
D0673486,US,D12163,
D0673486,US,"D12 86",
D0673486,US,"D12 90- 92",unstructured
D0673486,US,293102,
D0673486,US,293113,
D0673486,US,293115,
D0673486,US,293117,
D0673486,US,293120,
D0673486,US,2961801,
D0673486,US,2961802,
D0673487,US,D12192,
D0673487,US,D12415,
D0673487,US,D12110,
D0673487,US,D12114,
D0673487,US,"180 90",
D0673487,US,29619001-19009,unstructured
D0673487,US,296191,
D0673487,US,"296 70",
D0673487,US,280750-752,unstructured
D0673487,US,"D15 17",
D0673487,US,"D15 28",
D0673487,US,"D10 46",
D0673487,US,"D10 98",
D0673487,US,D10102-103,unstructured
D0673487,US,D10122-127,unstructured
D0673488,US,D12195,
D0673488,US,D12193,
D0673488,US,D12414,
D0673488,US,D12190,
D0673488,US,D12196,
D0673488,US,180190,
D0673488,US,280750-752,unstructured
D0673488,US,29619001-191,unstructured
D0673488,US,"296 70",
D0673488,US,29619308,
D0673488,US,296145,
D0673488,US,296153,
D0673488,US,"296 371- 3713",unstructured
D0673488,US,296149,
D0673488,US,2961461,
D0673488,US,"D15 17",
D0673488,US,"D15 28",
D0673488,US,"D10 46",
D0673488,US,"D10 98",
D0673488,US,D10102-103,unstructured
D0673488,US," 49501-502",unstructured
D0673488,US,"D 8302-303",unstructured
D0673489,US,D12163,
D0673489,US,D12196,
D0673489,US,D12171,
D0673489,US,D12216,
D0673489,US,"D12 90- 92",unstructured
D0673489,US,"D12 86",
D0673489,US,"180 681",
D0673489,US,"180 686",
D0673489,US,29619311,
D0673490,US,D12203,
D0673490,US,"D 6582-586",unstructured
D0673490,US,"D 6592-594",unstructured
D0673490,US,280163-1641,unstructured
D0673490,US," 15215-217",unstructured
D0673490,US,428138141,
D0673490,US,"296 9723",
D0673491,US,D12203,
D0673491,US,"D 6582-586",unstructured
D0673491,US,"D 6592-594",unstructured
D0673491,US,280163-1641,unstructured
D0673491,US," 15215-217",unstructured
D0673491,US,428138141,
D0673491,US,"296 9723",
D0673492,US,D12204-213,unstructured
D0673492,US,"301 37101",
D0673492,US,"301 64101",
D0673492,US,"301 65",
D0673493,US,D12204-213,unstructured
D0673493,US,"301 37101",
D0673493,US,"301 64101",
D0673493,US,"301 65",
D0673493,US,"301 64201",
D0673494,US,D12204-213,unstructured
D0673494,US,"301 37101",
D0673494,US,"301 64101",
D0673494,US,"301 65",
D0673494,US,"301 64201",
D0673495,US,D12401-405,unstructured
D0673495,US,D12188,
D0673495,US,D12187,
D0673495,US,D12189,
D0673495,US,16037021,
D0673495,US,16037022,
D0673495,US,16037023,
D0673495,US,280770,
D0673495,US,150158,
D0673495,US,150165-167,unstructured
D0673495,US,29610011-10018,unstructured
D0673495,US,29613601,
D0673495,US,29613607,
D0673495,US,29613605,
D0673495,US,29613606,
D0673495,US,"296 951",
D0673495,US,"296 771",
D0673495,US,"135 8801",
D0673495,US,"135 95",
D0673495,US,"D 6300",
D0673495,US,"D 6309",
D0673495,US,D21754,
D0673496,US,D12415,
D0673496,US,D12416,
D0673496,US,D12417,
D0673496,US,D12418,
D0673496,US,D12419,
D0673496,US,D12420,
D0673496,US,"296 36",
D0673496,US," 22539",
D0673496,US,224404,
D0673496,US,2482741,
D0673496,US,2482841,
D0673496,US,"D 8354",
D0673496,US,"D 9423",
D0673496,US,D14451-452,unstructured
D0673497,US,D13101,
D0673497,US,D13110,
D0673497,US,D13118,
D0673497,US,D13120,
D0673497,US,D13184,
D0673497,US,D13199,
D0673497,US," 48 61",
D0673497,US," 48 74",
D0673497,US,423657,
D0673497,US,"429 12",
D0673497,US,"429 20",
D0673497,US,"429 30",
D0673497,US,"429 34- 39",unstructured
D0673497,US,429411,
D0673497,US,429442,
D0673497,US,429469,
D0673497,US,429472,
D0673497,US,429479,
D0673498,US,"D 6526",
D0673498,US,"D 6524",
D0673498,US,D13170,
D0673498,US,D13108,
D0673498,US,D13109,
D0673498,US,D13110,
D0673498,US,D14251,
D0673498,US,D14253,
D0673498,US,D14217,
D0673498,US,320107,
D0673498,US,320110,
D0673498,US,320113,
D0673498,US,320114,
D0673498,US,320115,
D0673499,US,D13133,
D0673499,US,D13154,
D0673499,US,D13184,
D0673499,US,D13199,
D0673499,US,"439 63",
D0673499,US,439180,
D0673499,US,439246,
D0673499,US,439252,
D0673499,US,439274,
D0673499,US,439278,
D0673499,US,439381,
D0673499,US,439527,
D0673499,US,439529,
D0673499,US,439533,
D0673499,US,439578-585,unstructured
D0673499,US,439892,
D0673499,US,439894,
D0673500,US,D13133,
D0673500,US,D13149,
D0673500,US,D13151,
D0673500,US,D13153,
D0673500,US,D13154,
D0673500,US,D13156,
D0673500,US,D13199,
D0673500,US,"439 79",
D0673500,US,439248,
D0673500,US,439258,
D0673500,US,439274,
D0673500,US,"439 35",
D0673500,US,439352,
D0673500,US,439353,
D0673500,US,439358,
D0673500,US,439359,
D0673500,US,439362,
D0673500,US,439378,
D0673500,US,439445,
D0673500,US,439447,
D0673500,US,439578,
D0673500,US,439584,
D0673500,US,439585,
D0673500,US,439656,
D0673500,US,"439 66",
D0673500,US,439676,
D0673500,US,439677,
D0673500,US,439678,
D0673500,US,439679,
D0673500,US,"439 68",
D0673500,US,439681,
D0673500,US,439682,
D0673500,US,439686,
D0673501,US,D13133,
D0673501,US,D13147,
D0673501,US,D13154,
D0673501,US,D13184,
D0673501,US,D13199,
D0673501,US,"385 55",
D0673501,US,"385 56",
D0673501,US,"385 59",
D0673501,US,"385 76",
D0673501,US,"385 77",
D0673501,US,"385 78",
D0673501,US,"385 88",
D0673501,US,"385 89",
D0673502,US,D13133,
D0673502,US,D13147,
D0673502,US,D13154,
D0673502,US,D13184,
D0673502,US,D13199,
D0673502,US,"385 55",
D0673502,US,"385 56",
D0673502,US,"385 59",
D0673502,US,"385 76",
D0673502,US,"385 77",
D0673502,US,"385 78",
D0673502,US,"385 88",
D0673502,US,"385 89",
D0673503,US,D131371,
D0673503,US,D131372,
D0673503,US,D131373,
D0673503,US,D131374,
D0673503,US,D131381,
D0673503,US,D131382,
D0673503,US,D131391,
D0673503,US,D131392,
D0673503,US,D131393,
D0673503,US,D131394,
D0673503,US,D131395,
D0673503,US,D131396,
D0673503,US,D131397,
D0673503,US,D131398,
D0673503,US,D13101,
D0673503,US,D13110,
D0673503,US,D13123,
D0673503,US,D13107,
D0673503,US,D13108,
D0673503,US,D13133,
D0673503,US,D13154,
D0673503,US,D13184,
D0673503,US,D13199,
D0673503,US,439131,
D0673503,US,439166,
D0673503,US,439628,
D0673503,US,439101,
D0673503,US,439102,
D0673503,US,439105,
D0673503,US,439106,
D0673503,US,439108,
D0673503,US,439172,
D0673503,US,439173,
D0673503,US,439174,
D0673503,US,439175,
D0673503,US,439177,
D0673503,US,4394761,
D0673503,US,439578,
D0673503,US,439583,
D0673503,US,43962015,
D0673503,US,43962017,
D0673503,US,"363 15",
D0673503,US,363146,
D0673503,US,"363 34",
D0673503,US,307151,
D0673503,US,320111,
D0673503,US,320114,
D0673503,US,174493,
D0673503,US,174494,
D0673503,US,"174 66",
D0673503,US,"174 67",
D0673504,US,D13144,
D0673504,US,D13101,
D0673504,US,D13107,
D0673504,US,D13108,
D0673504,US,D13110,
D0673504,US,D13118,
D0673504,US,D13119,
D0673504,US,D13133,
D0673504,US,D13184,
D0673504,US,D13199,
D0673504,US,D14155,
D0673504,US,D14432,
D0673504,US,D14434,
D0673504,US,D144351,
D0673504,US,D14356,
D0673504,US,D144801,
D0673504,US,D144807,
D0673504,US,320107,
D0673504,US,320108,
D0673504,US,320109,
D0673504,US,320110,
D0673504,US,320111,
D0673504,US,320112,
D0673504,US,320113,
D0673504,US,320114,
D0673504,US,320115,
D0673504,US,439300,
D0673504,US,43962001,
D0673504,US,439638,
D0673504,US,439668,
D0673504,US,439669,
D0673504,US,439675,
D0673504,US,439825,
D0673504,US,363146,
D0673505,US,D13147,
D0673505,US,D13154,
D0673505,US,D13184,
D0673505,US,D13199,
D0673505,US,D14432,
D0673505,US,D14433,
D0673505,US,D14436,
D0673505,US,D14438,
D0673505,US,"439 62",
D0673505,US,"439 79",
D0673505,US,439159-160,unstructured
D0673505,US,439260,
D0673505,US,439395,
D0673505,US,439422,
D0673505,US,439495,
D0673505,US,439499,
D0673505,US,439746,
D0673505,US,439749,
D0673505,US,439790,
D0673505,US,439849-850,unstructured
D0673505,US,439870,
D0673505,US,439877,
D0673505,US,439884-885,unstructured
D0673505,US,439887-888,unstructured
D0673506,US,D13156,
D0673506,US,D131391-1398,unstructured
D0673506,US,D13146,
D0673506,US,D13147,
D0673506,US,D13152,
D0673506,US,D13154,
D0673506,US,D13158,
D0673506,US,D13171,
D0673506,US,D13173,
D0673506,US,D13177,
D0673506,US,D13184,
D0673506,US,D13199,
D0673506,US,D21385,
D0673506,US,D21386,
D0673506,US,"174  5 R",
D0673506,US,"174 53",
D0673506,US,"174 55",
D0673506,US,"174 56",
D0673506,US,"174 62",
D0673506,US,"174 66",
D0673506,US,"174 67",
D0673506,US,220241,
D0673506,US,220242,
D0673506,US,439135,
D0673506,US,439136,
D0673506,US,439148,
D0673506,US,439149,
D0673506,US,439367,
D0673506,US,439373,
D0673506,US,439535,
D0673506,US,439536,
D0673507,US,D13158,
D0673507,US,D13159,
D0673507,US,D13160,
D0673507,US,D13162,
D0673507,US,D13184,
D0673507,US,D13199,
D0673507,US,"200 4314",
D0673507,US,"200 5001",
D0673507,US,"200 5021- 5023",unstructured
D0673507,US,"361 42",
D0673507,US,"361 44",
D0673507,US,"361 50",
D0673507,US,"361 71",
D0673507,US,361115,
D0673507,US,361608,
D0673507,US,361634,
D0673508,US,D13158,
D0673508,US,D13159,
D0673508,US,D13160,
D0673508,US,D13162,
D0673508,US,D13184,
D0673508,US,D13199,
D0673508,US,"200 4314",
D0673508,US,"200 5001",
D0673508,US,"200 5021- 5023",unstructured
D0673508,US,"361 42",
D0673508,US,"361 44",
D0673508,US,"361 50",
D0673508,US,"361 71",
D0673508,US,361115,
D0673508,US,361608,
D0673508,US,361634,
D0673509,US,D13158,
D0673509,US,D13159,
D0673509,US,D13160,
D0673509,US,D13162,
D0673509,US,D13184,
D0673509,US,D13199,
D0673509,US,"200 4314",
D0673509,US,"200 5001",
D0673509,US,"200 5021- 5023",unstructured
D0673509,US,"361 42",
D0673509,US,"361 44",
D0673509,US,"361 50",
D0673509,US,"361 71",
D0673509,US,361115,
D0673509,US,361608,
D0673509,US,361634,
D0673510,US,D13162,
D0673510,US,D13164,
D0673510,US,D13171,
D0673510,US,D13174,
D0673510,US,"D26 26",
D0673510,US,307139,
D0673510,US,307157,
D0673510,US,"315209 R",
D0673510,US,315224,
D0673510,US,315246,
D0673510,US,315291,
D0673510,US,315294,
D0673510,US,315295,
D0673510,US,"200  5 R",
D0673510,US,"200  5 A",
D0673510,US,200520,
D0673510,US,200293,
D0673510,US,200296,
D0673510,US,2003022,
D0673510,US,200308,
D0673510,US,200310,
D0673510,US,200314,
D0673510,US,200329,
D0673510,US,200341,
D0673511,US,D13162,
D0673511,US,D13164,
D0673511,US,D10108,
D0673511,US,D1010695,
D0673511,US,D14388,
D0673511,US,D14390,
D0673511,US,187380,
D0673511,US,187395,
D0673511,US,187396,
D0673511,US,187397,
D0673512,US,D13168,
D0673512,US,D101041,
D0673512,US,D101061,
D0673512,US,D14218,
D0673512,US,"D 9430",
D0673512,US,341176,
D0673512,US,345169,
D0673512,US,"340  43",
D0673512,US,"340  442",
D0673512,US,"340 1222",
