patent,Country,Classification,Info
08342574,US," 74493",
08342574,US," 70187",
08342575,US,280809,
08342575,US,280817,
08342575,US,280818,
08342575,US," 24298",
08342575,US," 24300",
08342575,US," 24301",
08342575,US," 24302",
08342575,US,403110,
08342575,US,403289,
08342575,US,403290,
08342575,US,403321,
08342575,US,403373,
08342575,US,4033741,
08342576,US,283102,
08342576,US,283901,
08342576,US,283903,
08342576,US,283100,
08342577,US," 62 491",
08342577,US," 62 492",
08342577,US,"141 83",
08342577,US,"222 77",
08342577,US,13710131,
08342577,US,137403,
08342577,US,137406,
08342577,US,137407,
08342577,US,137408,
08342577,US,137909,
08342577,US,177128,
08342577,US,177145,
08342577,US,"177DIG 5",
08342577,US," 73DIG 4",
08342577,US," 55DIG 6",
08342577,US,"439 38",
08342577,US,"439 39",
08342577,US,"439 40",
08342577,US,"285  1",
08342577,US,"285  91",
08342577,US,28513321,
08342577,US,285318,
08342577,US,285918,
08342577,US,285374,
08342578,US,285256,
08342578,US,"285 23",
08342578,US,285252,
08342579,US,285319,
08342579,US,285321,
08342579,US,285340,
08342580,US,"292 32",
08342580,US,"292 33",
08342580,US,"292 42",
08342580,US,292104,
08342580,US,292148,
08342580,US,292163,
08342580,US,292205,
08342580,US,"292DIG 63",
08342580,US,292177-182,unstructured
08342581,US,292194,
08342581,US,292219,
08342581,US,292216,
08342581,US,292226,
08342581,US,"292DIG 23",
08342581,US,"292DIG 65",
08342582,US,292201,
08342582,US,292216,
08342582,US,"292DIG 56",
08342582,US,29234112,
08342583,US,2923363,
08342583,US,"292  1",
08342584,US,"294 74",
08342584,US,"294 75",
08342584,US,112417,
08342584,US,112420,
08342584,US," 57  3",
08342584,US," 57 21",
08342584,US," 57201",
08342584,US," 57210",
08342584,US," 57213",
08342584,US," 57214",
08342584,US," 57217",
08342584,US," 57218",
08342584,US," 57230",
08342584,US," 57232",
08342584,US," 57234",
08342585,US,294101,
08342585,US,294114,
08342585,US,"294 673",
08342585,US,"294 6731",
08342585,US,"294 8121",
08342585,US,"294 816",
08342585,US,"294 683",
08342585,US,"294 90",
08342585,US,2941031,
08342585,US," 74567-569",unstructured
08342585,US," 74543-548",unstructured
08342585,US," 74523",
08342585,US," 74528",
08342586,US,294106,
08342586,US,294111,
08342586,US,"623 57",
08342586,US,"623 63",
08342586,US,"623 64",
08342586,US,"901 32",
08342586,US,"901 39",
08342586,US,"901 36",
08342586,US,"901 13",
08342586,US,"901 31",
08342586,US,"414  7",
08342587,US,"294 15",
08342587,US,294137,
08342587,US,294149,
08342587,US,294152,
08342587,US,"383  7",
08342587,US,"383 10",
08342587,US,"383 16",
08342587,US,"383 20",
08342587,US,"383 21",
08342587,US,"383 76",
08342587,US,"  5510",
08342587,US,"  5703",
08342588,US," 52 17",
08342588,US," 5250602",
08342588,US," 5278211",
08342588,US," 527831",
08342588,US," 5278415",
08342588,US," 524075",
08342588,US," 52284",
08342588,US," 62245",
08342588,US,105357,
08342588,US,"296 2435",
08342588,US,2961861,
08342588,US,2961821,
08342588,US,22059227,
08342589,US,10537701,
08342589,US,10537704,
08342589,US,10537705,
08342589,US,10537706,
08342589,US,10537709,
08342589,US,10537711,
08342589,US,"296 40",
08342589,US,29610001,
08342589,US,29610002,
08342589,US,29610003,
08342589,US,29610004,
08342589,US,29610005,
08342589,US,29610006,
08342589,US,29610007,
08342589,US,2961001,
08342589,US,296219,
08342589,US,410106,
08342589,US,410108,
08342589,US,410110,
08342589,US,410120,
08342589,US,4145252,
08342590,US,"296 50",
08342590,US,"296 51",
08342590,US,"296 56",
08342590,US,"296 571",
08342590,US,"296 58",
08342590,US,"296 61",
08342590,US,"296 376",
08342590,US,"296 3714",
08342591,US,"296 9721",
08342591,US,296111-113,unstructured
08342591,US,"135 8802",
08342591,US,"  5416",
08342591,US,29718413,
08342591,US,280642,
08342592,US,2961461,
08342592,US,296202,
08342592,US,2961462,
08342592,US,29620301,
08342592,US,29620303,
08342592,US,29620304,
08342592,US,2961463,
08342592,US,29614615,
08342592,US,29614611,
08342592,US," 16382",
08342592,US," 49502",
08342593,US,2961461,
08342593,US,296152,
08342593,US,2961469,
08342593,US,"296 76",
08342593,US,"296  104",
08342593,US,"296  108",
08342593,US,"296  107",
08342593,US,29619311,
08342593,US,"180 6921",
08342593,US," 49383",
08342594,US,2961801-1805,unstructured
08342594,US,180903,
08342595,US,2961801,
08342595,US,2961804,
08342595,US,2961805,
08342595,US,2961815,
08342595,US,293117,
08342596,US,293135,
08342596,US,293133,
08342596,US,293155,
08342596,US,293132,
08342596,US,29618709,
08342596,US,29618703,
08342596,US,29618711,
08342596,US,29620301,
08342596,US,29620302,
08342596,US,296204,
08342596,US,296205,
08342596,US,"296 30",
08342597,US,29619008,
08342597,US,29619009,
08342597,US," 62239",
08342597,US," 62509",
08342598,US,296191,
08342598,US,29618701,
08342598,US,29619301,
08342598,US,29620301,
08342598,US,29620303,
08342598,US,"296 29",
08342598,US,"156 60",
08342598,US,"156 92",
08342598,US,156295,
08342598,US,428118,
08342598,US," 29428",
08342598,US," 29469",
08342598,US,312140,
08342598,US,312263,
08342599,US,29619302,
08342599,US,"296 70",
08342599,US,"296 72",
08342599,US,"180 90",
08342599,US,280752,
08342600,US,29619307,
08342600,US,296204,
08342600,US,"296 6503",
08342600,US,29618708,
08342601,US,296210,
08342601,US,296213,
08342601,US,29610704,
08342602,US,2972161,
08342602,US,29721613,
08342602,US,29721614,
08342602,US,29745234,
08342602,US,29745236,
08342602,US,29741129,
08342603,US,297229,
08342603,US,2972281,
08342603,US,2972181,
08342603,US,2972191,
08342604,US,2972501,
08342604,US,2972561,
08342604,US,297484,
08342604,US,297273,
08342605,US,2972161,
08342605,US,29721613,
08342605,US,29737813,
08342606,US,297408,
08342607,US,29745241,
08342607,US,29745246,
08342607,US,2972846,
08342608,US,297465,
08342608,US,297485,
08342608,US,128874,
08342608,US,128876,
08342609,US,"299 13",
08342609,US,"299 10",
08342609,US,"299 12",
08342609,US,"166 50",
08342609,US,"166 52",
08342609,US,166245,
08342610,US,"125 1301",
08342610,US,"125 1303",
08342610,US,"125 12",
08342610,US,"299 393",
08342610,US,"299 361",
08342610,US,"299 391",
08342610,US,"299 396",
08342610,US,"404 93",
08342610,US,"404 94",
08342611,US,"299 95",
08342611,US,299100-113,unstructured
08342612,US,"180 6551",
08342612,US,"180 75 C",
08342612,US,"180 67 R",
08342612,US,"180 67 A",
08342612,US,"310 75 C",
08342612,US,"310 67 R",
08342612,US,"310 67 A",
08342612,US,"301  65",
08342613,US,"301 37101",
08342613,US,"301 3727",
08342613,US,"301 37102",
08342613,US,"301 3734",
08342613,US,"301 3712",
08342613,US,"301 3742",
08342613,US,"301 3743",
08342613,US,"301 37372",
08342613,US,"301 37374",
08342613,US,"301 37375",
08342614,US,"301 55",
08342614,US,"301 58",
08342614,US,"301 61",
08342614,US,"301 95101",
08342614,US,"301 95102",
08342614,US,"301 95103",
08342614,US,"301 95104",
08342614,US,"301 95107",
08342614,US,"301 95108",
08342615,US,"303 20",
08342615,US,3031161,
08342615,US,303155,
08342615,US,3031151,
08342615,US,3031191,
08342615,US,3031193,
08342615,US,"303DIG 10",
08342615,US,3031164,
08342615,US,"701 70",
08342615,US,"701 29",
08342615,US,"701 45",
08342616,US,None,
08342617,US,"303 10",
08342617,US,"303 11",
08342617,US,3031131,
08342617,US,3031161,
08342617,US,3031164,
08342617,US,3031171,
08342617,US,3031191,
08342618,US,303152,
08342618,US,303163-169,unstructured
08342618,US,303173-175,unstructured
08342618,US,303149,
08342618,US,303150,
08342618,US,303151,
08342618,US,3031132,
08342618,US,"180 651",
08342618,US,180197,
08342619,US,312404,
08342619,US,312405,
08342619,US,3124051,
08342619,US,312408,
08342619,US,3123215,
08342619,US,312246-247,unstructured
08342619,US,312306,
08342619,US,312312,
08342619,US," 62440",
08342619,US," 62449",
08342619,US," 62337",
08342620,US,"347  5",
08342620,US,"347  9",
08342620,US,"347 13",
08342620,US,"347 19",
08342621,US,None,
08342622,US,"347  9",
08342622,US,"347 19",
08342622,US,"347 84",
08342622,US,"347 85",
08342623,US,"347  9- 11",unstructured
08342623,US,"347 19",
08342623,US,"347 68",
08342624,US,"347  9- 11",unstructured
08342624,US,"347 14",
08342625,US,"347  6",
08342626,US,"347 19",
08342626,US,"347 14",
08342627,US,None,
08342628,US,"347  5",
08342628,US,"347  9- 11",unstructured
08342628,US,"347 14",
08342628,US,"347 16",
08342628,US,"347 37",
08342628,US,347101,
08342628,US,347104,
08342628,US,"399 43",
08342628,US,"399 68",
08342629,US,"347 14",
08342629,US,"347 19",
08342630,US,None,
08342631,US,"347 12",
08342631,US,"347 14- 16",unstructured
08342631,US,"347  5",
08342631,US,"347 40",
08342631,US,"347 41",
08342631,US,"347  9",
08342632,US,"347 14",
08342632,US,"347 47",
08342633,US,"347  5",
08342633,US,"347  9",
08342633,US,"347 12",
08342633,US,"347 14",
08342633,US,"347 15",
08342633,US,"347 40",
08342633,US,"347 41",
08342634,US,"347 16",
08342634,US,347104,
08342635,US,None,
08342636,US,"347 19",
08342637,US,None,
08342638,US,None,
08342639,US,"347 33",
08342639,US,"347 28",
08342639,US,"347 34",
08342639,US,"347 35",
08342639,US,"347 32",
08342639,US,"134  6",
08342640,US,"347 28",
08342640,US,"347 17",
08342640,US,"347 19",
08342640,US,"347 47",
08342641,US,"347 36",
08342641,US,"347 84",
08342641,US,"347 85",
08342641,US,"347 89",
08342641,US,"347 90",
08342641,US," 95267",
08342641,US," 95272",
08342642,US,"347  9",
08342642,US,"347 37",
08342642,US,"347 85- 86",unstructured
08342642,US,"347 20",
08342643,US,"347  5",
08342643,US,"347  9- 11",unstructured
08342643,US,"347 15",
08342643,US,"347 40",
08342643,US,"347 42",
08342643,US,"347 44",
08342643,US,"347 47",
08342643,US,"347 54",
08342643,US,"347 56- 59",unstructured
08342643,US,"347 61- 65",unstructured
08342643,US,"347 67",
08342644,US,"347 20",
08342644,US,"347 40",
08342644,US,"347 42",
08342644,US,"347 49",
08342644,US,"347 71",
08342645,US,None,
08342646,US,"347 15",
08342646,US,"347 16",
08342646,US,"347 20",
08342646,US,"347 37",
08342646,US,"347 40- 43",unstructured
08342646,US,"347 45",
08342647,US,"347 15",
08342647,US,"347 40",
08342647,US,"347 43",
08342647,US,"347 84- 86",unstructured
08342647,US,"347 89- 92",unstructured
08342647,US,"347 99-100",unstructured
08342648,US,"347 12",
08342648,US,"347 15",
08342648,US,"347 40",
08342648,US,"347 43",
08342648,US,"347 47",
08342649,US,"347  5",
08342649,US,"347  9",
08342649,US,"347 12",
08342649,US,"347 14",
08342649,US,"347 15",
08342649,US,"347 19",
08342649,US,"347 40",
08342649,US,"347 41",
08342649,US,"347 42- 43",unstructured
08342649,US,"347 49",
08342649,US,"347 54",
08342649,US,"347 56",
08342649,US,"347 57",
08342650,US,"347 29",
08342650,US,"347 40",
08342650,US,"347 45- 47",unstructured
08342650,US,"347 49",
08342650,US,"347 64",
08342650,US,"347 65",
08342650,US,"347 67",
08342650,US,"347 71",
08342650,US," 298901",
08342650,US," 29 2535",
08342650,US," 29825",
08342650,US," 29890142",
08342651,US,"347 47",
08342651,US,"347 40",
08342651,US,"347 43",
08342652,US,"347 47",
08342653,US,None,
08342654,US,"347 50",
08342655,US,"347 20",
08342655,US,"347 49",
08342655,US,"347 50",
08342655,US,"347 54",
08342655,US,"347 56- 59",unstructured
08342656,US,"347 56",
08342656,US,"347 68",
08342657,US,"347 61- 65",unstructured
08342658,US,"347 54",
08342658,US,"347 65",
08342659,US,None,
08342660,US,None,
08342661,US,"347 85",
08342663,US,"347 84- 86",unstructured
08342663,US,347100,
08342663,US,"347 88",
08342663,US,"347 89",
08342663,US,"525 92 B",
08342663,US,"525 95",
08342663,US,"525 98",
08342663,US,525240,
08342663,US,5253333,
08342663,US,"524  1",
08342663,US,524505,
08342664,US,"347  7",
08342664,US,"347 85",
08342664,US,"347 86",
08342664,US,"347  5",
08342665,US,None,
08342666,US,"347 84",
08342666,US,"347 85",
08342666,US,"347 89",
08342666,US,"347 17",
08342667,US,"347 92",
08342667,US,"347 94",
08342668,US,"347 68- 72",unstructured
08342668,US,"347 93",
08342669,US,"347 95-100",unstructured
08342669,US,347102,
08342669,US,"106 3113",
08342669,US,"106 3127",
08342669,US,"106 316",
08342670,US,347100,
08342670,US,"347 95",
08342670,US,"347 96",
08342670,US,347102,
08342670,US,347101,
08342670,US,"106 316",
08342670,US,"106 3113",
08342670,US,"106 3127",
08342670,US,523160161,
08342671,US,"347 15",
08342671,US,"347 43",
08342671,US,"347 95-100",unstructured
08342671,US,"106 3113",
08342672,US,347103,
08342673,US,None,
08342674,US,None,
08342675,US,None,
08342676,US,None,
08342677,US,"347  5",
08342677,US,"347 16",
08342677,US,347101,
08342677,US,347102,
08342677,US,347104,
08342677,US,"399 45",
08342678,US,347105,
08342678,US,347101,
08342678,US,347100,
08342678,US,"347 95",
08342678,US,"347 96",
08342678,US,428195,
08342678,US,"428 321",
08342679,US,351158,
08342679,US,"351 41",
08342679,US,351102,
08342679,US,351104,
08342679,US,"351 51",
08342679,US,"351 52",
08342679,US,"264 405",
08342679,US,"264  22",
08342679,US,"264  23",
08342679,US,26432888,
08342679,US,264334,
08342679,US,"428  808",
08342679,US,428323,
08342679,US,428426,
08342679,US,425139,
08342679,US,425556,
08342679,US,425572,
08342680,US,"351 45",
08342680,US,"351 46",
08342680,US,"351 49",
08342680,US,351159,
08342680,US,351163,
08342680,US,"351 41",
08342681,US,351159,
08342681,US,351163-165,unstructured
08342681,US,351177,
08342681,US,35115901,
08342681,US,3511596-15965,unstructured
08342681,US,35115973,
08342682,US,351177,
08342682,US,35115973,
08342682,US,35115974,
08342682,US,35115975,
08342683,US,"351160 R-160 H",unstructured
08342683,US,351177,
08342683,US,35115902-15938,unstructured
08342683,US,35115973,
08342683,US,35115977,
08342683,US,35115974,
08342684,US,35115973-15981,unstructured
08342685,US,351200,
08342685,US,351203,
08342685,US,351222,
08342685,US,351223,
08342685,US,351237,
08342685,US,351238,
08342685,US,351246,
08342686,US,351205,
08342686,US,351212,
08342686,US,351219,
08342686,US,351246,
08342686,US,351247,
08342687,US,351200-246,unstructured
08342688,US,351200-246,unstructured
08342689,US,"353 30- 31",unstructured
08342689,US,"353 34",
08342689,US,"353 48- 49",unstructured
08342689,US,"353 73",
08342689,US,"353 82",
08342689,US,"353 97",
08342689,US,353122,
08342689,US,"349  5",
08342689,US,"349  7-  9",unstructured
08342690,US,"353 31",
08342690,US,"353 34",
08342690,US,359614,
08342690,US,359833,
08342690,US,165181,
08342690,US,165185,
08342690,US,348759,
08342691,US,"353 30",
08342691,US,"353 31",
08342691,US,"353 39",
08342691,US,"353 74",
08342691,US,"353 78",
08342691,US,"353 79",
08342691,US,353119,
08342691,US,353122,
08342691,US,"372 3809",
08342691,US,"372  6",
08342691,US,"372 24",
08342691,US,"372  5",
08342691,US,"372  7",
08342691,US,"372  8",
08342691,US,"372  9",
08342691,US,"348 36",
08342691,US,348789,
08342691,US,348E05128,
08342692,US,"353 57",
08342692,US,"353 52",
08342692,US,"353 60",
08342692,US,"353 61",
08342692,US,353119,
08342693,US,"353 31",
08342693,US,"353 34",
08342693,US,"353 37",
08342693,US,"353 84",
08342693,US,"353 85",
08342693,US,348742,
08342693,US,348743,
08342693,US,348771,
08342694,US,"353 31",
08342694,US,"353 85",
08342694,US,353119,
08342694,US,353122,
08342694,US,353121,
08342694,US,348687,
08342694,US,362552,
08342695,US,"353 85",
08342695,US,353122,
08342695,US,315287,
08342695,US,315291,
08342695,US,315307,
08342695,US,315360,
08342696,US,"353 94",
08342696,US,"353 70",
08342696,US,"353 30",
08342696,US,"353 69",
08342696,US,353121,
08342696,US,345169,
08342696,US,345178,
08342696,US,348189,
08342696,US,348254,
08342696,US,348745,
08342696,US,34821199,
08342696,US,348734,
08342696,US,348114,
08342697,US,"353 31",
08342697,US,"353 34",
08342697,US,"353 37",
08342697,US,"353 85",
08342697,US,"353 94",
08342697,US,"349  5",
08342697,US,"349  7",
08342697,US,"349  8",
08342697,US,"349  9",
08342697,US,362231,
08342697,US,362234,
08342697,US,348742,
08342697,US,348743,
08342697,US,348771,
08342698,US,353100,
08342698,US,353101,
08342698,US,359144,
08342698,US,359826,
08342698,US,359822,
08342698,US,359823,
08342699,US,353119,
08342699,US,"353 30",
08342699,US,345204,
08342699,US,345156,
08342699,US,4555561,
08342699,US,455429,
08342700,US,359530-542,unstructured
08342700,US,359546-547,unstructured
08342700,US,359551,
08342700,US,"404  9",
08342700,US,"404 14",
08342700,US,"116 63 R",
08342700,US,428172,
08342700,US,428325,
08342700,US,428413,
08342700,US,428414,
08342700,US,4284255,
08342700,US,4284258,
08342700,US,4289088,
08342700,US,428913,
08342701,US,359845,
08342701,US,359838,
08342702,US,359841,
08342702,US,359871,
08342702,US,359872,
08342702,US,359875,
08342702,US,"296  111",
08342702,US,2961465,
08342703,US,"362 84",
08342703,US,3621531,
08342703,US,36224902,
08342703,US,36231102,
08342704,US,362606,
08342704,US,362607,
08342704,US,362613,
08342704,US,362614,
08342704,US,362632,
08342704,US,362633,
08342704,US,362634,
08342704,US,"362 971",
08342704,US,"362 972",
08342704,US,362223,
08342704,US,362224,
08342704,US,362225,
08342704,US,"349 58",
08342704,US,"349 60",
08342704,US,"349 64",
08342705,US,362109,
08342705,US,362119,
08342706,US,362431,
08342706,US,362184,
08342706,US,36224902,
08342707,US,362231,
08342707,US,362800,
08342707,US,"257 98",
08342707,US,"257 99",
08342707,US,257100,
08342707,US,257431-448,unstructured
08342708,US,"257 79",
08342708,US,"257 88",
08342708,US,"257 99",
08342708,US,315291,
08342708,US,"315 3955",
08342708,US,315311,
08342708,US,"315 82",
08342708,US,362231,
08342708,US,362227,
08342708,US,362545,
08342709,US,362250,
08342709,US,362541,
08342709,US,362547,
08342709,US,36254901-24903,unstructured
08342709,US,362297,
08342709,US,362298,
08342709,US,362341,
08342709,US,362373,
08342709,US,362345,
08342709,US,362294,
08342709,US,362240,
08342709,US,362241,
08342709,US,362247,
08342709,US,36224901-24903,unstructured
08342710,US,36224902,
08342710,US,362230,
08342710,US,362231,
08342710,US,362109,
08342710,US,362157,
08342710,US,362138,
08342710,US,362139,
08342710,US,362234,
08342710,US,362236,
08342710,US,362253,
08342710,US,"362 11",
08342710,US,36224903-24906,unstructured
08342710,US,362800,
08342710,US,396429,
08342710,US,396199,
08342710,US,396531,
08342711,US,36224901-24906,unstructured
08342711,US,362294,
08342711,US,362373,
08342711,US,362240,
08342711,US,362238,
08342711,US,36231102,
08342711,US,362368,
08342711,US,362547,
08342711,US,362800,
08342712,US,36224902,
08342712,US,362277,
08342712,US,362810,
08342713,US,362230-231,unstructured
08342713,US,362233-234,unstructured
08342713,US,36224902-24903,unstructured
08342713,US,36224905,
08342713,US,36224912-24913,unstructured
08342713,US,362294,
08342713,US,362800,
08342714,US,362218,
08342714,US,362264,
08342714,US,362265,
08342714,US,362294,
08342714,US,362373,
08342715,US,362188,
08342715,US,362232,
08342715,US,362233,
08342715,US,362240,
08342715,US,362241,
08342715,US,362244,
08342715,US,362245,
08342715,US,362285,
08342715,US,362294,
08342715,US,362326,
08342715,US,362327,
08342715,US,362335,
08342715,US,362350,
08342715,US,362373,
08342715,US,362507,
08342715,US,362508,
08342715,US,362514,
08342715,US,362519,
08342715,US,362523,
08342715,US,362548,
08342716,US,"313 46",
08342716,US,313110,
08342716,US,362225,
08342716,US,362294,
08342717,US,362310,
08342718,US,36231101,
08342718,US,362311,
08342718,US,"362 29",
08342718,US,"362 30",
08342718,US,362326,
08342719,US,36224902,
08342719,US,36231102,
08342719,US,362800,
08342720,US,362487-522,unstructured
08342720,US,"362 84",
08342720,US,362260,
08342720,US,36231106,
08342720,US,362293,
08342720,US,313498-512,unstructured
08342720,US,"257 98",
08342721,US,362362,
08342721,US,362364,
08342721,US,362365,
08342721,US,362366,
08342721,US,362372,
08342721,US,362147,
08342721,US,362148,
08342721,US,362150,
08342721,US,362285,
08342721,US,362287,
08342721,US,36224907,
08342721,US,36224909,
08342721,US,362418,
08342721,US,362429,
08342722,US,362432,
08342722,US,362145,
08342722,US,362147,
08342723,US,362464-466,unstructured
08342723,US,362473,
08342723,US,362475,
08342724,US,362473,
08342724,US,362540,
08342724,US,362541,
08342725,US,362493,
08342725,US,362540,
08342725,US,362545,
08342725,US,36231102,
08342725,US,36224902,
08342725,US,36224912,
08342725,US,362362,
08342725,US,362542,
08342725,US,362509,
08342725,US,3622171,
08342725,US,34081545,
08342725,US,"257 98",
08342726,US,362543,
08342726,US,362544,
08342726,US,362545,
08342726,US,362237,
08342726,US,362244,
08342726,US,36224902,
08342726,US,36231101,
08342726,US,36231102,
08342726,US,362520,
08342726,US,362521,
08342726,US,362507,
08342726,US,36231106,
08342727,US,362459-549,unstructured
08342728,US,362543-548,unstructured
08342728,US,362294,
08342728,US,362218,
08342728,US,362373,
08342728,US,16510433,
08342728,US,16510426,
08342729,US,362608,
08342729,US,362609,
08342729,US,362610,
08342729,US,362612,
08342729,US,362613,
08342729,US,362615,
08342729,US,362621,
08342729,US,362623,
08342729,US,362624,
08342729,US,362625,
08342729,US,362627,
08342729,US,362628,
08342730,US,362600,
08342730,US,362601,
08342730,US,362612,
08342730,US,362632-634,unstructured
08342731,US,362601,
08342731,US,362616,
08342731,US,362613,
08342731,US,362623,
08342732,US,362800,
08342732,US,362644,
08342732,US,362641,
08342732,US,362640,
08342732,US,362646,
08342732,US,362645,
08342732,US,362653,
08342732,US,36224902,
08342732,US,36224911,
08342733,US,36224901,
08342733,US,36224902,
08342733,US,362555,
08342733,US,362640,
08342733,US,362646,
08342733,US,362652,
08342733,US,"439 761",
08342733,US,439555,
08342733,US,439558,
08342734,US,"257 99",
08342734,US,"445 23",
08342734,US,362218,
08342734,US,36224902,
08342734,US,362294,
08342734,US,362373,
08342734,US,362545,
08342734,US,362548,
08342734,US,362547,
08342734,US,362652,
08342734,US,362655-659,unstructured
08342734,US,362800,
08342735,US,"366 78",
08342736,US,366110-111,unstructured
08342736,US,366112-113,unstructured
08342736,US,366114-116,unstructured
08342736,US,366127,
08342737,US,366102,
08342737,US,366118,
08342737,US,366332,
08342737,US,366333,
08342737,US,366334,
08342737,US,3661671,
08342737,US,3661691,
08342737,US,366255,
08342737,US,366256,
08342738,US,366314,
08342738,US,366603,
08342738,US,366299,
08342738,US,366297,
08342738,US,366323,
08342738,US,366305,
08342738,US,366302,
08342738,US,366301,
08342738,US,24110176,
08342738,US,241101761,
08342739,US,368124-131,unstructured
08342740,US,368208,
08342740,US,368210,
08342740,US,368212,
08342741,US,374100,
08342741,US,374102-104,unstructured
08342741,US,374120,
08342741,US,374129,
08342741,US,"374 29- 30",unstructured
08342741,US,374135,
08342741,US,374112,
08342741,US,374141,
08342741,US,"374  1",
08342741,US,"374  4",
08342741,US,"702 99",
08342741,US,"702 85",
08342741,US,702108,
08342741,US,702104,
08342741,US,702130,
08342741,US,702182,
08342741,US,702183,
08342741,US,702189,
08342741,US,702193,
08342741,US,702127,
08342741,US,340500,
08342741,US,340501,
08342741,US,340516,
08342741,US,340517,
08342741,US,340518,
08342741,US,340519,
08342741,US," 73  101",
08342741,US," 73156",
08342741,US,"703  2",
08342742,US,"374  1",
08342742,US,"374 44",
08342742,US,374165,
08342743,US,"374  5",
08342743,US,374137,
08342744,US,"374 10- 12",unstructured
08342744,US,"374 29- 39",unstructured
08342744,US,374208,
08342744,US,374100,
08342744,US,"422 51",
08342744,US,436147,
08342745,US,374106,
08342745,US,374110-112,unstructured
08342745,US,374163,
08342745,US,374166,
08342746,US,374121,
08342747,US,374170-172,unstructured
08342747,US,374178,
08342747,US,374183,
08342747,US,374185,
08342748,US,374208,
08342748,US,374100,
08342748,US,374163,
08342748,US,374183,
08342748,US,374185,
08342748,US,374164,
08342748,US,374170,
08342748,US,374179,
08342748,US,600549,
08342748,US,600474,
08342748,US,702130,
08342748,US,702133,
08342748,US,702131,
08342748,US," 29593",
08342748,US," 29595",
08342749,US,378182-188,unstructured
08342750,US,"383  2",
08342750,US,"383  4",
08342750,US,"383 24",
08342750,US,"383 71",
08342750,US,"383 72",
08342750,US,"383 85",
08342750,US,"383 88",
08342750,US,"383 89",
08342750,US,"383 91",
08342750,US,190103,
08342750,US,150132,
08342750,US,150142-144,unstructured
08342751,US,"384 15",
08342751,US,"384 43- 45",unstructured
08342751,US,277438,
08342751,US,277551,
08342751,US,277558,
08342751,US,277567,
08342751,US,277925,
08342752,US,"384 36",
08342752,US,"384 49",
08342752,US,"384 51",
08342752,US,384610,
08342752,US,384614,
08342752,US," 521671-1679",unstructured
08342752,US," 527413",
08342752,US," 14 735",
08342753,US,384135,
08342753,US,384322,
08342753,US,384397,
08342753,US,384398,
08342753,US,384400,
08342753,US,384403,
08342753,US,384412,
08342753,US,384414,
08342753,US,384462,
08342753,US,384471,
08342753,US,384472,
08342753,US,384473,
08342753,US,384478,
08342753,US,277353,
08342753,US,277551,
08342753,US,277562,
08342753,US,277577,
08342753,US,"184  626",
08342753,US,"184  68",
08342753,US,"184  71",
08342754,US,384548,
08342754,US,384559,
08342754,US,384560,
08342754,US,384563,
08342754,US,384564,
08342754,US,384571,
08342755,US,"385 78",
08342756,US,"385 88",
08342756,US,"385 89",
08342756,US,"385 92- 95",unstructured
08342756,US,385136-138,unstructured
08342757,US,"396 12",
08342757,US,"396 13",
08342757,US,396419,
08342757,US,396427,
08342757,US,348148,
08342758,US,396419-428,unstructured
08342758,US,"  2417",
08342759,US,396448,
08342759,US,396493,
08342759,US,396510,
08342759,US,359511,
08342760,US,396529-532,unstructured
08342760,US,359827,
08342760,US,359828,
08342760,US,359830,
08342761,US,396611,
08342761,US,700112,
08342761,US,118506,
08342761,US,438800,
08342762,US,"347 19",
08342762,US,"347 23",
08342762,US,347149,
08342762,US,"347  8",
08342762,US,"400 76",
08342763,US,400246,
08342763,US,400693,
08342763,US,400208,
08342763,US,400207,
08342763,US,347214,
08342764,US,"401 55- 57",unstructured
08342764,US,"401 63",
08342764,US,"401 65",
08342764,US,"401 82",
08342764,US,401171,
08342764,US,401176,
08342764,US,401179,
08342764,US,"401 75",
08342765,US,401183-186,unstructured
08342765,US,401132-135,unstructured
08342765,US,401150,
08342765,US,401152,
08342765,US,"222 95",
08342765,US,"222 96",
08342765,US,222207,
08342765,US,222212,
08342765,US,222213,
08342766,US,401196,
08342766,US,401195,
08342767,US,"401188 R",
08342767,US,"401 68",
08342767,US,"401 75",
08342767,US,401171-175,unstructured
08342767,US,401268,
08342767,US,401270,
08342767,US,401277,
08342768,US,401134,
08342768,US,401289,
08342768,US,401268,
08342768,US,401203,
08342768,US,"401188 R",
08342768,US,401261,
08342768,US,401263,
08342768,US,239310,
08342768,US,239318,
08342768,US,239526,
08342768,US," 15121",
08342768,US," 152441",
08342768,US," 1523605",
08342769,US,403119,
08342769,US,403131,
08342769,US,403132,
08342769,US,403135,
08342769,US,403136,
08342769,US,403138,
08342769,US,403141,
08342769,US,403143,
08342769,US,403144-147,unstructured
08342769,US,403149,
08342769,US,"280 93508- 93509",unstructured
08342770,US,"403  2",
08342770,US,"403 79",
08342770,US,403398,
08342770,US,403145,
08342770,US,403150,
08342770,US,403151,
08342770,US,403152,
08342770,US,403154,
08342770,US,"244 53 R",
08342770,US,"244 54",
08342770,US,2441291,
08342770,US,2441294,
08342771,US,"403  2",
08342771,US,"403 64",
08342771,US,403119,
08342771,US,403169,
08342771,US,403170,
08342771,US,403171,
08342771,US,403174,
08342771,US,403176,
08342771,US,403178,
08342771,US,403205,
08342771,US,403223,
08342771,US,403286,
08342771,US,403291,
08342771,US,403292,
08342771,US,403294,
08342771,US,403295,
08342771,US,403298,
