patent,prim,class,subclass
08342664,1,347," 86","347 86"
08342664,0,347," 85","347 85"
08342664,0,347,"  7","347  7"
08342665,1,347," 86","347 86"
08342666,1,347," 89","347 89"
08342666,0,347," 17","347 17"
08342667,1,347," 92","347 92"
08342667,0,347," 94","347 94"
08342668,1,347," 93","347 93"
08342669,1,347," 96","347 96"
08342669,0,347,100,347100
08342669,0,347,102,347102
08342669,0,106," 31.6","106 316"
08342670,1,347,100,347100
08342670,0,347," 95","347 95"
08342671,1,347,100,347100
08342671,0,106," 31.13","106 3113"
08342672,1,347,102,347102
08342672,0,347,101,347101
08342672,0,347,103,347103
08342672,0,347,104,347104
08342673,1,347,102,347102
08342673,0,347,104,347104
08342674,1,347,102,347102
08342674,0,347,"  7","347  7"
08342674,0,347," 52","347 52"
08342674,0,503,227,503227
08342675,1,347,104,347104
08342675,0,156,277,156277
08342675,0,346," 25","346 25"
08342675,0,347,"  2","347  2"
08342675,0,347,"  4","347  4"
08342675,0,347," 47","347 47"
08342675,0,347,221,347221
08342675,0,347,101,347101
08342675,0,358,"  1.13","358  113"
08342676,1,347,104,347104
08342676,0,347," 16","347 16"
08342676,0,347," 30","347 30"
08342676,0,347," 36","347 36"
08342677,1,347,104,347104
08342677,0,347," 16","347 16"
08342677,0,347,101,347101
08342677,0,399," 45","399 45"
08342678,1,347,105,347105
08342678,0,347,101,347101
08342678,0,347,100,347100
08342678,0,428," 32.1","428 321"
08342679,1,351," 41","351 41"
08342679,0,351," 51","351 51"
08342680,1,351," 45","351 45"
08342681,1,351,159.65,35115965
08342682,1,351,159.73,35115973
08342682,0,427,162,427162
08342683,1,351,159.74,35115974
08342683,0,351,159.02,35115902
08342683,0,351,159.77,35115977
08342684,1,351,159.79,35115979
08342684,0,351,159.74,35115974
08342685,1,351,203,351203
08342685,0,351,238,351238
08342685,0,351,246,351246
08342686,1,351,205,351205
08342686,0,351,246,351246
08342687,1,351,210,351210
08342687,0,351,209,351209
08342687,0,351,246,351246
08342688,1,351,221,351221
08342688,0,351,228,351228
08342688,0,351,205,351205
08342689,1,353," 34","353 34"
08342689,0,353," 30","353 30"
08342689,0,349,"  8","349  8"
08342690,1,353," 34","353 34"
08342690,0,165,185,165185
08342691,1,353," 39","353 39"
08342691,0,353," 74","353 74"
08342691,0,353," 78","353 78"
08342691,0,353," 79","353 79"
08342691,0,353,119,353119
08342691,0,353,122,353122
08342691,0,348,789,348789
08342692,1,353," 57","353 57"
08342692,0,353," 52","353 52"
08342692,0,353," 60","353 60"
08342692,0,353," 61","353 61"
08342692,0,353,119,353119
08342693,1,353," 84","353 84"
08342693,0,353," 85","353 85"
08342693,0,348,743,348743
08342694,1,353," 85","353 85"
08342694,0,353," 31","353 31"
08342694,0,348,687,348687
08342694,0,362,552,362552
08342695,1,353," 85","353 85"
08342695,0,315,287,315287
08342695,0,315,291,315291
08342695,0,315,307,315307
08342695,0,315,360,315360
08342696,1,353," 94","353 94"
08342696,0,353," 30","353 30"
08342696,0,353," 69","353 69"
08342696,0,353,121,353121
08342696,0,345,169,345169
08342696,0,345,178,345178
08342696,0,348,189,348189
08342696,0,348,745,348745
08342696,0,348,211.99,34821199
08342696,0,348,734,348734
08342696,0,348,114,348114
08342697,1,353," 94","353 94"
08342697,0,353," 84","353 84"
08342697,0,353," 85","353 85"
08342697,0,348,743,348743
08342697,0,362,231,362231
08342698,1,353,101,353101
08342699,1,353,119,353119
08342699,0,353," 30","353 30"
08342699,0,345,156,345156
08342699,0,345,204,345204
08342699,0,455,556.1,4555561
08342700,1,359,540,359540
08342700,0,359,536,359536
08342700,0,359,539,359539
08342700,0,359,547,359547
08342700,0,116," 63. R","116 63 R"
08342700,0,404,"  9","404  9"
08342700,0,404," 14","404 14"
08342700,0,428,325,428325
08342700,0,428,413,428413
08342700,0,428,414,428414
08342700,0,428,908.8,4289088
08342701,1,359,845,359845
08342702,1,359,871,359871
08342702,0,359,872,359872
08342702,0,296,"  1.11","296  111"
08342702,0,296,146.5,2961465
08342703,1,362," 84","362 84"
08342703,0,362,249.02,36224902
08342703,0,362,311.02,36231102
08342704,1,362," 97.2","362 972"
08342704,0,362," 97.1","362 971"
08342704,0,362,632,362632
08342704,0,362,223,362223
08342705,1,362,109,362109
08342705,0,362,119,362119
08342706,1,362,184,362184
08342706,0,362,249.02,36224902
08342706,0,362,431,362431
08342707,1,362,231,362231
08342707,0,362,800,362800
08342708,1,362,231,362231
08342708,0,362,227,362227
08342708,0,362,545,362545
08342709,1,362,240,362240
08342709,0,362,345,362345
08342709,0,362,249.03,36224903
08342710,1,362,249.02,36224902
08342710,0,362,236,362236
08342710,0,362,234,362234
08342710,0,362,109,362109
08342711,1,362,249.02,36224902
08342711,0,362,294,362294
08342711,0,362,373,362373
08342711,0,362,249.01,36224901
08342712,1,362,249.02,36224902
08342712,0,362,277,362277
08342712,0,362,810,362810
08342713,1,362,249.05,36224905
08342713,0,362,249.03,36224903
08342713,0,362,800,362800
08342714,1,362,264,362264
08342714,0,362,265,362265
08342714,0,362,294,362294
08342714,0,362,373,362373
08342715,1,362,285,362285
08342715,0,362,232,362232
08342715,0,362,508,362508
08342716,1,362,294,362294
08342716,0,313," 46","313 46"
08342716,0,313,110,313110
08342716,0,362,225,362225
08342717,1,362,310,362310
08342718,1,362,311.01,36231101
08342718,0,362,311.06,36231106
08342718,0,362,326,362326
08342718,0,362," 29","362 29"
08342718,0,362," 30","362 30"
08342719,1,362,311.02,36231102
08342719,0,362,249.02,36224902
08342719,0,362,800,362800
08342720,1,362,311.06,36231106
08342720,0,362,510,362510
08342720,0,362,293,362293
08342720,0,313,498,313498
08342720,0,313,501,313501
08342720,0,313,506,313506
08342720,0,257," 98","257 98"
08342721,1,362,365,362365
08342721,0,362,285,362285
08342721,0,362,418,362418
08342722,1,362,432,362432
08342722,0,362,145,362145
08342722,0,362,147,362147
08342723,1,362,464,362464
08342723,0,362,465,362465
08342723,0,362,466,362466
08342723,0,362,473,362473
08342723,0,362,475,362475
08342724,1,362,473,362473
08342724,0,362,541,362541
08342725,1,362,493,362493
08342725,0,362,542,362542
08342725,0,362,545,362545
08342725,0,362,311.02,36231102
08342725,0,362,509,362509
08342726,1,362,521,362521
08342726,0,396,520,396520
08342726,0,396,507,396507
08342726,0,396,244,396244
08342726,0,396,311.06,39631106
08342727,1,362,546,362546
08342727,0,362,548,362548
08342727,0,362,549,362549
08342728,1,362,547,362547
08342728,0,362,545,362545
08342728,0,362,294,362294
08342728,0,362,373,362373
08342728,0,362,218,362218
08342728,0,165,104.33,16510433
08342728,0,165,104.26,16510426
08342729,1,362,609,362609
08342729,0,362,608,362608
08342729,0,362,610,362610
08342729,0,362,612,362612
08342729,0,362,613,362613
08342729,0,362,615,362615
08342730,1,362,612,362612
08342730,0,362,600,362600
08342730,0,362," 97.1","362 971"
08342731,1,362,616,362616
08342731,0,362,613,362613
08342731,0,362,623,362623
08342732,1,362,640,362640
08342732,0,362,249.02,36224902
08342732,0,362,800,362800
08342733,1,362,646,362646
08342733,0,362,249.01,36224901
08342733,0,362,249.02,36224902
08342733,0,362,652,362652
08342733,0,439,558,439558
08342734,1,362,657,362657
08342734,0,362,249.02,36224902
08342734,0,362,294,362294
08342734,0,362,373,362373
08342734,0,362,545,362545
08342734,0,362,548,362548
08342734,0,362,656,362656
08342734,0,362,658,362658
08342734,0,257," 99","257 99"
08342734,0,445," 23","445 23"
08342735,1,366," 78","366 78"
08342736,1,366,110,366110
08342736,0,366,112,366112
08342736,0,366,114,366114
08342736,0,366,116,366116
08342736,0,366,127,366127
08342737,1,366,169.1,3661691
08342737,0,366,102,366102
08342737,0,366,167.1,3661671
08342737,0,366,256,366256
08342737,0,366,333,366333
08342738,1,366,314,366314
08342738,0,366,603,366603
08342738,0,366,299,366299
08342738,0,366,297,366297
08342738,0,366,323,366323
08342738,0,366,305,366305
08342738,0,366,302,366302
08342738,0,366,301,366301
08342738,0,241,101.76,24110176
08342738,0,241,101.761,241101761
08342739,1,368,129,368129
08342739,0,368,127,368127
08342740,1,368,208,368208
08342740,0,368,212,368212
08342741,1,374,"  1","374  1"
08342741,0,374,103,374103
08342741,0,702,183,702183
08342741,0,702,104,702104
08342741,0," 73","  1.01"," 73  101"
08342741,0,703,"  2","703  2"
08342742,1,374,"  1","374  1"
08342742,0,374," 44","374 44"
08342742,0,374,165,374165
08342743,1,374,"  5","374  5"
08342743,0,374,137,374137
08342744,1,374," 11","374 11"
08342744,0,374," 31","374 31"
08342744,0,374," 29","374 29"
08342745,1,374,106,374106
08342745,0,374,163,374163
08342746,1,374,121,374121
08342747,1,374,170,374170
08342747,0,374,171,374171
08342748,1,374,208,374208
08342748,0,374,163,374163
08342748,0,374,183,374183
08342748,0,374,100,374100
08342748,0,702,131,702131
08342748,0,600,549,600549
08342749,1,378,184,378184
08342749,0,378,182,378182
08342749,0,378,187,378187
08342749,0,378,188,378188
08342750,1,383,"  2","383  2"
08342750,0,383," 24","383 24"
08342750,0,383," 71","383 71"
08342750,0,383," 72","383 72"
08342750,0,383," 85","383 85"
08342750,0,383," 91","383 91"
08342751,1,384," 15","384 15"
08342751,0,384," 45","384 45"
08342752,1,384," 36","384 36"
08342752,0,384,610,384610
08342752,0," 52",167.5," 521675"
08342753,1,384,135,384135
08342753,0,384,322,384322
08342753,0,384,397,384397
08342753,0,384,403,384403
08342753,0,384,412,384412
08342753,0,384,414,384414
08342753,0,384,462,384462
08342753,0,384,471,384471
08342753,0,384,472,384472
08342753,0,277,353,277353
08342753,0,277,551,277551
08342754,1,384,564,384564
08342755,1,385," 78","385 78"
08342756,1,385," 94","385 94"
08342756,0,385," 88","385 88"
08342756,0,385," 92","385 92"
08342756,0,385," 95","385 95"
08342756,0,385,137,385137
08342756,0,385,138,385138
08342757,1,396,419,396419
08342757,0,348,148,348148
08342758,1,396,420,396420
08342758,0,396,419,396419
08342758,0,396,423,396423
08342758,0,396,428,396428
08342759,1,396,448,396448
08342759,0,359,511,359511
08342760,1,396,529,396529
08342760,0,396,532,396532
08342760,0,359,827,359827
08342761,1,396,611,396611
08342761,0,118,506,118506
08342761,0,438,800,438800
08342762,1,400," 76","400 76"
08342762,0,347,"  8","347  8"
08342762,0,347," 23","347 23"
08342763,1,400,693,400693
08342763,0,400,246,400246
08342763,0,400,208,400208
08342763,0,347,214,347214
08342763,0,347,222,347222
08342764,1,401," 82","401 82"
08342764,0,401," 55","401 55"
08342764,0,401," 63","401 63"
08342764,0,401,176,401176
08342764,0,401,179,401179
08342765,1,401,186,401186
08342765,0,401,183,401183
08342765,0,222," 96","222 96"
08342765,0,222,213,222213
08342766,1,401,195,401195
08342767,1,401,277,401277
08342767,0,401,270,401270
08342767,0,401,172,401172
08342768,1,401,289,401289
08342768,0,401,290,401290
08342768,0,401,282,401282
08342769,1,403,147,403147
08342769,0,403,136,403136
08342770,1,403,150,403150
08342770,0,403,"  2","403  2"
08342770,0,403," 79","403 79"
08342771,1,403,292,403292
08342771,0,403,205,403205
08342771,0,211,123,211123
08342772,1,404," 91","404 91"
08342772,0,239,663,239663
08342773,1,404," 92","404 92"
08342773,0,404," 95","404 95"
08342773,0,404,101,404101
08342773,0,425," 63","425 63"
08342774,1,404," 95","404 95"
08342774,0,198,952,198952
08342775,1,405," 37","405 37"
08342775,0,405," 51","405 51"
08342775,0,137,624.11,13762411
08342776,1,405,147,405147
08342776,0,405,144,405144
08342776,0,405,152,405152
08342776,0,299," 12","299 12"
08342777,1,405,224,405224
08342777,0,441,"  5","441  5"
08342777,0,114,230.13,11423013
08342778,1,405,232,405232
08342778,0,405,274,405274
08342778,0,405,276,405276
08342778,0,173," 49","173 49"
08342778,0,173,184,173184
08342779,1,407,113,407113
08342779,0,407,114,407114
08342780,1,407,118,407118
08342780,0,407,119,407119
08342780,0,408,144,408144
08342781,1,408," 59","408 59"
08342781,0,408,211,408211
08342781,0,408,225,408225
08342781,0,408,228,408228
08342781,0,408,230,408230
08342782,1,408," 67","408 67"
08342782,0,173,198,173198
08342783,1,409," 81","409 81"
08342784,1,410," 46","410 46"
08342785,1,410," 77","410 77"
08342786,1,410," 84","410 84"
08342786,0,410," 70","410 70"
08342787,1,411,383,411383
08342787,0,411,354,411354
08342788,1,411,386,411386
08342788,0,411,411,411411
08342789,1,414,686,414686
08342789,0,414,685,414685
08342789,0,296,190.05,29619005
08342789,0,180,328,180328
08342789,0,180," 69.21","180 6921"
08342790,1,414,794.3,4147943
08342791,1,414,795.9,4147959
08342791,0,414,797.3,4147973
08342792,1,414,807,414807
08342792,0,414,278,414278
08342792,0,414,282,414282
08342793,1,415,"  1","415  1"
08342793,0,415," 17","415 17"
08342794,1,415," 17","415 17"
08342795,1,415," 55.1","415 551"
08342795,0,415,182.1,4151821
08342796,1,415,113,415113
08342796,0,384," 99","384 99"
08342797,1,415,115,415115
08342797,0,415,178,415178
08342797,0,416," 97. R","416 97 R"
08342798,1,415,116,415116
08342798,0,415,115,415115
08342798,0,415,138,415138
08342798,0,415,173.2,4151732
08342798,0,415,175,415175
08342798,0,415,176,415176
08342799,1,415,185,415185
08342799,0,415,206,415206
08342800,1,415,200,415200
08342800,0,415,215.1,4152151
08342800,0,415,206,415206
08342801,1,416,"  1","416  1"
08342801,0,416," 11","416 11"
08342801,0,416,"157. R","416157 R"
08342802,1,416," 96.A","416 96A"
08342802,0,415,116,415116
08342802,0,416," 97. R","416 97 R"
08342802,0,416,233,416233
08342803,1,416," 97.A","416 97A"
08342803,0,415,115,415115
08342804,1,416,144,416144
08342804,0,416,182,416182
08342804,0," 73",469," 73469"
08342805,1,416,146.R,416146R
08342805,0,244,"  1. A","244  1 A"
08342805,0,416,230,416230
08342806,1,416,146.R,416146R
08342806,0,416,"  5","416  5"
08342806,0,150,165,150165
08342807,1,416,147,416147
08342808,1,416,169.A,416169A
08342808,0,416,179,416179
08342808,0,416,192,416192
08342808,0,416,"193. R","416193 R"
08342809,1,416,186.R,416186R
08342809,0,416,"214. R","416214 R"
08342809,0,416,"214. A","416214 A"
08342809,0,416,"220. R","416220 R"
08342809,0,416,221,416221
08342810,1,417," 32","417 32"
08342810,0," 62",228.1," 622281"
08342810,0,417," 44.2","417 442"
08342811,1,417," 44.11","417 4411"
08342811,0,417," 44.1","417 441"
08342811,0," 73",514.34," 7351434"
08342812,1,417," 44.11","417 4411"
08342812,0,318,108,318108
08342812,0,307," 45","307 45"
08342812,0,307," 64","307 64"
08342812,0,307," 72","307 72"
08342813,1,417," 49","417 49"
08342814,1,417," 53","417 53"
08342815,1,417,213,417213
08342815,0,417,220,417220
08342815,0,417,302,417302
08342816,1,417,269,417269
08342816,0,417,271,417271
08342816,0," 60",484," 60484"
08342816,0," 60",486," 60486"
08342816,0," 91",472," 91472"
08342817,1,417,310,417310
08342817,0,417,220,417220
08342818,1,417,331,417331
08342818,0," 60",497," 60497"
08342818,0," 60",504," 60504"
08342818,0," 60",505," 60505"
08342819,1,417,410.1,4174101
08342819,0,361,695,361695
08342819,0,239,102.2,2391022
08342819,0,239,330,239330
08342820,1,417,420,417420
08342821,1,417,423.12,41742312
08342821,0,310," 51","310 51"
08342821,0,310," 87","310 87"
08342821,0,310," 90","310 90"
08342821,0,384," 99","384 99"
08342821,0,188,378,188378
08342821,0,267,140.4,2671404
08342821,0,267,141.2,2671412
08342821,0,267,293,267293
08342822,1,417,423.7,4174237
08342823,1,417,458,417458
08342823,0,417,456,417456
08342823,0,417,568,417568
08342823,0,137,543.21,13754321
08342824,1,417,571,417571
08342824,0,137,315.33,13731533
08342824,0,137,856,137856
08342825,1,418,"  7","418  7"
08342825,0,418," 11","418 11"
08342825,0,418," 86","418 86"
08342826,1,418," 26","418 26"
08342826,0,418," 30","418 30"
08342826,0,418,133,418133
08342826,0,418,260,418260
08342826,0,418,270,418270
08342827,1,418," 55.6","418 556"
08342827,0," 62",469," 62469"
08342827,0,417,390,417390
08342828,1,418,133,418133
08342828,0,418,104,418104
08342828,0,418,143,418143
08342828,0,418,149,418149
08342828,0,418,259,418259
08342828,0,277,560,277560
08342828,0,277,568,277568
08342829,1,418,201.1,4182011
08342829,0,418,"  9","418  9"
08342830,1,425," 28.1","425 281"
08342830,0,425,472,425472
08342830,0,425,812,425812
08342831,1,425," 66","425 66"
08342831,0,425," 72.2","425 722"
08342831,0,425,135,425135
08342831,0,425,174.6,4251746
08342831,0,425,"174.8 R","4251748 R"
08342831,0,425,378.2,4253782
08342831,0,425,382.2,4253822
08342831,0,425,464,425464
08342832,1,425,112,425112
08342832,0,425,127,425127
08342832,0,425,129.1,4251291
08342833,1,425,375,425375
08342833,0,425,169,425169
08342833,0,425,225,425225
08342833,0,425,217,425217
08342833,0,425," 90","425 90"
08342833,0,425,130,425130
08342833,0,264,308,264308
08342833,0,264," 37.29","264 3729"
08342833,0,222,233,222233
08342834,1,425,377,425377
08342835,1,425,384,425384
08342835,0,425,"DIG. 47","425DIG 47"
08342835,0,264,327,264327
08342835,0," 29",888.3," 298883"
08342835,0," 29","DIG. 24"," 29DIG 24"
08342836,1,425,392,425392
08342836,0,425,395,425395
08342836,0,425,440,425440
08342836,0,425,"DIG. 14","425DIG 14"
08342836,0," 28",119," 28119"
08342837,1,425,544,425544
08342837,0,425,129.1,4251291
08342837,0,425,116,425116
08342838,1,425,556,425556
08342838,0,425,441,425441
08342838,0,425,"DIG. 5","425DIG 5"
08342838,0,425,"DIG. 58","425DIG 58"
08342839,1,431,289,431289
08342839,0,431,288,431288
08342839,0,431,291,431291
08342839,0,431,296,431296
08342839,0,431,297,431297
08342839,0,431,310,431310
08342839,0,248,217.1,2482171
08342839,0,248,685,248685
08342839,0,248,690,248690
08342839,0,248,693,248693
08342839,0,D26,"  9","D26  9"
08342839,0,D26," 72","D26 72"
08342839,0,D26," 88","D26 88"
08342840,1,433," 18","433 18"
08342840,0,433,"  6","433  6"
08342841,1,433," 77","433 77"
08342841,0,206," 63.5","206 635"
08342841,0,206,362,206362
08342841,0,206,363,206363
08342841,0,206,379,206379
08342841,0,206,368,206368
08342841,0,312,902,312902
08342841,0,312,209,312209
08342842,1,433,173,433173
08342842,0,433,172,433172
08342843,1,433,213,433213
08342843,0,433," 54","433 54"
08342844,1,434," 98","434 98"
08342844,0,434," 81","434 81"
08342845,1,434,107,434107
08342845,0,434,219,434219
08342845,0,434,365,434365
08342845,0,283,115,283115
08342845,0,705,"  1.1","705  11"
08342846,1,434,115,434115
08342846,0,434,113,434113
08342846,0,434,116,434116
08342846,0,434,117,434117
08342846,0,434,126,434126
08342847,1,434,127,434127
08342847,0,434,118,434118
08342847,0,726," 25","726 25"
08342847,0,219,385,219385
08342847,0,219,391,219391
08342848,1,434,156,434156
08342849,1,434,169,434169
08342849,0,434,156,434156
08342849,0,434,157,434157
08342850,1,434,178,434178
08342850,0,434,167,434167
08342850,0,434,156,434156
08342850,0,434,157,434157
08342851,1,434,267,434267
08342852,1,434,268,434268
